         2232065 function calls (2223159 primitive calls) in 32.806 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      976    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1650(<genexpr>)
      120    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:267(is_dict_like)
       61    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/components/v1/components.py:87(create_instance)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/widgets/selectbox.py:76(selectbox)
      774    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/_config/config.py:610(_get_deprecated_option)
       40    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     3440    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/flags.py:53(allows_duplicate_labels)
      248    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/_helpers.py:88(_get_storage_emulator_override)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/widgets/selectbox.py:214(_selectbox)
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/timeout.py:168(from_float)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/client.py:383(_check_close)
       84    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/asyncio/coroutines.py:21(iscoroutinefunction)
      892    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/queue.py:18(_put)
      328    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/email/message.py:29(_splitparam)
       74    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/_collections.py:92(clear)
      327    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:884(__init__)
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/weakref.py:568(__init__)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/socket.py:680(__init__)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/models.py:207(register_hook)
      173    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/uuid.py:139(__init__)
      409    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/packages/six.py:991(ensure_str)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:430(__enter__)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/email/feedparser.py:52(__init__)
     1410    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/Data Science/Project NBA/vizualisation.py:178(show_glossary)
     5363    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/ssl.py:1146(_checkClosed)
      414    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:1734(isEnabledFor)
      368    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/warnings.py:487(__exit__)
       80    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/urllib/parse.py:729(parse_qsl)
       81    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
     4623    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:2256(cast)
      121    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/_helpers.py:139(from_bytes)
       26    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:875(_parse_numeric_token)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:307(_isna_string_dtype)
      816    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/client.py:1011(_output)
      734    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/retry.py:468(is_retry)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:332(<dictcomp>)
       61    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/__init__.py:173(search)
      243    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/connection.py:132(host)
     2321    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
    33/10    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_compiler.py:37(_compile)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/credentials.py:254(with_quota_project_from_environment)
     3303    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:6354(_maybe_cast_indexer)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/nba_api/live/nba/endpoints/scoreboard.py:104(load_response)
     2703    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       74    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/caching/__init__.py:37(save_element_message)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:497(__new__)
     1371    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/_collections.py:187(__iter__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/nba_api/library/http.py:41(get_dict)
       84    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/asyncio/base_events.py:780(_call_soon)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/vendored/version.py:1(<module>)
     3332    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
      368    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/warnings.py:440(__init__)
       59    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/base.py:54(shape)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1231(create_module)
      812    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/queue.py:21(_get)
      455    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/generic.py:599(_info_axis)
       61    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2372(new_block_2d)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:1190(is_potential_multi_index)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/sessions.py:107(get_redirect_target)
     3406    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/numpy/core/multiarray.py:152(concatenate)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_dynamic}
       86    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/metrics_util.py:202(_get_type_name)
      245    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/hooks.py:15(default_hooks)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/heading.py:183(title)
      238    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/scriptrunner/script_run_context.py:188(get_script_run_ctx)
       84    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/urllib/parse.py:413(_splitnetloc)
     2387    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      196    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7d8961b856c0}
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/connection.py:328(set_cert)
     3433    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/models.py:85(path_url)
     4120    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
      492    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/response.py:150(_get_decoder)
       82    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
      162    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/ssl_.py:211(resolve_cert_reqs)
      173    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/blocks.py:534(copy)
      164    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/cookies.py:358(update)
      164    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/connection.py:242(<genexpr>)
       40    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
       59    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/common.py:296(maybe_iterable_to_list)
       84    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/inspect.py:409(iscoroutinefunction)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/transport/requests.py:429(configure_mtls_channel)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
     1704    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
     3284    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/numpy/core/multiarray.py:668(result_type)
      609    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       43    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/_http/__init__.py:89(user_agent)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_download.py:135(__init__)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:212(<dictcomp>)
     1777    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      164    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/email/message.py:150(__init__)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:229(stringify_path)
     3696    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      236    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2465(extend_blocks)
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/ipaddress.py:1617(_ip_int_from_string)
      392    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1389(is_ea_or_datetimelike_dtype)
     1654    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/subprocess.py:1092(__exit__)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/response.py:420(_flush_decoder)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:1734(clear_expired_cookies)
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/_collections.py:61(__setitem__)
      148    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/caching/cached_message_replay.py:277(save_element_message)
      700    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/_internal_utils.py:25(to_native_string)
       16    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:139(get_column_metadata)
       84    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/inspect.py:391(_has_code_flag)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:270(_get_simple_index_descriptor)
     1273    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       86    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/config.py:130(get_option)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/credentials.py:162(apply)
        8    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/json/__init__.py:183(dumps)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/email/feedparser.py:69(close)
      370    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/response.py:9(is_fp_closed)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_helpers.py:190(prepare_checksum_digest)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit_searchbox/__init__.py:98(_set_defaults)
       19    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/construction.py:616(_extract_index)
      120    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/widgets/button.py:68(button)
       43    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/api_core/client_info.py:81(to_user_agent)
