,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
0,0,8,2009,LaMarcus Aldridge,5,PF,5,POR,5,81.0,2,81.0,1,7.4,2,15.3,2,0.3,8,0.25,8,15.0,1,0.489,5,0.486,8,3.2,4,4.1,4,0.781,7,2.9,1,4.6,4,7.5,3,1.3,6,1.9,7,1.0,5,1.0,3,1.5,8,2.6,5,18.1,3,19.1,2,0.529,8,0.023,8,0.269,6,9.5,2,15.6,5,12.5,4,9.3,7,1.4,6,2.0,3,8.0,10,23.7,3,6.1,1,3.3,3,9.5,1,0.151,2,1.7,3,-0.4,7,1.3,4,2.5,3,11.0,7,0.245,7,0.211,2,0.179,2,0.343,2,9.8,2,64.3,1,0.02200000000000002,8,0.1,7
1,1,11,2009,Ray Allen*,5,SG,5,BOS,5,79.0,4,79.0,2,6.3,3,13.2,4,6.2,1,0.409,2,7.0,7,0.542,1,0.575,1,3.0,4,3.2,5,0.952,1,0.8,7,2.7,8,3.5,8,1.6,5,2.8,4,0.9,6,0.2,8,1.7,6,2.0,8,18.2,3,17.3,4,0.624,1,0.467,2,0.239,8,2.9,7,8.6,9,5.9,8,12.6,5,1.3,7,0.4,8,10.4,8,20.8,5,7.4,1,3.7,2,11.1,1,0.186,1,3.7,1,0.3,4,4.0,1,4.3,1,17.0,2,0.188,9,0.058,9,0.096,6,0.191,7,0.3,9,37.9,2,0.4670000000000001,1,0.14,4
2,2,14,2009,Rafer Alston,5,PG,5,TOT,5,77.0,5,76.0,3,4.1,8,10.6,6,4.3,2,0.338,6,6.4,8,0.417,10,0.454,10,2.0,7,2.7,7,0.75,8,0.4,9,2.5,9,2.9,9,2.9,1,5.3,2,1.4,2,0.1,9,1.8,5,1.8,9,11.7,7,13.8,8,0.494,10,0.404,2,0.254,7,1.6,9,8.8,9,5.3,9,27.0,2,2.3,2,0.3,9,13.3,4,19.9,6,1.7,7,3.7,2,5.3,5,0.104,6,-0.3,7,1.1,2,0.8,5,1.8,4,14.5,4,0.279,6,0.14,4,0.051,9,0.126,9,0.0,10,9.700000000000001,8,0.4039999999999999,2,0.13,4
3,3,20,2009,Carmelo Anthony,5,SF,5,DEN,5,66.0,8,66.0,5,8.1,1,18.3,1,2.6,6,0.371,4,15.7,1,0.455,8,0.469,9,5.6,1,7.1,1,0.793,6,1.6,4,5.2,3,6.8,3,1.1,7,3.4,4,1.1,4,0.4,5,3.0,1,3.0,3,22.8,1,19.0,2,0.532,7,0.141,7,0.388,3,5.6,4,17.0,4,11.5,4,18.1,4,1.7,4,0.8,6,12.3,6,31.5,1,2.4,6,2.6,4,5.0,5,0.105,6,1.5,3,-1.0,9,0.5,5,1.5,5,11.5,7,0.351,4,0.084,7,0.132,3,0.292,3,5.7,4,17.599999999999998,6,0.14100000000000001,7,0.1,7
4,4,23,2009,Trevor Ariza,5,SF,5,LAL,5,82.0,1,20.0,9,3.3,9,7.3,9,2.3,6,0.319,7,4.9,9,0.526,2,0.511,5,1.5,8,2.1,8,0.71,9,1.4,4,2.9,8,4.3,7,1.6,5,1.8,7,1.7,1,0.3,6,1.1,9,2.0,8,8.9,9,15.5,6,0.544,6,0.32,4,0.284,6,6.4,3,13.4,6,10.0,4,10.4,7,3.5,1,0.9,6,11.5,7,16.6,9,2.5,6,3.5,2,6.1,4,0.146,3,0.2,6,2.2,1,2.4,2,2.3,3,12.3,6,0.435,2,0.05,9,0.037,10,0.158,8,12.2,2,42.9,2,0.31999999999999995,4,0.16,4
5,5,30,2009,D.J. Augustin,5,PG,5,CHA,5,72.0,7,12.0,10,3.7,8,8.6,8,3.4,4,0.439,1,5.2,9,0.424,10,0.517,4,2.9,5,3.2,5,0.893,1,0.2,10,1.6,10,1.8,10,2.1,3,3.5,3,0.6,9,0.0,10,1.7,6,1.9,8,11.8,7,14.9,6,0.587,2,0.396,2,0.375,3,1.1,10,7.5,10,4.3,10,22.6,3,1.2,8,0.1,10,14.1,3,20.8,5,3.6,4,1.5,8,5.1,5,0.128,4,1.4,4,-0.5,7,0.9,5,1.4,5,15.2,3,0.277,6,0.066,8,0.079,7,0.182,7,0.0,10,19.1,6,0.3959999999999999,2,0.1,7
6,6,31,2009,Kelenna Azubuike,5,SF,5,GSW,5,74.0,6,51.0,7,5.3,5,11.4,5,2.8,5,0.448,1,8.6,6,0.469,7,0.52,4,2.5,5,3.1,6,0.808,5,1.5,4,3.5,6,5.0,5,1.2,7,1.6,8,0.8,7,0.7,4,1.3,8,2.5,5,14.4,5,14.7,7,0.562,4,0.249,5,0.271,6,5.1,4,11.8,7,8.5,6,7.6,9,1.2,8,1.5,4,9.1,9,18.7,7,3.6,4,0.5,10,4.1,7,0.083,8,1.0,4,-1.5,10,-0.5,7,0.9,7,12.0,6,0.351,4,0.142,3,0.073,8,0.185,7,3.9,5,25.7,4,0.2490000000000001,5,0.1,7
7,7,36,2009,Leandro Barbosa,5,SG,5,PHO,5,70.0,7,11.0,10,5.2,6,10.8,6,3.4,4,0.375,4,7.4,7,0.532,2,0.542,2,2.4,6,2.8,6,0.881,1,0.5,9,2.1,10,2.6,10,1.8,4,2.3,6,1.2,3,0.1,9,1.3,8,1.6,10,14.2,5,19.4,2,0.588,2,0.316,4,0.256,7,2.4,7,9.7,8,6.2,8,14.9,4,2.4,1,0.3,9,9.9,9,24.2,3,4.0,3,1.0,9,5.0,5,0.141,3,2.4,2,-0.4,7,1.9,3,1.7,4,13.0,5,0.337,4,0.096,6,0.092,6,0.158,8,0.0,10,35.8,2,0.31699999999999995,4,0.1,7
8,8,38,2009,Andrea Bargnani,5,PF,5,TOR,5,78.0,4,59.0,6,5.5,5,12.3,4,3.7,3,0.409,2,8.6,6,0.468,7,0.512,5,2.8,5,3.4,5,0.831,3,0.9,6,4.4,4,5.3,5,0.7,9,1.2,9,0.4,10,1.2,2,1.7,6,3.1,2,15.4,4,14.6,7,0.559,4,0.304,4,0.278,6,3.4,6,16.4,4,10.0,4,6.4,9,0.7,10,3.1,2,11.2,7,22.7,4,1.8,7,2.0,6,3.9,7,0.076,8,-0.1,7,-0.7,8,-0.8,8,0.7,8,15.1,4,0.214,8,0.108,5,0.115,4,0.26,4,4.7,4,1.0,9,0.30299999999999994,4,0.1,7
9,9,39,2009,Matt Barnes,5,PF,5,PHO,5,77.0,5,40.0,8,3.7,8,8.8,8,4.4,2,0.343,6,4.3,10,0.505,3,0.51,5,1.3,9,1.8,9,0.743,8,1.0,6,4.4,4,5.5,4,1.6,5,2.8,4,0.7,8,0.3,6,1.7,6,2.7,4,10.2,8,12.6,9,0.537,7,0.506,1,0.202,9,4.6,5,18.5,3,11.8,4,14.2,5,1.2,8,0.9,6,15.0,2,18.3,7,1.6,7,1.4,8,3.0,8,0.069,8,0.2,6,-0.7,8,-0.4,7,0.8,7,15.8,3,0.234,8,0.129,4,0.053,9,0.077,10,3.4000000000000004,5,34.599999999999994,3,0.507,1,0.2,2
10,10,44,2009,Shane Battier,5,SG,5,HOU,5,60.0,9,59.0,6,2.4,10,5.9,10,4.0,3,0.384,4,2.0,10,0.462,7,0.538,2,0.9,10,1.1,10,0.821,4,0.9,6,3.9,5,4.8,6,2.9,1,2.3,6,0.8,7,0.9,3,0.8,10,1.9,8,7.3,10,10.7,10,0.568,4,0.669,1,0.189,9,3.1,6,12.9,6,8.2,6,10.0,7,1.3,7,1.9,4,11.3,7,9.9,10,2.3,6,2.9,3,5.2,5,0.123,4,0.1,6,1.9,1,2.0,3,2.0,4,18.7,1,0.153,9,0.093,6,0.04,10,0.045,10,0.6,8,41.4,2,0.669,1,0.2,2
11,11,47,2009,Michael Beasley,5,PF,5,MIA,5,81.0,2,19.0,9,5.6,4,11.8,5,1.0,7,0.407,2,10.8,3,0.478,6,0.49,7,2.3,6,3.0,6,0.772,7,1.4,4,4.1,5,5.4,5,0.7,9,1.0,10,0.5,10,0.5,5,1.5,8,2.3,6,13.9,5,17.2,4,0.528,8,0.085,7,0.252,7,6.5,3,19.8,3,13.1,3,7.7,8,1.1,9,1.5,4,10.2,9,27.7,1,1.2,8,2.2,5,3.4,8,0.081,8,-0.2,7,-1.5,10,-1.7,9,0.1,9,11.4,7,0.284,6,0.165,3,0.135,3,0.331,2,4.0,5,29.599999999999998,3,0.08499999999999996,7,0.1,7
12,12,50,2009,Charlie Bell,5,SG,5,MIL,5,70.0,7,23.0,9,3.1,10,7.5,9,3.4,4,0.363,5,4.1,10,0.458,8,0.497,6,0.9,10,1.1,10,0.825,4,0.5,9,1.5,10,1.9,10,2.0,3,2.2,6,0.7,8,0.1,9,1.1,9,2.0,8,8.4,10,9.8,10,0.525,8,0.458,2,0.153,10,2.0,8,7.1,10,4.4,10,13.3,5,1.5,5,0.3,9,12.0,6,16.0,9,0.9,9,1.2,9,2.2,9,0.059,9,-1.4,9,-0.3,6,-1.7,9,0.2,9,18.5,1,0.153,9,0.017,10,0.061,9,0.311,2,0.4,8,44.6,2,0.45799999999999996,2,0.2,2
13,13,51,2009,Raja Bell,5,SG,5,TOT,5,67.0,8,66.0,5,4.5,7,10.2,6,4.0,3,0.421,1,6.2,8,0.448,9,0.52,4,1.3,9,1.5,10,0.853,2,0.6,8,3.0,7,3.6,7,1.6,5,2.1,6,0.7,8,0.1,9,1.3,8,2.5,5,11.9,7,10.7,10,0.548,6,0.396,2,0.149,10,2.2,8,10.5,8,6.4,8,10.1,7,1.1,9,0.3,9,10.6,8,16.3,9,2.0,7,1.6,7,3.6,7,0.074,8,-0.9,8,-0.4,7,-1.3,9,0.4,9,19.4,1,0.076,10,0.028,10,0.07,8,0.43,1,0.4,8,29.2,4,0.396,2,0.2,2
14,14,54,2009,Mike Bibby,5,PG,5,ATL,5,79.0,4,79.0,2,5.5,5,12.7,4,5.4,1,0.39,3,7.3,7,0.468,7,0.518,4,1.7,8,2.2,8,0.789,6,0.5,9,3.0,7,3.5,8,3.1,1,5.0,2,1.2,3,0.1,9,1.6,7,1.8,9,14.9,5,16.3,5,0.544,6,0.426,2,0.17,10,1.6,9,10.3,8,6.0,8,24.2,2,1.9,3,0.3,9,10.6,8,20.6,5,4.4,3,2.5,4,6.9,3,0.121,4,2.0,3,0.0,5,2.0,3,2.8,2,19.9,1,0.075,10,0.055,9,0.038,10,0.407,1,0.0,10,15.7,6,0.42500000000000004,2,0.2,2
15,15,55,2009,Andris Biedriņš,5,C,5,GSW,5,62.0,9,58.0,6,5.0,6,8.6,8,0.0,10,0.0,10,8.6,6,0.579,1,0.578,1,1.9,7,3.5,5,0.551,10,3.6,1,7.6,1,11.2,1,1.1,7,2.0,7,1.0,5,1.5,1,1.8,5,3.8,1,11.9,7,19.1,2,0.585,2,0.002,10,0.405,3,13.0,1,27.4,1,20.2,1,10.0,7,1.7,4,3.6,1,14.9,2,16.9,8,3.3,4,2.1,5,5.4,5,0.139,3,0.9,4,0.4,3,1.3,4,1.5,5,2.0,10,0.749,1,0.244,1,0.004,10,0.002,10,13.3,1,0.0,10,0.0010000000000000009,10,0.3,1
16,16,56,2009,Chauncey Billups,5,PG,5,TOT,5,79.0,4,79.0,2,5.2,6,12.4,4,5.0,2,0.408,2,7.4,7,0.425,10,0.501,6,5.3,1,5.8,2,0.913,1,0.4,9,2.6,9,3.0,9,2.9,1,6.4,1,1.2,3,0.2,8,2.2,3,2.0,8,17.7,3,18.8,3,0.592,2,0.405,2,0.467,2,1.4,10,8.4,10,5.0,9,28.9,1,1.7,4,0.5,7,13.0,5,21.7,5,7.9,1,2.2,5,10.1,1,0.174,1,3.8,1,-0.5,7,3.4,2,3.8,1,16.8,2,0.18,9,0.069,8,0.113,5,0.233,5,0.1,9,9.1,8,0.405,2,0.1,7
