,level_0,index,Season,Offensive Profile,Defensive Profile,Player,Pos,Team,G,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST/TOV,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA,%3PA,%FGA 3P,std_areas_FGA
10,10,39,2016,No significant offensive role,No significant defensive role,Matt Barnes,SF,MEM,76.0,45.0,3.5,9.1,4.9,0.322,4.3,0.449,0.467,1.5,1.8,0.804,1.1,4.4,5.5,1.3,2.1,1.0,0.8,1.6,3.1,10.0,11.7,0.503,0.534,0.199,4.2,18.3,10.9,11.6,1.8,2.4,13.8,17.9,0.4,2.2,2.6,0.056,-1.1,0.2,-0.9,0.6,15.4,0.27,0.107,0.029,0.061,1.3,28.4,0.5329999999999999,0.2
11,11,40,2016,Versatile Scorer,No significant defensive role,Will Barton,SG,DEN,82.0,1.0,5.2,12.0,4.0,0.345,8.0,0.476,0.489,2.6,3.3,0.806,0.7,5.1,5.8,1.5,2.5,0.9,0.5,1.7,1.8,14.4,16.0,0.535,0.331,0.273,2.7,20.0,11.2,14.4,1.5,1.3,11.2,23.0,2.4,1.9,4.3,0.088,1.2,-0.4,0.8,1.7,12.6,0.297,0.181,0.091,0.103,4.8,13.8,0.32800000000000007,0.1
12,12,42,2016,Creator/Facilitator,No significant defensive role,Nicolas Batum,SF,CHO,70.0,70.0,5.3,12.5,5.7,0.348,6.8,0.492,0.506,2.3,2.7,0.849,0.8,5.3,6.1,2.0,5.8,0.9,0.6,2.9,1.6,14.9,15.6,0.546,0.457,0.22,2.4,16.8,9.6,26.9,1.3,1.4,17.6,21.4,2.0,2.9,5.0,0.097,1.1,0.1,1.2,2.0,17.2,0.151,0.055,0.12,0.215,2.5,10.8,0.4590000000000001,0.1
13,13,43,2016,Pure Shooter/Stretcher,No significant defensive role,Jerryd Bayless,SG,MIL,52.0,18.0,3.6,8.4,4.4,0.437,4.0,0.408,0.539,1.3,1.7,0.778,0.4,2.3,2.7,2.2,3.1,0.9,0.2,1.4,2.1,10.4,12.4,0.568,0.529,0.206,1.6,9.0,5.4,16.2,1.6,0.6,13.3,16.4,1.8,0.6,2.4,0.075,0.2,-1.0,-0.8,0.4,17.5,0.149,0.101,0.069,0.156,1.0999999999999999,28.599999999999998,0.525,0.2
14,14,46,2016,No significant offensive role,Perimeter Defender,Kent Bazemore,SF,ATL,75.0,68.0,4.3,9.7,4.1,0.357,5.6,0.502,0.517,1.6,2.0,0.815,0.4,4.7,5.1,1.3,2.3,1.3,0.5,1.8,2.3,11.6,13.4,0.551,0.421,0.208,1.5,18.0,9.9,12.7,2.3,1.4,14.8,20.0,0.3,3.8,4.1,0.094,-1.2,1.5,0.3,1.2,12.7,0.39,0.08,0.026,0.083,2.9000000000000004,38.4,0.42099999999999993,0.2
15,15,47,2016,Versatile Scorer,No significant defensive role,Bradley Beal,SG,WAS,55.0,35.0,6.5,14.5,4.9,0.387,9.6,0.481,0.515,2.5,3.2,0.767,0.7,2.7,3.4,1.4,2.9,1.0,0.2,2.0,2.1,17.4,15.5,0.547,0.339,0.22,2.6,9.8,6.2,15.6,1.5,0.5,11.3,25.3,1.4,1.3,2.7,0.076,1.2,-0.9,0.3,1.0,14.5,0.229,0.114,0.139,0.179,2.9000000000000004,15.5,0.33899999999999997,0.1
16,16,49,2016,No significant offensive role,No significant defensive role,Marco Belinelli,SG,SAC,68.0,7.0,3.6,9.3,4.4,0.306,5.0,0.456,0.457,1.7,2.0,0.833,0.1,1.6,1.7,1.6,1.9,0.5,0.0,1.2,1.3,10.2,9.4,0.5,0.468,0.217,0.7,6.9,3.8,11.1,1.1,0.1,10.3,19.7,0.2,0.3,0.5,0.014,-2.1,-1.7,-3.8,-0.8,19.7,0.068,0.052,0.066,0.346,0.8,15.2,0.46799999999999997,0.2
17,17,51,2016,Pure Shooter/Stretcher,No significant defensive role,Patrick Beverley,PG,HOU,71.0,63.0,3.6,8.4,4.4,0.4,4.0,0.472,0.539,0.8,1.2,0.682,1.0,2.5,3.5,2.6,3.4,1.3,0.4,1.3,3.3,9.9,13.0,0.553,0.522,0.148,3.9,9.6,6.8,17.9,2.3,1.1,12.6,15.3,3.1,1.3,4.4,0.102,0.0,0.1,0.2,1.1,15.3,0.197,0.175,0.059,0.047,0.3,41.6,0.522,0.2
18,18,57,2016,Creator/Facilitator,Perimeter Defender,Eric Bledsoe,PG,PHO,31.0,31.0,7.2,15.9,4.2,0.372,11.7,0.482,0.502,4.5,5.5,0.802,0.6,3.5,4.0,1.7,6.1,2.0,0.6,3.5,2.4,20.4,20.0,0.557,0.262,0.35,1.8,11.2,6.4,31.8,2.9,1.5,16.2,27.2,1.6,1.0,2.5,0.116,2.5,0.8,3.3,1.4,12.8,0.264,0.161,0.093,0.22,1.0,10.9,0.262,0.1
19,19,58,2016,No significant offensive role,No significant defensive role,Bojan Bogdanović,SF,BRK,79.0,39.0,4.1,9.5,4.3,0.382,5.2,0.474,0.519,1.4,1.7,0.833,0.5,2.8,3.2,0.9,1.3,0.4,0.1,1.5,1.5,11.2,10.7,0.55,0.451,0.176,1.9,11.8,6.8,7.3,0.7,0.2,12.5,19.4,0.9,0.0,0.9,0.021,-1.0,-2.6,-3.5,-0.8,14.3,0.258,0.147,0.076,0.069,2.4,40.2,0.44999999999999996,0.1
20,20,61,2016,No significant offensive role,No significant defensive role,Devin Booker,SG,PHO,76.0,51.0,4.8,11.4,3.8,0.343,7.6,0.464,0.48,2.8,3.4,0.84,0.4,2.1,2.5,1.2,2.6,0.6,0.3,2.1,3.0,13.8,11.9,0.535,0.333,0.295,1.4,8.4,4.8,15.8,1.0,0.8,14.0,23.0,1.2,0.7,1.9,0.043,-1.2,-1.7,-2.8,-0.5,14.6,0.212,0.129,0.106,0.219,1.2,19.400000000000002,0.3340000000000001,0.1
21,21,63,2016,Versatile Scorer,Rebounding Specialist,Chris Bosh*,PF,MIA,53.0,53.0,6.8,14.5,4.2,0.365,10.3,0.508,0.52,4.0,5.1,0.795,0.9,6.5,7.4,1.6,2.4,0.7,0.6,1.5,1.9,19.1,20.2,0.571,0.289,0.349,3.2,21.1,12.4,12.1,1.0,1.5,8.1,24.7,4.1,2.3,6.4,0.172,3.6,0.5,4.0,2.7,14.5,0.206,0.086,0.149,0.27,3.4000000000000004,25.7,0.28900000000000003,0.1
22,22,64,2016,No significant offensive role,Perimeter Defender,Avery Bradley,SG,BOS,76.0,72.0,6.0,13.4,5.4,0.361,8.1,0.505,0.52,1.3,1.6,0.78,0.6,2.3,2.9,1.5,2.1,1.5,0.3,1.4,2.2,15.2,13.2,0.538,0.399,0.121,2.0,7.3,4.6,9.8,2.2,0.6,9.2,19.8,2.0,2.8,4.8,0.09,-0.4,0.3,-0.1,1.2,16.4,0.216,0.034,0.042,0.309,2.5,32.9,0.399,0.1
23,23,72,2016,Versatile Scorer,No significant defensive role,Kobe Bryant*,SF,LAL,66.0,66.0,6.0,16.9,7.1,0.285,9.8,0.41,0.417,3.5,4.3,0.826,0.6,3.1,3.7,1.4,2.8,0.9,0.2,2.0,1.7,17.6,14.9,0.469,0.42,0.252,2.3,12.3,7.1,19.1,1.7,0.5,9.4,32.2,-0.9,0.5,-0.4,-0.01,0.9,-2.4,-1.6,0.2,17.3,0.093,0.102,0.173,0.213,0.4,12.6,0.41900000000000004,0.1
24,24,78,2016,No significant offensive role,No significant defensive role,Alec Burks,SG,UTA,31.0,3.0,4.4,10.8,2.5,0.405,8.2,0.412,0.458,3.4,4.5,0.752,0.5,3.0,3.5,1.2,2.0,0.6,0.1,1.6,2.3,13.3,14.3,0.52,0.237,0.422,2.4,13.6,8.0,13.9,1.2,0.4,11.4,25.9,0.7,0.8,1.5,0.09,0.2,-0.6,-0.4,0.3,12.1,0.278,0.168,0.132,0.186,2.4,35.4,0.236,0.0
25,25,80,2016,Versatile Scorer,Perimeter Defender,Jimmy Butler,SG,CHI,67.0,67.0,7.0,15.4,3.1,0.312,12.4,0.489,0.485,5.9,7.1,0.832,1.2,4.2,5.3,2.4,4.8,1.6,0.6,2.0,1.9,20.9,21.3,0.562,0.198,0.459,3.4,11.6,7.6,21.4,2.2,1.3,9.6,24.4,6.5,2.7,9.1,0.177,3.2,1.2,4.4,3.9,12.0,0.313,0.12,0.131,0.236,7.1,17.599999999999998,0.19999999999999996,0.1
26,26,83,2016,No significant offensive role,No significant defensive role,José Calderón,PG,NYK,72.0,72.0,2.9,6.3,2.8,0.414,3.5,0.496,0.552,0.6,0.7,0.875,0.3,2.9,3.2,3.4,4.1,0.9,0.1,1.2,1.9,7.6,12.3,0.571,0.446,0.105,1.2,11.0,6.2,22.3,1.6,0.3,15.4,12.6,2.7,1.4,4.0,0.096,-0.8,0.1,-0.6,0.7,18.4,0.099,0.029,0.114,0.312,0.0,13.3,0.44599999999999995,0.2
27,27,84,2016,No significant offensive role,Perimeter Defender,Kentavious Caldwell-Pope,SG,DET,76.0,76.0,5.3,12.6,4.9,0.309,7.8,0.489,0.479,2.4,3.0,0.811,0.9,2.8,3.7,1.3,1.8,1.4,0.2,1.4,2.2,14.5,12.4,0.521,0.384,0.238,2.6,8.6,5.5,7.8,2.0,0.5,9.0,18.2,2.6,2.7,5.3,0.092,-1.1,0.8,-0.3,1.2,14.8,0.228,0.116,0.107,0.166,2.7,26.6,0.383,0.1
28,28,85,2016,No significant offensive role,No significant defensive role,Isaiah Canaan,SG,PHI,77.0,39.0,3.4,9.4,6.3,0.363,3.1,0.354,0.482,1.9,2.3,0.833,0.3,2.0,2.3,1.5,1.8,0.7,0.2,1.2,1.7,11.0,11.1,0.528,0.672,0.249,1.1,8.8,4.8,11.3,1.4,0.5,10.2,19.9,0.9,0.5,1.4,0.035,-0.8,-1.6,-2.4,-0.2,19.0,0.13,0.096,0.047,0.057,0.0,19.8,0.6699999999999999,0.2
29,29,87,2016,No significant offensive role,Perimeter Defender,DeMarre Carroll,SF,TOR,26.0,22.0,4.0,10.4,4.5,0.39,5.8,0.388,0.474,1.2,1.9,0.6,1.2,3.5,4.7,0.9,1.0,1.7,0.2,1.1,2.4,11.0,11.9,0.49,0.437,0.185,4.6,13.1,8.9,5.5,2.9,0.6,8.8,18.5,0.2,1.0,1.2,0.074,-0.8,1.1,0.3,0.5,14.3,0.219,0.207,0.063,0.074,1.9,22.0,0.43700000000000006,0.1
30,30,90,2016,Creator/Facilitator,Perimeter Defender,Michael Carter-Williams,PG,MIL,54.0,37.0,4.6,10.3,1.0,0.273,9.3,0.472,0.466,2.0,3.0,0.654,0.9,4.2,5.1,1.9,5.2,1.5,0.8,2.8,3.0,11.5,13.9,0.497,0.099,0.292,3.4,15.7,9.6,26.6,2.5,2.1,19.6,21.3,-0.4,1.6,1.2,0.035,-1.4,0.6,-0.7,0.5,8.6,0.351,0.27,0.135,0.144,5.0,25.5,0.09999999999999998,0.1
31,31,91,2016,Slasher,No significant defensive role,Omri Casspi,PF,SAC,69.0,21.0,4.3,9.0,4.0,0.409,5.0,0.537,0.571,1.5,2.3,0.648,0.8,5.1,5.9,1.0,1.4,0.8,0.2,1.4,2.2,11.8,13.9,0.587,0.441,0.256,3.4,20.1,11.8,7.5,1.4,0.7,12.0,17.8,2.1,1.5,3.6,0.092,0.4,-0.2,0.1,1.0,13.0,0.28,0.256,0.023,0.003,5.0,16.8,0.43799999999999994,0.2
32,32,96,2016,Paint Threat,Rebounding Specialist,Tyson Chandler,C,PHO,66.0,60.0,2.8,4.8,0.0,0.0,4.7,0.585,0.583,1.6,2.6,0.62,2.7,6.1,8.7,0.7,1.0,0.5,0.7,1.4,2.2,7.2,14.7,0.606,0.003,0.545,11.5,27.5,19.3,6.0,1.1,2.2,19.3,12.7,2.1,1.6,3.8,0.112,-0.8,-0.2,-1.1,0.4,2.8,0.768,0.124,0.038,0.067,37.3,0.0,0.0029999999999998916,0.3
33,33,100,2016,Versatile Scorer,No significant defensive role,Jordan Clarkson,SG,LAL,79.0,79.0,6.0,13.9,4.1,0.347,9.8,0.468,0.483,2.1,2.6,0.804,1.2,2.8,4.0,1.4,2.4,1.1,0.1,1.7,2.1,15.5,14.3,0.516,0.291,0.186,3.8,9.6,6.6,13.8,1.7,0.2,10.2,22.8,1.7,0.4,2.1,0.039,-0.1,-1.5,-1.6,0.2,12.6,0.261,0.195,0.106,0.149,2.6,19.1,0.2889999999999999,0.1
34,34,101,2016,No significant offensive role,No significant defensive role,Norris Cole,PG,NOP,45.0,23.0,4.4,10.8,2.3,0.324,8.5,0.427,0.439,1.2,1.4,0.8,0.2,3.1,3.4,2.2,3.7,0.8,0.1,1.7,2.3,10.6,10.8,0.465,0.211,0.134,0.9,13.5,7.0,22.0,1.5,0.3,12.8,21.7,-0.6,0.5,-0.1,-0.004,-2.9,-0.9,-3.8,-0.5,14.1,0.209,0.124,0.105,0.351,1.0,18.6,0.21100000000000008,0.1
35,35,102,2016,Slasher,No significant defensive role,Darren Collison,PG,SAC,74.0,15.0,5.1,10.5,2.9,0.401,7.6,0.519,0.542,2.6,3.1,0.858,0.4,1.9,2.3,2.4,4.3,1.0,0.1,1.8,1.9,14.0,15.9,0.591,0.28,0.291,1.4,6.8,4.1,21.7,1.6,0.1,12.9,19.2,4.5,0.7,5.2,0.113,0.9,-0.8,0.1,1.2,13.3,0.272,0.133,0.094,0.222,0.5,30.0,0.279,0.1
36,36,104,2016,Creator/Facilitator,No significant defensive role,Mike Conley,PG,MEM,56.0,56.0,5.3,12.4,3.8,0.363,8.6,0.449,0.478,3.4,4.1,0.834,0.5,2.5,2.9,4.1,6.1,1.2,0.3,1.5,1.8,15.3,19.4,0.538,0.309,0.329,1.6,9.3,5.3,32.7,2.0,0.8,9.5,22.4,4.2,1.1,5.3,0.145,3.5,-0.5,3.0,2.2,13.5,0.261,0.139,0.115,0.175,0.1,17.7,0.31000000000000005,0.1
37,37,110,2016,Versatile Scorer,Paint Protector,DeMarcus Cousins,C,SAC,65.0,65.0,9.2,20.5,3.2,0.333,17.3,0.473,0.477,7.3,10.2,0.718,2.4,9.1,11.5,0.9,3.3,1.6,1.4,3.8,3.6,26.9,23.6,0.538,0.158,0.498,7.7,28.2,18.0,17.0,2.2,3.3,13.3,35.4,2.4,3.3,5.7,0.122,2.7,0.6,3.3,3.0,9.2,0.36,0.286,0.035,0.161,6.2,3.3000000000000003,0.15800000000000003,0.1
38,38,111,2016,No significant offensive role,Rebounding Specialist,Robert Covington,SF,PHI,67.0,49.0,4.1,10.6,7.2,0.353,3.4,0.452,0.504,2.1,2.6,0.791,1.0,5.3,6.3,0.7,1.4,1.6,0.6,2.1,3.5,12.8,13.2,0.543,0.677,0.249,3.6,20.9,12.0,8.4,2.7,1.6,15.3,21.5,-0.1,2.1,2.0,0.05,-1.1,0.1,-0.9,0.5,18.5,0.19,0.083,0.027,0.024,1.5,13.700000000000001,0.6759999999999999,0.2
39,39,112,2016,No significant offensive role,No significant defensive role,Allen Crabbe,SG,POR,81.0,8.0,3.8,8.4,3.5,0.393,4.9,0.506,0.541,1.2,1.4,0.867,0.3,2.3,2.7,1.5,1.2,0.8,0.2,0.8,2.4,10.3,12.2,0.572,0.42,0.167,1.4,9.7,5.6,7.2,1.5,0.6,8.1,16.4,3.1,1.2,4.3,0.098,-0.9,-0.1,-1.0,0.5,17.2,0.133,0.069,0.109,0.27,1.9,30.2,0.41900000000000004,0.1
40,40,113,2016,No significant offensive role,No significant defensive role,Jamal Crawford,SG,LAC,79.0,5.0,4.8,11.9,4.4,0.34,7.5,0.44,0.466,3.1,3.4,0.904,0.3,1.6,1.8,1.6,2.3,0.7,0.2,1.4,1.5,14.2,14.0,0.529,0.366,0.289,1.0,6.3,3.7,14.0,1.2,0.4,9.6,24.9,1.8,1.5,3.3,0.076,0.1,-1.5,-1.4,0.3,16.8,0.099,0.134,0.16,0.241,0.1,23.0,0.366,0.1
41,41,115,2016,No significant offensive role,Perimeter Defender,Jae Crowder,SF,BOS,73.0,73.0,4.9,11.1,5.0,0.336,6.2,0.529,0.518,2.7,3.3,0.82,1.0,4.2,5.1,1.6,1.8,1.7,0.5,1.1,2.7,14.2,15.8,0.565,0.446,0.294,3.2,14.2,8.6,8.9,2.7,1.2,8.3,18.5,3.8,3.5,7.3,0.152,0.8,1.4,2.2,2.5,15.1,0.274,0.075,0.064,0.139,2.3,22.6,0.44799999999999995,0.1
42,42,116,2016,No significant offensive role,No significant defensive role,Dante Cunningham,SF,NOP,80.0,46.0,2.3,5.2,2.2,0.316,3.0,0.55,0.518,0.7,1.0,0.695,0.7,2.2,3.0,2.0,1.0,0.5,0.4,0.5,2.2,6.1,8.6,0.54,0.422,0.199,3.1,10.4,6.6,5.6,1.1,1.4,8.4,11.0,1.5,0.7,2.1,0.052,-2.3,-0.5,-2.8,-0.4,14.5,0.296,0.083,0.039,0.163,6.6000000000000005,61.5,0.41900000000000004,0.1
43,43,121,2016,Creator/Facilitator,Perimeter Defender,Stephen Curry,PG,GSW,79.0,79.0,10.2,20.2,11.2,0.454,9.0,0.566,0.63,4.6,5.1,0.908,0.9,4.6,5.4,2.0,6.7,2.1,0.2,3.3,2.0,30.1,31.5,0.669,0.554,0.25,2.9,13.6,8.6,33.7,3.0,0.4,12.9,32.6,13.8,4.1,17.9,0.318,10.3,1.6,11.9,9.5,17.4,0.225,0.084,0.048,0.088,0.4,12.9,0.555,0.2
44,44,123,2016,Slasher,Paint Protector,Anthony Davis,C,NOP,61.0,61.0,9.2,18.6,1.8,0.324,16.9,0.511,0.508,5.3,7.0,0.758,2.1,8.1,10.3,1.0,1.9,1.3,2.0,2.0,2.4,24.3,25.0,0.559,0.095,0.379,6.4,26.4,16.1,10.0,1.8,4.7,8.4,29.6,4.4,2.8,7.2,0.16,3.6,0.4,3.9,3.2,10.3,0.299,0.195,0.165,0.246,14.6,21.3,0.09499999999999997,0.1
45,45,129,2016,No significant offensive role,No significant defensive role,Matthew Dellavedova,PG,CLE,76.0,14.0,2.7,6.7,3.1,0.41,3.6,0.401,0.501,0.8,0.9,0.864,0.4,1.7,2.1,2.9,4.4,0.6,0.1,1.5,2.3,7.5,11.3,0.527,0.468,0.129,2.0,7.8,4.9,26.2,1.2,0.4,17.7,15.9,2.2,1.6,3.8,0.098,-0.7,-0.5,-1.2,0.4,15.9,0.092,0.241,0.135,0.065,0.0,17.2,0.4670000000000001,0.2
46,46,130,2016,Slasher,No significant defensive role,Luol Deng,PF,MIA,74.0,73.0,4.6,10.1,3.5,0.344,6.6,0.513,0.514,2.0,2.6,0.755,1.5,4.5,6.0,1.7,1.9,1.0,0.4,1.1,1.6,12.3,15.0,0.549,0.344,0.258,5.3,15.4,10.5,9.0,1.6,0.9,8.9,17.4,3.5,2.8,6.4,0.128,0.7,0.2,0.8,1.7,13.0,0.305,0.136,0.059,0.16,3.5000000000000004,53.900000000000006,0.33999999999999997,0.1
47,47,131,2016,Versatile Scorer,No significant defensive role,DeMar DeRozan,SG,TOR,78.0,78.0,7.9,17.7,1.8,0.338,15.9,0.458,0.463,7.1,8.4,0.85,0.8,3.7,4.5,1.8,4.0,1.0,0.3,2.2,2.1,23.5,21.5,0.55,0.101,0.474,2.7,11.5,7.1,20.8,1.5,0.6,9.5,29.8,7.5,2.4,9.9,0.169,3.2,-0.7,2.5,3.2,11.2,0.226,0.213,0.214,0.247,2.9000000000000004,42.4,0.09999999999999998,0.0
48,48,133,2016,Slasher,Perimeter Defender,Gorgui Dieng,C,MIN,82.0,39.0,3.8,7.1,0.2,0.3,6.8,0.54,0.537,2.5,3.0,0.827,1.9,5.2,7.1,1.0,1.7,1.1,1.2,1.7,2.7,10.1,17.1,0.601,0.035,0.428,8.3,22.1,15.3,10.1,2.1,3.5,16.9,16.7,3.4,2.5,5.9,0.127,-0.1,0.8,0.8,1.5,8.2,0.387,0.197,0.157,0.223,13.100000000000001,65.0,0.03599999999999992,0.1
49,49,136,2016,Creator/Facilitator,No significant defensive role,Goran Dragić,PG,MIA,72.0,72.0,5.8,12.2,2.8,0.312,9.3,0.527,0.513,1.7,2.3,0.727,0.8,3.1,3.8,2.2,5.8,1.0,0.2,2.6,2.6,14.1,15.5,0.537,0.234,0.189,2.7,10.4,6.6,28.7,1.5,0.6,16.3,21.9,2.4,2.3,4.7,0.096,0.1,-0.5,-0.4,1.0,11.3,0.328,0.142,0.169,0.127,0.1,24.4,0.23399999999999999,0.1
50,50,138,2016,Paint Threat,Paint Protector,Andre Drummond,C,DET,81.0,81.0,6.8,13.1,0.1,0.333,13.0,0.522,0.522,2.6,7.2,0.355,4.9,9.9,14.8,0.4,0.8,1.5,1.4,1.9,3.0,16.2,21.2,0.499,0.006,0.553,15.6,34.2,24.5,4.4,2.3,3.2,10.5,24.1,2.0,5.5,7.4,0.133,0.8,0.3,1.1,2.0,3.1,0.592,0.358,0.042,0.004,12.5,0.0,0.0040000000000000036,0.2
51,51,139,2016,No significant offensive role,Perimeter Defender,Jared Dudley,PF,WAS,81.0,41.0,2.9,6.0,2.9,0.42,3.1,0.534,0.581,0.9,1.2,0.735,0.7,2.9,3.5,2.1,2.1,0.9,0.2,1.0,2.3,7.9,11.7,0.602,0.489,0.201,2.8,12.6,7.6,11.4,1.7,0.7,13.1,12.7,2.6,2.0,4.6,0.105,-0.8,0.7,-0.1,1.0,18.7,0.127,0.027,0.057,0.298,0.0,24.4,0.491,0.2
52,52,141,2016,No significant offensive role,Perimeter Defender,Tim Duncan*,C,SAS,61.0,60.0,3.5,7.2,0.0,0.0,7.2,0.49,0.488,1.5,2.1,0.702,1.9,5.4,7.3,1.8,2.7,0.8,1.3,1.5,2.0,8.6,16.9,0.523,0.005,0.297,8.8,23.8,16.6,15.3,1.6,3.9,15.3,17.6,1.6,3.6,5.2,0.163,-0.1,3.1,3.0,2.0,7.2,0.324,0.406,0.088,0.179,1.0999999999999999,0.0,0.0030000000000001137,0.2
