,level_0,index,Season,Offensive Profile,Defensive Profile,Player,Pos,Team,G,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST/TOV,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA,%3PA,%FGA 3P,std_areas_FGA
15,15,61,2014,No significant offensive role,No significant defensive role,Marco Belinelli,SF,SAS,80.0,25.0,4.2,8.7,3.7,0.43,5.0,0.525,0.576,1.4,1.6,0.847,0.2,2.6,2.8,1.8,2.2,0.6,0.1,1.2,1.6,11.4,15.0,0.605,0.422,0.188,1.0,11.2,6.3,13.2,1.3,0.3,11.2,19.0,3.5,2.4,5.9,0.14,1.0,0.3,1.3,1.7,17.0,0.178,0.094,0.081,0.226,0.6,28.7,0.42099999999999993,0.1
16,16,63,2014,No significant offensive role,Perimeter Defender,Patrick Beverley,PG,HOU,56.0,55.0,3.6,8.6,4.6,0.361,4.0,0.473,0.509,1.5,1.8,0.814,1.3,2.2,3.5,2.3,2.7,1.4,0.4,1.2,3.1,10.2,12.4,0.545,0.53,0.212,4.9,7.4,6.2,12.8,2.2,1.0,11.2,14.8,2.7,1.6,4.2,0.116,-0.3,0.9,0.6,1.2,15.9,0.198,0.181,0.037,0.054,0.2,45.5,0.53,0.2
17,17,68,2014,No significant offensive role,No significant defensive role,Steve Blake,PG,TOT,55.0,28.0,2.4,6.4,3.8,0.376,2.6,0.378,0.489,0.6,0.8,0.767,0.2,2.7,2.9,2.9,5.6,1.0,0.1,1.9,1.5,6.9,11.0,0.508,0.595,0.122,0.9,10.4,5.7,28.8,1.8,0.4,21.5,13.8,0.7,1.1,1.8,0.058,-1.2,0.1,-1.1,0.4,20.9,0.076,0.04,0.071,0.218,0.0,28.999999999999996,0.595,0.2
18,18,72,2014,Creator/Facilitator,Perimeter Defender,Eric Bledsoe,PG,PHO,43.0,40.0,6.2,12.9,3.3,0.357,9.7,0.517,0.522,4.3,5.5,0.772,0.6,4.1,4.7,1.7,5.5,1.6,0.3,3.3,2.3,17.7,19.6,0.578,0.252,0.426,2.1,13.8,8.0,27.0,2.4,0.8,17.8,24.9,2.6,1.6,4.1,0.14,2.3,0.7,3.1,1.8,12.4,0.338,0.137,0.09,0.183,0.8999999999999999,7.9,0.252,0.1
19,19,75,2014,Paint Threat,Paint Protector,Andrew Bogut,C,GSW,67.0,67.0,3.5,5.6,0.0,,5.6,0.627,0.627,0.3,1.0,0.344,2.7,7.3,10.0,1.2,1.7,0.7,1.8,1.4,3.1,7.3,17.0,0.61,0.0,0.171,11.4,29.7,20.7,9.3,1.3,5.2,19.4,12.4,2.4,4.0,6.5,0.176,-0.2,3.2,3.0,2.2,3.1,0.696,0.253,0.032,0.019,25.900000000000002,,0.0,0.3
20,20,78,2014,Versatile Scorer,Switchable Defender,Carlos Boozer,PF,CHI,76.0,76.0,5.9,12.9,0.0,0.0,12.9,0.457,0.456,1.9,2.5,0.767,1.8,6.5,8.3,0.8,1.6,0.7,0.3,2.0,2.8,13.7,14.4,0.489,0.002,0.197,7.4,25.9,16.8,10.9,1.3,0.8,12.6,26.3,-0.9,4.3,3.4,0.076,-2.3,0.2,-2.1,-0.1,9.5,0.334,0.161,0.236,0.267,1.6,0.0,0.0020000000000000018,0.1
21,21,79,2014,Versatile Scorer,No significant defensive role,Chris Bosh*,C,MIA,79.0,79.0,6.2,12.1,2.8,0.339,9.3,0.569,0.555,2.8,3.4,0.82,1.2,5.4,6.6,0.7,1.1,1.0,1.0,1.6,2.4,16.2,19.0,0.597,0.229,0.285,5.1,20.3,13.0,5.8,1.7,2.7,10.4,22.6,4.6,3.4,8.0,0.152,1.3,-0.4,0.8,1.8,13.4,0.28,0.106,0.109,0.276,7.3,23.9,0.22899999999999998,0.1
22,22,81,2014,Versatile Scorer,No significant defensive role,Avery Bradley,SG,BOS,60.0,58.0,6.0,13.8,3.3,0.395,10.4,0.451,0.485,1.5,1.9,0.804,0.8,3.0,3.8,0.9,1.4,1.1,0.2,1.6,2.4,14.9,12.7,0.51,0.242,0.136,2.9,11.2,6.9,8.1,1.7,0.5,9.9,23.2,0.4,1.4,1.8,0.046,-1.1,-0.8,-1.9,0.1,15.8,0.187,0.081,0.064,0.425,2.7,62.5,0.243,0.1
23,23,83,2014,Slasher,Perimeter Defender,Corey Brewer,SF,MIN,81.0,81.0,4.8,10.0,2.6,0.28,7.4,0.552,0.517,2.0,2.8,0.718,0.8,1.8,2.6,1.3,1.7,1.9,0.4,1.3,2.6,12.3,12.7,0.55,0.261,0.281,2.6,6.2,4.3,7.9,2.9,0.9,10.4,16.5,2.4,2.7,5.2,0.095,-1.7,1.5,-0.2,1.2,10.3,0.467,0.129,0.052,0.09,11.600000000000001,60.199999999999996,0.2619999999999999,0.2
24,24,101,2014,Creator/Facilitator,No significant defensive role,Trey Burke,PG,UTA,70.0,68.0,4.9,12.8,4.8,0.33,8.0,0.41,0.442,1.5,1.6,0.903,0.5,2.4,3.0,3.0,5.7,0.6,0.1,1.9,2.1,12.8,12.6,0.473,0.375,0.126,1.8,9.0,5.3,29.4,1.0,0.2,12.2,21.8,1.0,0.0,0.9,0.02,0.0,-2.6,-2.6,-0.4,16.8,0.146,0.124,0.095,0.261,0.1,11.0,0.374,0.1
25,25,102,2014,No significant offensive role,No significant defensive role,Alec Burks,SG,UTA,78.0,12.0,4.9,10.7,1.8,0.35,8.8,0.48,0.487,3.6,4.8,0.748,0.8,2.5,3.3,1.4,2.7,0.9,0.2,1.9,2.4,14.0,15.8,0.547,0.172,0.449,3.0,10.7,6.8,16.9,1.7,0.5,13.0,23.9,2.6,0.6,3.2,0.07,0.2,-1.0,-0.8,0.7,11.5,0.342,0.197,0.06,0.229,3.6999999999999997,26.6,0.17200000000000004,0.1
26,26,103,2014,No significant offensive role,No significant defensive role,Caron Butler,SF,TOT,56.0,13.0,3.8,9.6,4.4,0.394,5.2,0.395,0.485,1.1,1.3,0.84,0.4,3.7,4.1,1.4,1.5,0.8,0.3,1.1,2.1,10.5,12.2,0.512,0.461,0.139,1.7,16.8,9.2,9.6,1.7,1.0,9.5,20.1,0.6,1.2,1.8,0.062,-0.6,-0.8,-1.4,0.2,19.4,0.07,0.041,0.122,0.306,0.4,30.5,0.46099999999999997,0.2
27,27,106,2014,No significant offensive role,Perimeter Defender,Jimmy Butler,SG,CHI,67.0,67.0,4.1,10.3,3.6,0.283,6.8,0.457,0.446,3.9,5.0,0.769,1.3,3.6,4.9,1.7,2.6,1.9,0.5,1.5,1.6,13.1,13.5,0.522,0.346,0.488,3.9,10.5,7.2,11.1,2.6,1.1,10.8,16.8,2.4,4.6,7.1,0.131,-0.9,2.0,1.1,2.0,14.6,0.3,0.071,0.085,0.198,4.3,30.0,0.346,0.1
28,28,115,2014,Pure Shooter/Stretcher,No significant defensive role,José Calderón,PG,DAL,81.0,81.0,4.2,9.2,5.2,0.449,4.0,0.464,0.584,0.6,0.8,0.825,0.4,2.0,2.4,3.6,4.7,0.9,0.1,1.3,1.7,11.4,15.2,0.596,0.568,0.084,1.4,7.6,4.5,22.4,1.4,0.4,11.7,16.2,5.4,0.8,6.3,0.122,2.5,-0.7,1.9,2.4,20.3,0.092,0.025,0.051,0.263,0.0,17.2,0.569,0.2
29,29,118,2014,Slasher,Perimeter Defender,DeMarre Carroll,SF,ATL,73.0,73.0,4.1,8.8,3.7,0.362,5.1,0.548,0.546,1.5,1.9,0.773,1.5,4.1,5.5,1.6,1.8,1.5,0.3,1.1,2.6,11.1,13.9,0.575,0.417,0.22,5.3,14.5,10.0,8.9,2.3,0.7,10.1,15.2,3.2,2.6,5.8,0.119,-0.1,0.7,0.7,1.6,13.8,0.312,0.148,0.031,0.092,3.6999999999999997,38.800000000000004,0.41700000000000004,0.1
30,30,119,2014,No significant offensive role,No significant defensive role,Vince Carter,SG,DAL,81.0,0.0,4.1,10.0,4.6,0.394,5.4,0.418,0.497,2.0,2.4,0.821,0.8,2.7,3.5,2.0,2.6,0.8,0.4,1.3,2.6,11.9,15.9,0.539,0.457,0.242,4.0,12.6,8.3,16.5,1.6,1.5,10.7,23.1,3.0,1.3,4.3,0.105,1.8,-0.5,1.2,1.6,16.6,0.184,0.129,0.081,0.148,2.1,15.9,0.45799999999999996,0.1
31,31,120,2014,Creator/Facilitator,No significant defensive role,Michael Carter-Williams,PG,PHI,70.0,70.0,6.1,15.1,3.0,0.264,12.1,0.44,0.431,3.7,5.2,0.703,1.4,4.8,6.2,1.8,6.3,1.9,0.6,3.5,3.0,16.7,15.5,0.48,0.197,0.348,4.3,15.6,9.8,30.2,2.6,1.4,16.9,25.7,-0.8,2.1,1.3,0.026,-0.2,-0.2,-0.5,0.9,10.6,0.34,0.248,0.083,0.132,2.9000000000000004,8.7,0.19699999999999995,0.1
32,32,122,2014,No significant offensive role,Perimeter Defender,Mario Chalmers,PG,MIA,73.0,73.0,3.5,7.7,3.1,0.385,4.6,0.5,0.531,1.7,2.2,0.742,0.6,2.4,2.9,2.2,4.9,1.6,0.2,2.2,2.9,9.8,14.0,0.567,0.404,0.291,2.5,9.6,6.2,24.3,2.9,0.6,20.4,17.4,2.4,2.5,4.8,0.106,-0.3,0.5,0.2,1.2,12.7,0.35,0.182,0.027,0.038,0.7000000000000001,33.6,0.4029999999999999,0.2
33,33,123,2014,Paint Threat,Rebounding Specialist,Tyson Chandler,C,NYK,55.0,55.0,3.5,5.9,0.0,0.0,5.8,0.595,0.593,1.8,2.8,0.632,2.9,6.7,9.6,0.8,1.1,0.7,1.1,1.3,2.6,8.7,16.4,0.615,0.003,0.481,10.9,27.0,18.7,5.5,1.2,3.4,15.4,12.9,3.1,1.9,4.9,0.143,0.3,-0.1,0.2,0.9,3.7,0.748,0.124,0.04,0.084,35.099999999999994,0.0,0.0040000000000000036,0.3
34,34,124,2014,No significant offensive role,No significant defensive role,Wilson Chandler,SF,DEN,62.0,55.0,5.0,11.9,5.7,0.348,6.2,0.478,0.499,1.8,2.5,0.724,0.9,3.8,4.7,1.4,1.8,0.7,0.5,1.3,3.1,13.6,12.4,0.526,0.476,0.206,3.2,13.3,8.2,9.3,1.2,1.2,8.9,19.5,1.8,1.2,3.1,0.076,-0.1,-0.6,-0.8,0.6,16.1,0.213,0.129,0.062,0.121,4.6,36.5,0.4750000000000001,0.2
35,35,132,2014,No significant offensive role,No significant defensive role,Norris Cole,PG,MIA,82.0,6.0,2.5,6.1,2.1,0.345,4.0,0.451,0.474,0.6,0.8,0.779,0.2,1.7,2.0,2.0,3.0,0.9,0.1,1.5,1.9,6.4,8.8,0.497,0.348,0.136,1.1,8.6,5.0,17.9,2.0,0.2,19.3,15.6,-0.5,1.7,1.2,0.029,-2.8,-0.4,-3.1,-0.6,13.5,0.322,0.104,0.05,0.176,0.6,55.2,0.3480000000000001,0.1
36,36,134,2014,No significant offensive role,Perimeter Defender,Darren Collison,PG,LAC,80.0,35.0,4.1,8.7,2.4,0.376,6.3,0.501,0.518,2.4,2.8,0.857,0.6,1.8,2.4,2.2,3.7,1.2,0.2,1.7,1.9,11.4,16.2,0.575,0.272,0.323,2.6,7.3,5.0,21.9,2.2,0.6,14.3,19.7,3.8,2.0,5.9,0.136,1.1,0.4,1.5,1.8,14.0,0.275,0.089,0.138,0.225,1.0,38.6,0.273,0.1
37,37,136,2014,Creator/Facilitator,Perimeter Defender,Mike Conley,PG,MEM,73.0,73.0,6.3,14.1,4.0,0.361,10.1,0.484,0.5,3.1,3.8,0.815,0.6,2.4,2.9,2.9,6.0,1.5,0.2,2.1,1.9,17.2,20.0,0.545,0.283,0.268,2.0,8.4,5.2,30.1,2.4,0.4,11.5,24.6,5.5,2.7,8.2,0.161,3.4,0.3,3.8,3.6,13.5,0.266,0.184,0.069,0.198,0.2,16.8,0.2829999999999999,0.1
38,38,139,2014,Versatile Scorer,Paint Protector,DeMarcus Cousins,C,SAC,71.0,71.0,8.3,16.8,0.1,0.0,16.7,0.499,0.496,6.1,8.4,0.726,3.1,8.6,11.7,0.8,2.9,1.5,1.3,3.5,3.8,22.7,26.1,0.555,0.006,0.5,10.6,30.5,20.4,17.8,2.4,3.2,14.7,32.7,4.1,3.8,7.9,0.166,3.6,1.6,5.2,4.2,7.9,0.359,0.324,0.088,0.223,7.3,0.0,0.006000000000000005,0.1
39,39,142,2014,Versatile Scorer,No significant defensive role,Jamal Crawford,SG,LAC,69.0,24.0,6.1,14.7,6.5,0.361,8.2,0.46,0.496,4.0,4.7,0.866,0.5,1.8,2.3,1.6,3.2,0.9,0.2,2.0,1.7,18.6,17.3,0.556,0.441,0.318,1.9,6.4,4.2,17.4,1.4,0.4,10.5,27.2,3.8,1.5,5.3,0.122,3.0,-1.4,1.6,1.9,18.0,0.108,0.11,0.109,0.232,0.3,20.599999999999998,0.44099999999999995,0.1
40,40,154,2014,Creator/Facilitator,Perimeter Defender,Stephen Curry,PG,GSW,78.0,78.0,8.4,17.7,7.9,0.424,9.8,0.509,0.566,3.9,4.5,0.885,0.6,3.7,4.3,2.2,8.5,1.6,0.2,3.8,2.5,24.0,24.1,0.61,0.445,0.252,1.8,10.9,6.4,39.9,2.2,0.4,16.1,28.3,9.3,4.0,13.4,0.225,6.3,1.1,7.4,6.7,18.1,0.139,0.095,0.077,0.245,0.4,11.5,0.44399999999999995,0.1
41,41,159,2014,Slasher,Perimeter Defender,Anthony Davis,PF,NOP,67.0,66.0,7.8,15.0,0.1,0.222,14.9,0.522,0.52,5.2,6.6,0.791,3.1,7.0,10.0,1.0,1.6,1.3,2.8,1.6,3.0,20.8,26.5,0.582,0.009,0.438,10.0,23.3,16.6,8.0,2.0,6.7,8.3,25.2,7.2,3.2,10.4,0.212,4.0,0.8,4.8,4.0,8.3,0.396,0.207,0.18,0.208,15.9,66.7,0.009000000000000119,0.1
42,42,161,2014,No significant offensive role,No significant defensive role,Glen Davis,PF,TOT,68.0,44.0,4.0,8.7,0.2,0.364,8.6,0.459,0.46,1.4,2.0,0.693,1.6,3.6,5.2,1.0,1.1,0.9,0.4,1.1,2.3,9.4,13.1,0.491,0.019,0.231,7.4,16.4,11.9,7.8,1.8,1.4,10.4,19.9,0.2,1.8,2.0,0.058,-2.2,-0.3,-2.5,-0.2,11.1,0.278,0.187,0.157,0.359,1.3,9.1,0.019000000000000017,0.1
43,43,176,2014,Versatile Scorer,No significant defensive role,Luol Deng,SF,TOT,63.0,63.0,5.9,13.7,3.0,0.302,10.7,0.468,0.465,3.4,4.3,0.791,1.6,4.2,5.7,1.6,2.9,1.0,0.1,1.8,1.8,16.0,15.2,0.517,0.22,0.312,5.0,13.4,9.2,14.6,1.5,0.3,10.4,22.3,2.2,2.3,4.5,0.098,0.6,-0.1,0.4,1.4,12.8,0.265,0.172,0.099,0.244,1.7000000000000002,32.300000000000004,0.21999999999999997,0.1
44,44,179,2014,Versatile Scorer,No significant defensive role,DeMar DeRozan,SG,TOR,79.0,79.0,7.6,17.8,2.7,0.305,15.2,0.451,0.452,6.6,8.0,0.824,0.6,3.7,4.3,1.8,4.0,1.1,0.4,2.2,2.5,22.7,18.4,0.532,0.149,0.448,2.0,11.3,6.6,18.9,1.5,0.7,9.5,28.0,5.8,3.0,8.8,0.141,1.9,-0.3,1.7,2.8,14.2,0.153,0.154,0.182,0.362,2.8000000000000003,43.3,0.14900000000000002,0.1
45,45,180,2014,No significant offensive role,No significant defensive role,Boris Diaw,PF,SAS,79.0,24.0,3.8,7.3,1.4,0.402,5.9,0.549,0.559,0.9,1.2,0.739,0.9,3.2,4.1,1.9,2.8,0.6,0.4,1.5,1.8,9.1,14.1,0.578,0.193,0.159,4.4,13.8,9.3,16.3,1.1,1.2,16.3,17.0,2.3,2.6,4.9,0.12,0.4,0.9,1.3,1.6,10.8,0.324,0.267,0.066,0.15,0.8999999999999999,18.8,0.19299999999999995,0.1
46,46,186,2014,Creator/Facilitator,No significant defensive role,Goran Dragić,SG,PHO,76.0,75.0,7.3,14.4,3.9,0.408,10.4,0.542,0.561,4.2,5.5,0.76,0.9,2.3,3.2,2.1,5.9,1.4,0.3,2.8,2.7,20.3,21.4,0.604,0.274,0.381,2.9,7.4,5.2,28.1,2.0,0.6,14.3,24.5,8.4,2.0,10.3,0.186,4.1,-0.2,3.9,4.0,12.1,0.349,0.12,0.129,0.128,0.8999999999999999,20.1,0.274,0.1
47,47,187,2014,Paint Threat,Rebounding Specialist,Andre Drummond,C,DET,81.0,81.0,5.9,9.5,0.0,0.0,9.5,0.625,0.623,1.7,4.0,0.418,5.4,7.8,13.2,0.3,0.4,1.2,1.6,1.4,3.4,13.5,22.6,0.599,0.003,0.427,17.5,27.7,22.3,2.2,2.0,4.0,10.7,16.7,6.4,3.5,9.9,0.182,2.0,-0.6,1.4,2.3,1.9,0.814,0.172,0.01,0.001,25.6,0.0,0.0030000000000000027,0.3
48,48,189,2014,Versatile Scorer,Paint Protector,Tim Duncan*,C,SAS,74.0,74.0,6.0,12.2,0.1,0.0,12.2,0.493,0.49,3.1,4.3,0.731,2.1,7.6,9.7,1.4,3.0,0.6,1.9,2.1,1.8,15.1,21.3,0.535,0.006,0.349,8.6,28.3,18.8,16.0,1.0,4.6,13.2,25.2,2.8,4.6,7.4,0.164,1.2,2.1,3.3,2.9,9.0,0.321,0.296,0.111,0.265,4.6,0.0,0.007000000000000006,0.1
49,49,190,2014,No significant offensive role,No significant defensive role,Mike Dunleavy,SF,CHI,82.0,61.0,4.1,9.4,4.0,0.38,5.5,0.467,0.51,1.7,2.0,0.854,0.6,3.6,4.2,1.8,2.3,0.8,0.6,1.3,2.0,11.3,12.6,0.549,0.419,0.212,2.1,13.0,7.6,12.3,1.3,1.4,11.3,17.0,2.4,4.1,6.5,0.121,-0.3,1.1,0.8,1.8,17.6,0.176,0.065,0.056,0.286,0.8,17.299999999999997,0.41700000000000004,0.1
50,50,191,2014,Creator/Facilitator,Perimeter Defender,Kevin Durant,SF,OKC,81.0,81.0,10.5,20.8,6.1,0.391,14.8,0.549,0.56,8.7,9.9,0.873,0.7,6.7,7.4,1.6,5.5,1.3,0.7,3.5,2.1,32.0,29.8,0.635,0.291,0.477,2.2,18.6,10.8,26.7,1.7,1.5,12.2,33.0,14.8,4.4,19.2,0.295,8.8,1.4,10.2,9.6,13.8,0.223,0.15,0.191,0.145,8.799999999999999,5.3,0.2909999999999999,0.0
51,51,194,2014,Versatile Scorer,No significant defensive role,Monta Ellis,SG,DAL,82.0,82.0,7.0,15.6,2.5,0.33,13.0,0.474,0.478,4.1,5.2,0.788,0.5,3.1,3.6,1.8,5.7,1.7,0.3,3.2,2.4,19.0,16.8,0.532,0.164,0.336,1.5,9.8,5.6,24.8,2.4,0.6,15.2,26.0,2.8,2.1,4.9,0.078,0.3,-0.5,-0.3,1.3,11.8,0.317,0.16,0.103,0.257,1.5,23.0,0.16300000000000003,0.1
52,52,201,2014,Creator/Facilitator,No significant defensive role,Tyreke Evans,SF,NOP,72.0,22.0,5.4,12.5,1.3,0.221,11.1,0.461,0.448,3.3,4.3,0.771,1.1,3.7,4.7,2.1,5.0,1.2,0.3,2.4,2.2,14.5,18.4,0.504,0.106,0.346,4.3,15.4,9.8,30.4,2.2,0.9,14.5,27.1,1.8,1.3,3.1,0.073,1.3,-0.7,0.6,1.3,7.0,0.565,0.211,0.037,0.081,0.4,22.1,0.1060000000000001,0.2
