,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
0,0,1,2012,Arron Afflalo,5,SG,5,DEN,5,62.0,5,62.0,2,5.3,4,11.3,4,3.6,4,0.398,1,7.7,6,0.504,3,0.534,2,3.2,3,4.0,3,0.798,5,0.6,7,2.5,8,3.2,8,1.7,4,2.4,5,0.6,9,0.2,8,1.4,8,2.2,5,15.2,3,14.7,7,0.584,1,0.316,4,0.353,3,2.3,7,8.5,9,5.5,9,11.1,7,0.9,10,0.5,8,9.5,9,19.1,7,4.7,2,0.6,9,5.3,3,0.121,5,1.4,4,-1.2,9,0.1,7,1.1,6,13.5,5,0.272,5,0.142,6,0.107,5,0.163,7,0.8999999999999999,7,49.3,1,0.31599999999999995,4,0.08,10
1,1,5,2012,LaMarcus Aldridge,5,PF,5,POR,5,55.0,7,55.0,5,8.8,1,17.1,1,0.2,8,0.182,9,16.9,1,0.516,2,0.513,3,4.1,2,5.0,2,0.814,4,2.7,2,5.3,2,8.0,2,1.2,7,2.4,5,0.9,5,0.8,3,2.0,4,2.8,2,21.7,1,22.7,1,0.56,3,0.012,9,0.291,5,8.6,2,17.5,3,12.9,3,13.2,6,1.3,8,1.7,3,9.5,9,27.0,2,5.4,1,1.6,5,7.0,2,0.169,2,3.4,2,-0.4,6,3.0,2,2.5,2,10.6,7,0.281,5,0.182,3,0.205,1,0.32,1,6.2,3,36.4,3,0.01200000000000001,9,0.11,3
2,2,7,2012,Ray Allen*,5,SG,5,BOS,5,46.0,9,42.0,6,4.9,5,10.7,6,5.1,1,0.453,1,5.6,9,0.463,7,0.566,1,2.1,6,2.3,7,0.915,1,0.3,10,2.8,7,3.1,8,1.6,5,2.4,5,1.1,4,0.2,8,1.5,7,1.8,8,14.2,4,14.8,7,0.607,1,0.475,1,0.215,8,1.1,10,9.2,8,5.3,9,11.8,7,1.7,5,0.4,9,11.2,7,18.6,8,2.5,5,2.2,4,4.7,4,0.145,3,1.5,4,0.7,3,2.2,3,1.6,4,17.4,2,0.148,9,0.085,9,0.103,5,0.189,6,0.6,8,36.8,2,0.4750000000000001,1,0.14,3
3,3,8,2012,Tony Allen,5,SG,5,MEM,5,58.0,6,57.0,4,3.6,9,7.7,9,0.4,8,0.308,7,7.3,6,0.479,5,0.478,7,2.4,5,3.0,5,0.8,5,1.7,3,2.3,9,4.0,6,0.9,9,1.4,9,1.8,1,0.6,4,1.6,7,2.4,3,9.8,8,15.7,6,0.541,5,0.058,8,0.391,2,7.4,3,10.6,7,8.9,5,8.3,8,3.6,1,1.8,3,15.2,3,18.4,8,1.7,7,2.5,3,4.2,5,0.131,4,-0.6,8,2.3,1,1.7,4,1.4,4,7.4,10,0.533,1,0.167,4,0.071,8,0.17,7,3.3000000000000003,5,57.699999999999996,1,0.05899999999999994,8,0.17,3
4,4,15,2012,Ryan Anderson,5,PF,5,ORL,5,61.0,5,61.0,3,5.4,4,12.4,4,6.9,1,0.393,1,5.5,9,0.496,4,0.548,2,2.5,4,2.8,5,0.877,1,3.7,1,4.0,4,7.7,2,1.0,8,0.9,10,0.8,7,0.4,5,0.9,10,2.4,3,16.1,3,21.2,2,0.589,1,0.557,1,0.226,7,13.0,1,14.7,4,13.8,3,5.1,10,1.4,7,1.0,5,6.4,10,21.2,5,7.0,1,1.9,5,8.9,1,0.219,1,5.2,1,-1.1,8,4.0,1,3.0,1,16.2,2,0.296,4,0.065,10,0.02,10,0.062,10,3.5999999999999996,5,26.3,4,0.5569999999999999,1,0.2,2
5,5,16,2012,Carmelo Anthony,5,SF,5,NYK,5,55.0,7,55.0,5,8.0,1,18.6,1,3.7,3,0.335,5,14.9,1,0.454,8,0.463,8,5.4,1,6.7,1,0.804,5,1.6,3,4.7,3,6.3,4,1.4,6,3.6,3,1.1,4,0.4,5,2.6,2,2.8,2,22.6,1,21.1,2,0.525,7,0.198,6,0.358,3,5.4,4,15.9,4,10.6,4,21.0,3,1.7,5,1.0,5,10.8,8,31.8,1,3.7,3,2.6,3,6.2,3,0.16,3,3.8,1,-0.2,6,3.6,2,2.7,2,12.8,6,0.294,4,0.101,8,0.154,3,0.253,4,2.8000000000000003,6,11.799999999999999,8,0.19799999999999995,6,0.1,6
6,6,19,2012,Trevor Ariza,5,SF,5,NOH,5,41.0,9,41.0,7,4.1,7,9.8,7,2.1,6,0.333,6,7.7,6,0.44,9,0.453,9,1.9,7,2.5,6,0.775,7,1.0,5,4.2,4,5.2,4,1.7,4,3.3,4,1.7,1,0.6,4,1.9,5,1.8,8,10.8,8,14.2,8,0.496,9,0.216,6,0.253,6,3.7,5,15.1,4,9.5,5,16.8,4,2.8,1,1.5,4,14.5,3,18.4,8,0.5,9,1.7,5,2.2,8,0.078,8,-0.4,8,1.7,1,1.3,5,1.1,6,11.7,7,0.34,3,0.156,5,0.062,9,0.226,5,4.5,4,44.800000000000004,2,0.21599999999999997,6,0.1,6
7,7,22,2012,D.J. Augustin,5,PG,5,CHA,5,48.0,9,46.0,6,3.8,8,10.1,6,3.7,3,0.341,5,6.4,8,0.396,10,0.438,10,2.2,5,2.5,6,0.875,1,0.5,8,1.8,10,2.3,10,2.8,1,6.4,1,0.8,7,0.0,10,2.3,3,1.4,10,11.1,7,14.1,8,0.493,9,0.368,3,0.246,6,1.9,8,7.2,10,4.4,10,38.9,1,1.3,8,0.1,10,16.9,2,21.3,5,0.7,9,-0.2,10,0.5,10,0.018,10,0.7,6,-3.2,10,-2.5,10,-0.2,10,14.4,4,0.294,4,0.127,7,0.064,8,0.148,8,0.0,10,13.4,7,0.367,3,0.1,6
8,8,31,2012,J.J. Barea,5,PG,5,MIN,5,41.0,9,11.0,9,4.1,7,10.2,6,3.5,4,0.371,3,6.7,7,0.415,10,0.463,8,1.9,7,2.4,7,0.776,7,0.3,10,2.4,8,2.8,9,2.3,2,5.7,2,0.5,10,0.0,10,2.5,2,1.5,9,11.3,7,14.9,7,0.502,9,0.342,4,0.234,7,1.5,9,10.8,7,6.1,8,39.0,1,1.0,10,0.0,10,18.3,1,24.3,3,0.8,9,0.4,10,1.2,10,0.056,9,1.1,5,-2.1,10,-1.0,8,0.3,9,13.2,6,0.289,5,0.196,3,0.084,6,0.089,9,0.0,10,14.000000000000002,7,0.3420000000000001,4,0.1,6
9,9,32,2012,Andrea Bargnani,5,C,5,TOR,5,31.0,10,31.0,8,6.7,2,15.6,2,3.7,3,0.296,7,11.9,2,0.474,6,0.467,8,4.9,1,5.6,1,0.873,1,0.8,6,4.8,3,5.5,4,0.9,9,2.0,7,0.6,9,0.5,4,2.2,3,1.7,8,19.5,1,17.9,4,0.538,5,0.238,6,0.357,3,2.8,6,16.6,4,9.8,4,11.6,7,0.9,10,1.2,5,11.0,8,28.7,1,1.3,7,0.9,8,2.2,8,0.104,6,2.4,3,-1.3,9,1.1,5,0.8,7,14.9,4,0.178,8,0.143,6,0.14,3,0.302,2,3.6999999999999997,5,1.7000000000000002,9,0.2370000000000001,6,0.1,6
