,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
10,10,39,2016,Matt Barnes,5,SF,5,MEM,5,76.0,5,45.0,8,3.5,9,9.1,8,4.9,2,0.322,7,4.3,9,0.449,9,0.467,9,1.5,8,1.8,9,0.804,5,1.1,4,4.4,4,5.5,4,1.3,7,2.1,6,1.0,5,0.8,3,1.6,6,3.1,1,10.0,8,11.7,9,0.503,9,0.534,1,0.199,8,4.2,4,18.3,3,10.9,4,11.6,6,1.8,4,2.4,3,13.8,4,17.9,7,0.4,9,2.2,5,2.6,8,0.056,9,-1.1,9,0.2,5,-0.9,8,0.6,7,15.4,3,0.27,5,0.107,7,0.029,10,0.061,9,1.3,7,28.4,4,0.5329999999999999,1,0.2,2
11,11,40,2016,Will Barton,5,SG,5,DEN,5,82.0,1,1.0,10,5.2,5,12.0,5,4.0,4,0.345,5,8.0,6,0.476,6,0.489,7,2.6,5,3.3,5,0.806,5,0.7,7,5.1,3,5.8,4,1.5,6,2.5,5,0.9,6,0.5,4,1.7,5,1.8,9,14.4,5,16.0,5,0.535,6,0.331,5,0.273,5,2.7,6,20.0,3,11.2,4,14.4,5,1.5,6,1.3,4,11.2,7,23.0,4,2.4,6,1.9,6,4.3,6,0.088,7,1.2,4,-0.4,7,0.8,5,1.7,4,12.6,6,0.297,4,0.181,4,0.091,6,0.103,8,4.8,4,13.8,7,0.32800000000000007,5,0.1,7
12,12,42,2016,Nicolas Batum,5,SF,5,CHO,5,70.0,7,70.0,5,5.3,5,12.5,4,5.7,2,0.348,5,6.8,6,0.492,5,0.506,5,2.3,6,2.7,6,0.849,2,0.8,6,5.3,3,6.1,4,2.0,3,5.8,2,0.9,6,0.6,4,2.9,1,1.6,10,14.9,4,15.6,5,0.546,5,0.457,2,0.22,7,2.4,7,16.8,4,9.6,5,26.9,2,1.3,7,1.4,4,17.6,1,21.4,5,2.0,7,2.9,3,5.0,5,0.097,6,1.1,4,0.1,5,1.2,4,2.0,3,17.2,2,0.151,9,0.055,10,0.12,4,0.215,3,2.5,5,10.8,8,0.4590000000000001,2,0.1,7
13,13,43,2016,Jerryd Bayless,5,SG,5,MIL,5,52.0,10,18.0,9,3.6,8,8.4,8,4.4,3,0.437,1,4.0,9,0.408,10,0.539,2,1.3,9,1.7,9,0.778,6,0.4,9,2.3,9,2.7,9,2.2,2,3.1,4,0.9,6,0.2,9,1.4,7,2.1,7,10.4,8,12.4,8,0.568,3,0.529,1,0.206,8,1.6,9,9.0,9,5.4,9,16.2,4,1.6,5,0.6,8,13.3,4,16.4,9,1.8,7,0.6,10,2.4,9,0.075,8,0.2,6,-1.0,9,-0.8,8,0.4,8,17.5,1,0.149,9,0.101,8,0.069,7,0.156,5,1.0999999999999999,7,28.599999999999998,4,0.525,1,0.2,2
14,14,46,2016,Kent Bazemore,5,SF,5,ATL,5,75.0,5,68.0,5,4.3,7,9.7,7,4.1,4,0.357,5,5.6,8,0.502,4,0.517,4,1.6,7,2.0,8,0.815,4,0.4,9,4.7,4,5.1,5,1.3,7,2.3,6,1.3,3,0.5,4,1.8,5,2.3,5,11.6,7,13.4,7,0.551,5,0.421,3,0.208,8,1.5,9,18.0,4,9.9,4,12.7,6,2.3,2,1.4,4,14.8,3,20.0,6,0.3,9,3.8,1,4.1,6,0.094,6,-1.2,9,1.5,1,0.3,5,1.2,5,12.7,6,0.39,2,0.08,9,0.026,10,0.083,9,2.9000000000000004,5,38.4,2,0.42099999999999993,3,0.2,2
15,15,47,2016,Bradley Beal,5,SG,5,WAS,5,55.0,9,35.0,8,6.5,3,14.5,3,4.9,2,0.387,2,9.6,4,0.481,5,0.515,4,2.5,5,3.2,5,0.767,6,0.7,7,2.7,8,3.4,8,1.4,7,2.9,4,1.0,5,0.2,9,2.0,4,2.1,7,17.4,3,15.5,6,0.547,5,0.339,5,0.22,7,2.6,6,9.8,8,6.2,8,15.6,5,1.5,6,0.5,9,11.3,7,25.3,3,1.4,8,1.3,8,2.7,8,0.076,8,1.2,4,-0.9,8,0.3,5,1.0,6,14.5,4,0.229,7,0.114,7,0.139,3,0.179,4,2.9000000000000004,5,15.5,7,0.33899999999999997,5,0.1,7
16,16,49,2016,Marco Belinelli,5,SG,5,SAC,5,68.0,8,7.0,10,3.6,8,9.3,7,4.4,3,0.306,8,5.0,9,0.456,8,0.457,10,1.7,7,2.0,8,0.833,3,0.1,10,1.6,10,1.7,10,1.6,5,1.9,7,0.5,10,0.0,10,1.2,9,1.3,10,10.2,8,9.4,10,0.5,9,0.468,2,0.217,7,0.7,10,6.9,10,3.8,10,11.1,6,1.1,9,0.1,10,10.3,8,19.7,6,0.2,9,0.3,10,0.5,10,0.014,10,-2.1,10,-1.7,10,-3.8,10,-0.8,10,19.7,1,0.068,10,0.052,10,0.066,7,0.346,1,0.8,8,15.2,7,0.46799999999999997,2,0.2,2
17,17,51,2016,Patrick Beverley,5,PG,5,HOU,5,71.0,7,63.0,6,3.6,8,8.4,8,4.4,3,0.4,2,4.0,9,0.472,6,0.539,2,0.8,10,1.2,10,0.682,9,1.0,5,2.5,9,3.5,8,2.6,1,3.4,4,1.3,3,0.4,5,1.3,8,3.3,1,9.9,8,13.0,8,0.553,5,0.522,1,0.148,10,3.9,4,9.6,9,6.8,7,17.9,4,2.3,2,1.1,5,12.6,5,15.3,9,3.1,4,1.3,8,4.4,6,0.102,6,0.0,6,0.1,5,0.2,6,1.1,6,15.3,3,0.197,8,0.175,4,0.059,8,0.047,10,0.3,9,41.6,2,0.522,1,0.2,2
18,18,57,2016,Eric Bledsoe,5,PG,5,PHO,5,31.0,10,31.0,9,7.2,2,15.9,2,4.2,4,0.372,3,11.7,2,0.482,5,0.502,6,4.5,2,5.5,2,0.802,5,0.6,7,3.5,6,4.0,6,1.7,5,6.1,2,2.0,1,0.6,4,3.5,1,2.4,4,20.4,2,20.0,2,0.557,4,0.262,7,0.35,3,1.8,8,11.2,7,6.4,8,31.8,2,2.9,1,1.5,4,16.2,2,27.2,2,1.6,8,1.0,9,2.5,8,0.116,5,2.5,2,0.8,3,3.3,2,1.4,5,12.8,6,0.264,6,0.161,5,0.093,5,0.22,3,1.0,8,10.9,8,0.262,7,0.1,7
19,19,58,2016,Bojan Bogdanović,5,SF,5,BRK,5,79.0,3,39.0,8,4.1,8,9.5,7,4.3,4,0.382,3,5.2,8,0.474,6,0.519,4,1.4,8,1.7,9,0.833,3,0.5,8,2.8,8,3.2,8,0.9,9,1.3,9,0.4,10,0.1,10,1.5,7,1.5,10,11.2,7,10.7,10,0.55,5,0.451,2,0.176,9,1.9,8,11.8,7,6.8,7,7.3,9,0.7,10,0.2,10,12.5,6,19.4,6,0.9,8,0.0,10,0.9,10,0.021,10,-1.0,8,-2.6,10,-3.5,10,-0.8,10,14.3,5,0.258,6,0.147,5,0.076,6,0.069,9,2.4,6,40.2,2,0.44999999999999996,2,0.1,7
20,20,61,2016,Devin Booker,5,SG,5,PHO,5,76.0,5,51.0,7,4.8,6,11.4,5,3.8,5,0.343,6,7.6,6,0.464,7,0.48,8,2.8,4,3.4,4,0.84,3,0.4,9,2.1,10,2.5,10,1.2,8,2.6,5,0.6,9,0.3,7,2.1,4,3.0,1,13.8,5,11.9,9,0.535,6,0.333,5,0.295,4,1.4,9,8.4,10,4.8,10,15.8,5,1.0,10,0.8,7,14.0,3,23.0,4,1.2,8,0.7,9,1.9,9,0.043,9,-1.2,9,-1.7,10,-2.8,10,-0.5,10,14.6,4,0.212,8,0.129,6,0.106,4,0.219,3,1.2,7,19.400000000000002,6,0.3340000000000001,5,0.1,7
21,21,63,2016,Chris Bosh*,5,PF,5,MIA,5,53.0,10,53.0,7,6.8,2,14.5,3,4.2,4,0.365,4,10.3,3,0.508,4,0.52,3,4.0,2,5.1,2,0.795,5,0.9,5,6.5,2,7.4,2,1.6,5,2.4,6,0.7,8,0.6,4,1.5,7,1.9,8,19.1,2,20.2,2,0.571,3,0.289,6,0.349,3,3.2,5,21.1,2,12.4,3,12.1,6,1.0,10,1.5,4,8.1,10,24.7,3,4.1,3,2.3,5,6.4,3,0.172,2,3.6,1,0.5,3,4.0,2,2.7,2,14.5,4,0.206,8,0.086,9,0.149,2,0.27,2,3.4000000000000004,4,25.7,4,0.28900000000000003,6,0.1,7
22,22,64,2016,Avery Bradley,5,SG,5,BOS,5,76.0,5,72.0,4,6.0,4,13.4,3,5.4,2,0.361,4,8.1,5,0.505,4,0.52,3,1.3,9,1.6,9,0.78,6,0.6,7,2.3,9,2.9,9,1.5,6,2.1,6,1.5,2,0.3,7,1.4,7,2.2,6,15.2,4,13.2,8,0.538,6,0.399,3,0.121,10,2.0,8,7.3,10,4.6,10,9.8,7,2.2,2,0.6,8,9.2,9,19.8,6,2.0,7,2.8,3,4.8,5,0.09,7,-0.4,7,0.3,4,-0.1,6,1.2,5,16.4,2,0.216,7,0.034,10,0.042,9,0.309,1,2.5,5,32.9,3,0.399,3,0.1,7
23,23,72,2016,Kobe Bryant*,5,SF,5,LAL,5,66.0,8,66.0,5,6.0,4,16.9,1,7.1,1,0.285,8,9.8,4,0.41,10,0.417,10,3.5,2,4.3,3,0.826,4,0.6,7,3.1,7,3.7,7,1.4,7,2.8,5,0.9,6,0.2,9,2.0,4,1.7,9,17.6,3,14.9,6,0.469,10,0.42,3,0.252,6,2.3,7,12.3,6,7.1,7,19.1,4,1.7,4,0.5,9,9.4,9,32.2,1,-0.9,10,0.5,10,-0.4,10,-0.01,10,0.9,4,-2.4,10,-1.6,9,0.2,9,17.3,1,0.093,10,0.102,8,0.173,2,0.213,3,0.4,8,12.6,8,0.41900000000000004,3,0.1,7
24,24,78,2016,Alec Burks,5,SG,5,UTA,5,31.0,10,3.0,10,4.4,7,10.8,6,2.5,7,0.405,1,8.2,5,0.412,10,0.458,9,3.4,3,4.5,2,0.752,7,0.5,8,3.0,7,3.5,8,1.2,8,2.0,7,0.6,9,0.1,10,1.6,6,2.3,5,13.3,6,14.3,6,0.52,8,0.237,7,0.422,2,2.4,7,13.6,6,8.0,6,13.9,5,1.2,8,0.4,9,11.4,7,25.9,2,0.7,9,0.8,9,1.5,9,0.09,7,0.2,6,-0.6,8,-0.4,7,0.3,9,12.1,7,0.278,5,0.168,4,0.132,3,0.186,4,2.4,6,35.4,2,0.236,7,0.0,10
25,25,80,2016,Jimmy Butler,5,SG,5,CHI,5,67.0,8,67.0,5,7.0,2,15.4,2,3.1,6,0.312,8,12.4,2,0.489,5,0.485,7,5.9,1,7.1,1,0.832,3,1.2,4,4.2,5,5.3,5,2.4,2,4.8,2,1.6,2,0.6,4,2.0,4,1.9,8,20.9,1,21.3,2,0.562,4,0.198,8,0.459,2,3.4,5,11.6,7,7.6,6,21.4,3,2.2,2,1.3,4,9.6,9,24.4,3,6.5,1,2.7,4,9.1,2,0.177,1,3.2,2,1.2,2,4.4,1,3.9,1,12.0,7,0.313,4,0.12,7,0.131,3,0.236,2,7.1,2,17.599999999999998,6,0.19999999999999996,8,0.1,7
26,26,83,2016,José Calderón,5,PG,5,NYK,5,72.0,7,72.0,4,2.9,10,6.3,10,2.8,7,0.414,1,3.5,10,0.496,4,0.552,2,0.6,10,0.7,10,0.875,1,0.3,10,2.9,7,3.2,8,3.4,1,4.1,3,0.9,6,0.1,10,1.2,9,1.9,8,7.6,10,12.3,8,0.571,3,0.446,3,0.105,10,1.2,10,11.0,7,6.2,8,22.3,3,1.6,5,0.3,10,15.4,2,12.6,10,2.7,5,1.4,8,4.0,6,0.096,6,-0.8,8,0.1,5,-0.6,7,0.7,7,18.4,1,0.099,10,0.029,10,0.114,4,0.312,1,0.0,10,13.3,7,0.44599999999999995,3,0.2,2
27,27,84,2016,Kentavious Caldwell-Pope,5,SG,5,DET,5,76.0,5,76.0,3,5.3,5,12.6,4,4.9,2,0.309,8,7.8,6,0.489,5,0.479,8,2.4,5,3.0,5,0.811,4,0.9,5,2.8,8,3.7,7,1.3,7,1.8,7,1.4,2,0.2,9,1.4,7,2.2,6,14.5,4,12.4,8,0.521,8,0.384,4,0.238,7,2.6,6,8.6,9,5.5,9,7.8,9,2.0,3,0.5,9,9.0,9,18.2,7,2.6,5,2.7,4,5.3,5,0.092,6,-1.1,9,0.8,3,-0.3,7,1.2,5,14.8,4,0.228,7,0.116,7,0.107,4,0.166,5,2.7,5,26.6,4,0.383,4,0.1,7
28,28,85,2016,Isaiah Canaan,5,SG,5,PHI,5,77.0,4,39.0,8,3.4,9,9.4,7,6.3,1,0.363,4,3.1,10,0.354,10,0.482,7,1.9,7,2.3,7,0.833,3,0.3,10,2.0,10,2.3,10,1.5,6,1.8,7,0.7,8,0.2,9,1.2,9,1.7,9,11.0,8,11.1,9,0.528,8,0.672,1,0.249,6,1.1,10,8.8,9,4.8,10,11.3,6,1.4,7,0.5,9,10.2,8,19.9,6,0.9,8,0.5,10,1.4,9,0.035,10,-0.8,8,-1.6,10,-2.4,10,-0.2,10,19.0,1,0.13,9,0.096,8,0.047,9,0.057,9,0.0,10,19.8,6,0.6699999999999999,1,0.2,2
29,29,87,2016,DeMarre Carroll,5,SF,5,TOR,5,26.0,10,22.0,9,4.0,8,10.4,6,4.5,3,0.39,2,5.8,8,0.388,10,0.474,8,1.2,9,1.9,8,0.6,10,1.2,4,3.5,6,4.7,6,0.9,9,1.0,10,1.7,1,0.2,9,1.1,9,2.4,4,11.0,8,11.9,9,0.49,10,0.437,3,0.185,9,4.6,4,13.1,6,8.9,5,5.5,10,2.9,1,0.6,8,8.8,9,18.5,7,0.2,9,1.0,9,1.2,10,0.074,8,-0.8,8,1.1,2,0.3,5,0.5,8,14.3,5,0.219,7,0.207,3,0.063,7,0.074,9,1.9,6,22.0,5,0.43700000000000006,3,0.1,7
30,30,90,2016,Michael Carter-Williams,5,PG,5,MIL,5,54.0,9,37.0,8,4.6,6,10.3,6,1.0,8,0.273,9,9.3,4,0.472,6,0.466,9,2.0,6,3.0,5,0.654,9,0.9,5,4.2,5,5.1,5,1.9,4,5.2,2,1.5,2,0.8,3,2.8,2,3.0,1,11.5,7,13.9,7,0.497,9,0.099,8,0.292,4,3.4,5,15.7,4,9.6,5,26.6,2,2.5,2,2.1,3,19.6,1,21.3,5,-0.4,10,1.6,7,1.2,10,0.035,10,-1.4,9,0.6,3,-0.7,7,0.5,8,8.6,9,0.351,3,0.27,1,0.135,3,0.144,6,5.0,4,25.5,4,0.09999999999999998,8,0.1,7
31,31,91,2016,Omri Casspi,5,PF,5,SAC,5,69.0,7,21.0,9,4.3,7,9.0,8,4.0,4,0.409,1,5.0,9,0.537,2,0.571,1,1.5,8,2.3,7,0.648,9,0.8,6,5.1,3,5.9,4,1.0,9,1.4,9,0.8,7,0.2,9,1.4,7,2.2,6,11.8,7,13.9,7,0.587,2,0.441,3,0.256,5,3.4,5,20.1,3,11.8,3,7.5,9,1.4,7,0.7,7,12.0,6,17.8,7,2.1,6,1.5,8,3.6,7,0.092,6,0.4,5,-0.2,6,0.1,6,1.0,6,13.0,6,0.28,5,0.256,2,0.023,10,0.003,10,5.0,4,16.8,6,0.43799999999999994,3,0.2,2
32,32,96,2016,Tyson Chandler,5,C,5,PHO,5,66.0,8,60.0,6,2.8,10,4.8,10,0.0,10,0.0,10,4.7,9,0.585,1,0.583,1,1.6,7,2.6,6,0.62,10,2.7,1,6.1,2,8.7,2,0.7,10,1.0,10,0.5,10,0.7,3,1.4,7,2.2,6,7.2,10,14.7,6,0.606,1,0.003,10,0.545,1,11.5,1,27.5,1,19.3,1,6.0,10,1.1,9,2.2,3,19.3,1,12.7,10,2.1,6,1.6,7,3.8,7,0.112,5,-0.8,8,-0.2,6,-1.1,8,0.4,8,2.8,10,0.768,1,0.124,7,0.038,9,0.067,9,37.3,1,0.0,10,0.0029999999999998916,10,0.3,1
33,33,100,2016,Jordan Clarkson,5,SG,5,LAL,5,79.0,3,79.0,2,6.0,4,13.9,3,4.1,4,0.347,5,9.8,4,0.468,7,0.483,7,2.1,6,2.6,6,0.804,5,1.2,4,2.8,8,4.0,6,1.4,7,2.4,6,1.1,4,0.1,10,1.7,5,2.1,7,15.5,4,14.3,6,0.516,8,0.291,6,0.186,9,3.8,5,9.6,9,6.6,7,13.8,5,1.7,4,0.2,10,10.2,8,22.8,4,1.7,7,0.4,10,2.1,9,0.039,9,-0.1,7,-1.5,9,-1.6,9,0.2,9,12.6,6,0.261,6,0.195,3,0.106,4,0.149,6,2.6,5,19.1,6,0.2889999999999999,6,0.1,7
34,34,101,2016,Norris Cole,5,PG,5,NOP,5,45.0,10,23.0,9,4.4,7,10.8,6,2.3,7,0.324,7,8.5,5,0.427,10,0.439,10,1.2,9,1.4,10,0.8,5,0.2,10,3.1,7,3.4,8,2.2,2,3.7,4,0.8,7,0.1,10,1.7,5,2.3,5,10.6,8,10.8,10,0.465,10,0.211,7,0.134,10,0.9,10,13.5,6,7.0,7,22.0,3,1.5,6,0.3,10,12.8,5,21.7,5,-0.6,10,0.5,10,-0.1,10,-0.004,10,-2.9,10,-0.9,8,-3.8,10,-0.5,10,14.1,5,0.209,8,0.124,7,0.105,5,0.351,1,1.0,8,18.6,6,0.21100000000000008,7,0.1,7
35,35,102,2016,Darren Collison,5,PG,5,SAC,5,74.0,6,15.0,9,5.1,5,10.5,6,2.9,6,0.401,2,7.6,6,0.519,3,0.542,2,2.6,5,3.1,5,0.858,2,0.4,9,1.9,10,2.3,10,2.4,2,4.3,3,1.0,5,0.1,10,1.8,5,1.9,8,14.0,5,15.9,5,0.591,2,0.28,6,0.291,4,1.4,9,6.8,10,4.1,10,21.7,3,1.6,5,0.1,10,12.9,5,19.2,6,4.5,2,0.7,9,5.2,5,0.113,5,0.9,4,-0.8,8,0.1,6,1.2,5,13.3,6,0.272,5,0.133,6,0.094,5,0.222,3,0.5,8,30.0,3,0.279,6,0.1,7
