,level_0,index,Season,Offensive Profile,Defensive Profile,Player,Pos,Team,G,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST/TOV,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA,%3PA,%FGA 3P,std_areas_FGA
10,10,23,2004,No significant offensive role,No significant defensive role,Vin Baker,PF,TOT,54.0,33.0,3.9,8.0,0.1,0.333,7.9,0.483,0.483,2.1,2.9,0.726,2.1,3.1,5.2,0.9,1.2,0.5,0.6,1.4,3.0,9.8,14.8,0.53,0.007,0.363,10.0,14.4,12.2,9.0,1.1,1.9,13.3,20.1,1.7,1.1,2.8,0.101,-1.0,-1.1,-2.1,0.0,7.2,0.405,0.273,0.144,0.171,4.3999999999999995,0.0,0.006999999999999895,0.1
11,11,31,2004,Pure Shooter/Stretcher,No significant defensive role,Brent Barry,SG,SEA,59.0,53.0,3.6,7.2,4.3,0.452,3.0,0.577,0.637,1.5,1.9,0.827,0.4,3.1,3.5,2.4,5.8,1.4,0.3,2.4,2.1,10.8,18.3,0.668,0.59,0.258,1.4,11.9,6.7,30.5,2.5,0.7,22.6,15.8,4.9,0.7,5.7,0.151,3.2,0.1,3.2,2.4,17.8,0.22,0.068,0.028,0.094,2.8000000000000003,12.7,0.59,0.2
12,12,37,2004,No significant offensive role,Perimeter Defender,Shane Battier,SF,MEM,79.0,1.0,3.1,6.9,2.4,0.349,4.5,0.496,0.506,1.5,2.1,0.732,1.3,2.5,3.8,1.9,1.3,1.3,0.7,0.7,2.4,8.5,15.3,0.544,0.343,0.302,5.9,11.8,8.8,8.4,2.7,2.2,8.3,15.5,3.5,2.3,5.9,0.145,1.1,1.5,2.6,2.3,14.4,0.219,0.11,0.138,0.19,2.1999999999999997,65.10000000000001,0.34299999999999997,0.1
13,13,43,2004,No significant offensive role,No significant defensive role,Raja Bell,SG,UTA,82.0,4.0,4.0,9.8,2.0,0.373,7.8,0.418,0.447,2.4,3.0,0.786,0.7,2.2,2.9,0.9,1.3,0.8,0.2,1.4,3.2,11.2,12.7,0.5,0.206,0.308,3.6,11.3,7.4,10.2,1.7,0.5,10.8,23.6,2.2,1.5,3.7,0.088,-1.2,-0.8,-2.0,0.0,15.7,0.18,0.056,0.112,0.446,1.7000000000000002,42.8,0.20599999999999996,0.1
14,14,47,2004,Versatile Scorer,No significant defensive role,Mike Bibby,PG,SAC,82.0,82.0,6.4,14.3,4.6,0.392,9.7,0.479,0.514,3.7,4.5,0.815,0.8,2.6,3.4,2.6,5.4,1.4,0.2,2.1,1.8,18.4,19.3,0.564,0.323,0.319,2.6,7.8,5.3,24.5,1.9,0.4,11.6,22.9,8.0,1.3,9.3,0.151,3.4,-1.0,2.4,3.3,15.1,0.232,0.077,0.067,0.301,0.1,32.300000000000004,0.32299999999999995,0.1
15,15,48,2004,Creator/Facilitator,Perimeter Defender,Chauncey Billups,PG,DET,78.0,78.0,5.0,12.8,4.3,0.388,8.5,0.396,0.459,5.2,5.9,0.878,0.4,3.1,3.5,2.4,5.7,1.1,0.1,2.4,2.3,16.9,18.6,0.55,0.336,0.462,1.5,10.0,5.8,29.3,1.7,0.2,13.6,23.5,7.1,4.2,11.3,0.198,3.1,0.5,3.6,3.9,15.2,0.245,0.05,0.13,0.239,0.3,16.400000000000002,0.3360000000000001,0.1
16,16,53,2004,Paint Threat,No significant defensive role,Mark Blount,C,BOS,82.0,73.0,4.2,7.4,0.0,,7.4,0.566,0.566,1.9,2.7,0.719,2.5,4.7,7.2,0.5,0.9,1.0,1.3,1.8,3.1,10.3,16.0,0.601,0.0,0.366,10.1,17.9,14.0,5.4,1.7,3.4,17.6,16.1,3.7,2.9,6.5,0.131,-0.6,0.1,-0.5,0.9,6.1,0.505,0.205,0.154,0.136,11.4,,0.0,0.2
17,17,54,2004,No significant offensive role,No significant defensive role,Keith Bogans,SF,ORL,73.0,36.0,2.5,6.2,2.6,0.358,3.7,0.434,0.477,0.9,1.4,0.631,1.5,2.9,4.3,1.3,1.3,0.6,0.1,1.0,1.8,6.8,11.0,0.499,0.412,0.227,6.6,13.7,10.1,8.7,1.4,0.4,13.1,14.5,1.3,0.0,1.3,0.034,-0.5,-2.0,-2.4,-0.2,15.5,0.251,0.057,0.075,0.205,0.7000000000000001,46.5,0.41200000000000003,0.1
18,18,56,2004,Slasher,Rebounding Specialist,Carlos Boozer,PF,CLE,75.0,75.0,6.3,12.0,0.1,0.167,11.9,0.526,0.524,2.9,3.8,0.768,3.1,8.4,11.4,1.1,2.0,1.0,0.7,1.8,2.7,15.5,20.8,0.567,0.007,0.317,9.8,26.8,18.3,10.3,1.5,1.5,11.6,20.0,6.1,3.4,9.4,0.174,2.4,-0.2,2.1,2.7,7.4,0.451,0.159,0.229,0.154,9.1,0.0,0.007000000000000006,0.1
19,19,59,2004,No significant offensive role,No significant defensive role,Chris Bosh*,C,TOR,75.0,63.0,4.4,9.5,0.2,0.357,9.3,0.461,0.463,2.7,3.8,0.701,2.5,4.9,7.4,0.7,1.0,0.8,1.4,1.4,2.9,11.5,15.1,0.513,0.02,0.404,8.7,16.9,12.8,5.8,1.3,3.1,11.3,18.3,2.5,3.8,6.2,0.119,-1.2,0.5,-0.8,0.8,9.0,0.35,0.149,0.261,0.221,11.799999999999999,21.4,0.019000000000000017,0.1
20,20,61,2004,No significant offensive role,Perimeter Defender,Bruce Bowen,SF,SAS,82.0,82.0,2.6,6.1,2.6,0.363,3.5,0.462,0.497,0.8,1.4,0.579,0.5,2.5,3.1,1.3,1.4,1.0,0.4,1.1,2.0,6.9,8.2,0.512,0.422,0.227,1.9,8.8,5.4,6.7,1.7,0.9,14.0,11.3,0.8,4.6,5.4,0.098,-2.6,2.2,-0.5,1.0,15.0,0.175,0.157,0.116,0.129,1.2,83.5,0.42300000000000004,0.1
21,21,71,2004,Versatile Scorer,No significant defensive role,Elton Brand,PF,LAC,69.0,68.0,7.0,14.2,0.0,0.0,14.2,0.493,0.493,6.0,7.7,0.773,3.9,6.4,10.3,1.2,3.3,0.9,2.2,2.8,3.3,20.0,23.2,0.567,0.001,0.542,11.4,19.1,15.2,16.0,1.3,4.2,13.7,23.4,7.9,1.8,9.7,0.174,4.0,0.0,4.0,4.0,7.0,0.393,0.256,0.244,0.106,3.6999999999999997,0.0,0.0010000000000000009,0.1
22,22,82,2004,No significant offensive role,No significant defensive role,Kwame Brown,PF,WAS,74.0,57.0,3.9,8.0,0.0,0.5,7.9,0.489,0.49,3.1,4.5,0.683,2.4,5.0,7.4,0.8,1.5,0.9,0.7,1.9,1.9,10.9,15.7,0.547,0.003,0.567,8.7,19.2,13.8,8.8,1.5,1.7,16.0,17.3,2.9,2.0,4.9,0.105,0.0,-0.5,-0.6,0.8,4.8,0.475,0.355,0.134,0.032,12.9,50.0,0.0040000000000000036,0.2
23,23,83,2004,No significant offensive role,Perimeter Defender,P.J. Brown,PF,NOH,80.0,80.0,4.2,8.9,0.0,0.0,8.9,0.477,0.476,2.0,2.3,0.854,3.0,5.7,8.6,1.5,1.9,1.0,0.9,1.3,2.5,10.5,15.7,0.527,0.001,0.26,9.6,19.3,14.3,9.8,1.5,2.0,11.3,14.8,4.7,3.4,8.1,0.142,0.3,0.4,0.7,1.9,9.8,0.32,0.111,0.271,0.296,6.7,0.0,0.0020000000000000018,0.1
24,24,89,2004,Versatile Scorer,Perimeter Defender,Kobe Bryant*,SG,LAL,65.0,64.0,7.9,18.1,3.3,0.327,14.8,0.463,0.468,7.0,8.2,0.852,1.6,3.9,5.5,2.0,5.1,1.7,0.4,2.6,2.7,24.0,23.7,0.551,0.184,0.452,4.7,12.0,8.3,24.4,2.4,0.8,10.8,29.1,7.8,3.0,10.7,0.21,5.1,0.5,5.6,4.7,11.9,0.319,0.147,0.131,0.219,4.9,15.2,0.18400000000000005,0.1
25,25,92,2004,No significant offensive role,No significant defensive role,Caron Butler,SF,MIA,68.0,56.0,3.5,9.3,0.6,0.238,8.7,0.39,0.388,2.0,2.6,0.756,1.4,3.4,4.8,1.5,1.9,1.1,0.2,1.3,2.4,9.2,10.7,0.44,0.067,0.279,5.2,13.6,9.4,10.8,2.0,0.5,11.4,18.5,-0.2,2.4,2.1,0.05,-2.9,0.1,-2.9,-0.4,12.2,0.326,0.103,0.103,0.401,3.5000000000000004,9.5,0.06699999999999995,0.1
26,26,96,2004,No significant offensive role,Paint Protector,Marcus Camby,C,DEN,72.0,72.0,3.6,7.6,0.0,0.0,7.6,0.479,0.477,1.4,1.9,0.721,2.9,7.2,10.1,1.3,1.8,1.2,2.6,1.4,3.3,8.6,17.8,0.511,0.004,0.248,10.9,27.4,19.0,9.6,2.0,6.1,13.9,14.3,2.6,4.3,6.9,0.154,-0.1,2.5,2.5,2.5,8.0,0.446,0.122,0.151,0.277,16.900000000000002,0.0,0.0039999999999998925,0.2
27,27,106,2004,Creator/Facilitator,Perimeter Defender,Vince Carter,SG,TOR,73.0,73.0,8.3,20.0,3.3,0.383,16.6,0.424,0.449,4.6,5.7,0.806,1.3,3.5,4.8,1.5,4.8,1.2,0.9,3.1,2.9,22.5,20.0,0.501,0.167,0.286,3.9,10.6,7.2,28.0,1.7,1.7,12.0,32.5,2.6,3.4,6.0,0.103,3.5,0.2,3.6,3.9,13.7,0.199,0.141,0.168,0.325,3.9,24.3,0.16700000000000004,0.1
28,28,107,2004,Creator/Facilitator,Perimeter Defender,Sam Cassell,PG,MIN,81.0,81.0,7.7,15.7,2.3,0.398,13.4,0.504,0.517,3.6,4.1,0.873,0.5,2.8,3.3,2.7,7.3,1.3,0.2,2.7,3.0,19.8,22.8,0.566,0.146,0.261,1.9,8.7,5.5,38.0,1.9,0.5,13.5,27.2,8.8,3.3,12.1,0.205,4.1,0.3,4.4,4.6,15.2,0.103,0.089,0.284,0.377,0.0,18.3,0.14700000000000002,0.1
29,29,108,2004,No significant offensive role,Perimeter Defender,Kelvin Cato,PF,HOU,69.0,67.0,2.3,5.2,0.0,,5.2,0.447,0.447,1.4,2.1,0.676,2.2,4.6,6.8,0.8,1.0,0.8,1.4,1.2,2.9,6.1,13.2,0.495,0.0,0.394,10.9,20.5,16.0,6.9,1.6,4.2,16.6,13.9,1.1,3.5,4.6,0.127,-2.0,2.4,0.4,1.1,5.4,0.539,0.183,0.161,0.117,28.299999999999997,,0.0,0.2
30,30,110,2004,No significant offensive role,No significant defensive role,Calbert Cheaney,SF,GSW,79.0,7.0,3.5,7.3,0.1,0.0,7.2,0.489,0.481,0.6,1.0,0.61,1.0,2.3,3.3,1.5,1.7,0.8,0.2,1.1,2.3,7.6,10.6,0.493,0.017,0.133,4.2,10.0,7.1,11.2,1.6,0.4,12.2,15.5,1.0,1.3,2.3,0.054,-2.4,0.1,-2.3,-0.1,11.8,0.197,0.171,0.227,0.388,2.6,50.0,0.017000000000000015,0.1
31,31,111,2004,No significant offensive role,Perimeter Defender,Doug Christie,SG,SAC,82.0,82.0,3.9,8.4,1.7,0.345,6.7,0.491,0.496,1.8,2.1,0.86,0.8,3.2,4.0,2.2,4.2,1.8,0.5,1.9,2.3,10.1,14.0,0.544,0.206,0.25,2.9,10.4,6.7,18.6,2.8,1.0,16.9,14.9,3.4,2.4,5.7,0.099,-0.3,1.1,0.8,2.0,14.0,0.289,0.071,0.051,0.382,8.4,38.7,0.20700000000000007,0.1
32,32,114,2004,Creator/Facilitator,Perimeter Defender,Speedy Claxton,PG,GSW,60.0,29.0,3.7,8.7,0.4,0.182,8.4,0.438,0.431,3.0,3.7,0.813,0.6,2.0,2.6,2.6,4.5,1.6,0.2,1.7,2.4,10.6,17.3,0.509,0.042,0.427,2.7,8.4,5.5,28.7,3.3,0.4,14.1,20.9,2.6,1.6,4.2,0.127,-0.2,1.3,1.1,1.2,10.4,0.303,0.198,0.115,0.342,0.0,4.5,0.04200000000000004,0.1
33,33,116,2004,No significant offensive role,Rebounding Specialist,Derrick Coleman,C,PHI,34.0,30.0,3.1,7.6,1.1,0.222,6.6,0.444,0.429,1.4,1.9,0.754,1.3,4.3,5.6,0.8,1.4,0.7,0.8,1.7,2.3,8.0,11.6,0.471,0.139,0.251,6.3,20.3,13.4,9.9,1.5,2.4,16.5,19.2,-0.4,1.2,0.8,0.047,-2.5,0.4,-2.1,0.0,11.0,0.305,0.162,0.193,0.201,6.2,16.7,0.139,0.1
34,34,120,2004,No significant offensive role,Perimeter Defender,Jason Collins,C,NJN,78.0,78.0,2.1,4.9,0.0,0.0,4.9,0.427,0.424,1.7,2.4,0.739,1.8,3.3,5.1,1.7,2.0,0.9,0.7,1.2,3.2,5.9,10.0,0.497,0.005,0.479,7.6,13.6,10.6,10.8,1.6,1.9,17.3,11.9,1.4,3.5,4.9,0.105,-2.9,1.3,-1.5,0.3,7.5,0.458,0.125,0.208,0.203,6.3,0.0,0.006000000000000005,0.2
35,35,124,2004,Creator/Facilitator,No significant defensive role,Jamal Crawford,SG,CHI,80.0,73.0,6.4,16.5,6.5,0.317,10.0,0.432,0.449,2.5,3.0,0.833,0.6,3.0,3.5,2.1,5.1,1.4,0.4,2.4,2.0,17.3,15.9,0.486,0.395,0.182,1.7,9.5,5.5,27.5,2.1,0.8,11.9,25.7,1.9,2.1,4.1,0.069,1.9,-0.5,1.4,2.4,17.5,0.14,0.088,0.107,0.27,1.5,19.2,0.395,0.1
36,36,126,2004,No significant offensive role,No significant defensive role,Eddy Curry,PF,CHI,73.0,63.0,5.7,11.5,0.0,1.0,11.5,0.496,0.497,3.2,4.8,0.671,2.0,4.2,6.2,0.4,0.9,0.3,1.1,2.4,3.5,14.7,14.8,0.538,0.001,0.417,7.1,16.1,11.4,6.2,0.6,2.8,15.1,24.3,1.1,1.8,3.0,0.066,-1.7,-1.1,-2.8,-0.5,4.3,0.514,0.338,0.12,0.026,12.7,0.0,0.0019999999999998908,0.2
37,37,128,2004,Paint Threat,Switchable Defender,Samuel Dalembert,C,PHI,82.0,53.0,3.3,6.1,0.0,0.0,6.1,0.542,0.541,1.4,2.1,0.644,2.4,5.3,7.6,0.3,0.3,0.5,2.3,1.0,3.3,8.0,16.1,0.566,0.002,0.349,10.5,22.9,16.8,1.7,1.1,6.8,13.0,14.1,3.0,4.0,6.9,0.151,-1.3,1.7,0.3,1.3,4.1,0.591,0.208,0.188,0.01,28.7,0.0,0.0030000000000001137,0.2
38,38,129,2004,Paint Threat,Rebounding Specialist,Erick Dampier,C,GSW,74.0,74.0,4.7,8.8,0.0,0.0,8.8,0.537,0.535,2.9,4.5,0.654,4.6,7.3,12.0,0.4,0.8,0.4,1.9,1.8,3.1,12.3,20.1,0.573,0.003,0.511,16.1,25.5,20.8,4.3,0.7,4.1,14.1,17.8,5.5,3.4,8.9,0.178,1.3,-0.3,1.0,1.8,3.1,0.617,0.295,0.069,0.015,18.5,0.0,0.004000000000000115,0.2
39,39,132,2004,No significant offensive role,Rebounding Specialist,Antonio Davis,C,TOT,80.0,79.0,3.3,8.3,0.0,,8.3,0.403,0.403,2.2,2.9,0.765,2.6,5.8,8.4,1.2,1.7,0.5,0.8,1.4,2.6,8.9,11.8,0.465,0.0,0.348,8.7,20.4,14.4,9.0,0.8,1.9,13.0,15.5,1.0,2.8,3.8,0.071,-2.1,-0.3,-2.4,-0.3,8.8,0.341,0.168,0.277,0.214,7.3999999999999995,,0.0,0.1
40,40,135,2004,Creator/Facilitator,Perimeter Defender,Baron Davis,PG,NOH,67.0,66.0,8.3,20.9,8.7,0.321,12.2,0.448,0.462,3.5,5.3,0.673,1.0,3.3,4.3,2.3,7.5,2.4,0.4,3.2,2.7,22.9,20.7,0.492,0.415,0.251,2.7,9.6,6.1,37.9,3.2,0.8,12.1,30.1,4.3,3.2,7.5,0.133,4.7,0.5,5.2,4.8,15.0,0.289,0.052,0.091,0.153,2.4,12.9,0.41500000000000004,0.1
41,41,142,2004,Versatile Scorer,No significant defensive role,Ricky Davis,SF-SG,TOT,79.0,27.0,5.6,12.0,1.8,0.371,10.3,0.486,0.497,2.5,3.5,0.718,1.0,3.6,4.5,1.4,3.3,1.2,0.3,2.4,2.2,14.4,16.1,0.533,0.147,0.287,3.6,12.7,8.2,19.1,2.0,0.7,15.0,23.0,2.4,2.0,4.4,0.085,0.6,-0.5,0.1,1.3,13.0,0.252,0.089,0.205,0.306,7.3999999999999995,42.9,0.14800000000000013,0.1
42,42,148,2004,No significant offensive role,No significant defensive role,Boris Diaw,SG,ATL,76.0,37.0,1.8,4.1,0.3,0.231,3.8,0.467,0.457,0.7,1.2,0.602,1.5,3.0,4.5,1.4,2.4,0.8,0.5,1.7,2.5,4.5,8.8,0.483,0.083,0.297,6.6,13.5,10.1,14.9,1.6,1.4,26.3,11.4,-0.3,1.1,0.8,0.021,-2.4,0.1,-2.3,-0.2,8.5,0.457,0.125,0.147,0.188,7.000000000000001,38.5,0.08299999999999996,0.1
43,43,154,2004,No significant offensive role,No significant defensive role,Vlade Divac*,C,SAC,81.0,81.0,3.9,8.2,0.2,0.154,8.1,0.476,0.472,2.1,3.2,0.654,1.7,4.0,5.7,2.5,5.3,0.7,1.0,2.1,2.7,9.9,16.3,0.511,0.019,0.389,6.8,15.6,11.3,28.7,1.3,2.3,18.1,18.6,3.5,1.8,5.3,0.11,1.1,0.9,2.0,2.4,7.6,0.401,0.254,0.094,0.231,5.5,7.7,0.020000000000000018,0.1
44,44,162,2004,Slasher,Paint Protector,Tim Duncan*,PF,SAS,69.0,68.0,8.6,17.1,0.2,0.167,16.9,0.505,0.502,5.1,8.5,0.599,3.3,9.2,12.4,1.1,3.1,0.9,2.7,2.7,2.4,22.3,27.1,0.534,0.01,0.498,10.2,27.6,19.0,17.4,1.3,5.3,11.3,29.7,5.9,7.2,13.1,0.249,5.2,3.3,8.5,6.7,7.7,0.333,0.317,0.215,0.125,7.3,0.0,0.010000000000000009,0.1
45,45,163,2004,No significant offensive role,Perimeter Defender,Mike Dunleavy,SF,GSW,75.0,69.0,4.3,9.6,3.4,0.37,6.2,0.491,0.514,1.8,2.5,0.741,1.2,4.7,5.9,1.5,2.9,0.9,0.2,1.9,2.3,11.7,15.1,0.547,0.353,0.257,4.2,17.2,10.7,16.1,1.6,0.4,15.1,18.6,3.0,2.2,5.2,0.107,1.0,0.3,1.3,2.0,14.9,0.219,0.117,0.101,0.21,2.1,27.6,0.353,0.1
46,46,174,2004,Versatile Scorer,No significant defensive role,Michael Finley,SG,DAL,72.0,72.0,7.1,16.1,5.1,0.405,11.0,0.461,0.508,2.3,2.7,0.85,1.1,3.4,4.5,2.4,2.9,1.2,0.5,1.2,1.6,18.6,17.8,0.539,0.319,0.167,3.0,9.9,6.4,11.7,1.6,1.0,6.3,20.9,7.0,0.5,7.6,0.131,3.0,-1.2,1.8,2.7,17.1,0.109,0.084,0.148,0.341,3.1,25.900000000000002,0.31800000000000006,0.1
47,47,178,2004,No significant offensive role,No significant defensive role,T.J. Ford,PG,MIL,55.0,55.0,2.8,7.2,0.4,0.238,6.9,0.393,0.391,1.5,1.8,0.816,0.7,2.5,3.2,2.6,6.5,1.1,0.1,2.5,2.2,7.1,12.1,0.443,0.053,0.246,2.9,10.8,6.8,37.4,2.1,0.1,24.0,17.9,-0.2,0.9,0.7,0.022,-1.7,-0.6,-2.4,-0.1,9.5,0.392,0.138,0.156,0.261,1.3,19.0,0.052999999999999936,0.1
48,48,185,2004,Creator/Facilitator,Perimeter Defender,Steve Francis,PG,HOU,79.0,79.0,5.7,14.1,3.2,0.292,11.0,0.435,0.436,4.3,5.5,0.775,1.5,4.0,5.5,1.7,6.2,1.8,0.4,3.7,3.3,16.6,15.8,0.501,0.224,0.389,4.5,11.1,8.0,28.3,2.4,0.8,18.3,24.0,2.4,4.7,7.1,0.107,0.5,0.9,1.4,2.7,13.9,0.281,0.083,0.109,0.303,3.8,14.399999999999999,0.22399999999999998,0.1
49,49,191,2004,Versatile Scorer,Paint Protector,Kevin Garnett*,PF,MIN,82.0,82.0,9.8,19.6,0.5,0.256,19.1,0.506,0.502,4.5,5.7,0.791,3.0,10.9,13.9,1.9,5.0,1.5,2.2,2.6,2.5,24.2,29.4,0.547,0.027,0.289,9.1,30.0,20.1,24.4,2.0,4.0,10.5,29.6,10.4,8.0,18.3,0.272,6.8,3.3,10.2,10.0,11.2,0.228,0.184,0.24,0.32,7.000000000000001,0.0,0.028000000000000025,0.1
50,50,193,2004,No significant offensive role,No significant defensive role,Pau Gasol*,PF,MEM,78.0,78.0,6.5,13.4,0.2,0.267,13.3,0.485,0.484,4.7,6.6,0.714,2.6,5.1,7.7,1.0,2.5,0.6,1.7,2.4,2.4,17.7,21.7,0.542,0.014,0.487,9.4,18.3,13.8,14.9,0.9,3.9,12.8,26.8,5.3,2.8,8.1,0.159,2.9,0.1,2.9,3.0,6.3,0.394,0.376,0.108,0.109,11.799999999999999,33.300000000000004,0.013000000000000012,0.2
51,51,196,2004,No significant offensive role,No significant defensive role,Kendall Gill,SG,CHI,56.0,35.0,3.8,9.8,0.7,0.237,9.1,0.404,0.401,1.8,2.4,0.735,1.1,2.3,3.4,1.1,1.6,1.2,0.3,1.5,1.9,9.6,11.1,0.443,0.069,0.248,4.6,10.3,7.4,11.4,2.4,0.8,12.0,21.9,-0.9,1.3,0.4,0.013,-2.8,-0.1,-2.8,-0.3,13.3,0.234,0.075,0.157,0.465,0.4,44.7,0.06899999999999995,0.2
52,52,197,2004,No significant offensive role,Perimeter Defender,Manu Ginóbili*,SG,SAS,77.0,38.0,4.3,10.2,3.2,0.359,7.1,0.445,0.474,3.1,3.9,0.802,1.1,3.4,4.5,1.8,3.8,1.8,0.2,2.1,2.4,12.8,18.5,0.536,0.311,0.378,4.3,12.6,8.5,22.5,3.2,0.5,14.9,22.1,4.0,5.1,9.1,0.194,1.5,3.1,4.7,3.8,12.3,0.332,0.17,0.085,0.103,3.0,27.3,0.31000000000000005,0.1
