,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
0,0,1,2011,Arron Afflalo,5,SG,5,DEN,5,69.0,8,69.0,5,4.5,6,9.1,7,3.6,4,0.423,1,5.5,9,0.546,2,0.581,1,2.0,6,2.4,7,0.847,3,0.7,7,3.0,7,3.6,7,2.4,2,2.4,5,0.5,9,0.4,6,1.0,9,2.2,6,12.6,6,13.6,8,0.62,1,0.396,3,0.26,7,2.3,8,9.9,8,6.2,8,10.9,7,0.7,10,1.0,6,9.2,9,14.8,9,4.8,3,1.4,8,6.2,4,0.128,4,1.7,3,-0.3,6,1.4,4,2.0,4,14.8,4,0.241,6,0.132,7,0.077,7,0.155,8,0.2,9,58.099999999999994,1,0.395,3,0.11,3
1,1,8,2011,LaMarcus Aldridge,5,PF,5,POR,5,81.0,2,81.0,1,8.7,1,17.5,1,0.3,8,0.174,8,17.2,1,0.505,4,0.501,6,4.3,2,5.5,2,0.791,5,3.4,1,5.3,3,8.8,2,1.1,8,2.1,6,1.0,4,1.2,2,1.9,5,2.7,3,21.8,1,21.5,1,0.549,5,0.016,8,0.314,4,10.1,2,17.2,4,13.5,3,10.1,7,1.4,7,2.4,2,8.7,10,25.7,2,7.6,1,3.5,2,11.1,1,0.166,2,2.6,2,-0.5,7,2.1,3,3.4,2,9.3,8,0.32,3,0.271,2,0.155,3,0.238,4,11.700000000000001,1,21.7,5,0.016000000000000014,8,0.11,3
2,2,10,2011,Ray Allen*,5,SG,5,BOS,5,80.0,3,80.0,2,6.0,3,12.2,4,4.7,2,0.444,1,7.5,6,0.52,3,0.577,1,2.4,5,2.7,6,0.881,1,0.6,8,2.8,7,3.4,8,1.8,4,2.7,4,1.0,4,0.2,8,1.5,6,1.8,9,16.5,3,16.4,5,0.615,1,0.387,3,0.224,7,2.3,8,9.0,9,5.8,8,12.7,6,1.4,7,0.4,9,9.8,8,19.8,6,5.8,2,4.2,1,10.0,1,0.166,2,2.3,2,0.6,3,2.9,2,3.6,1,16.3,2,0.173,8,0.085,9,0.121,4,0.235,4,1.5,7,39.2,2,0.386,3,0.11,3
3,3,20,2011,Carmelo Anthony,5,SF,5,TOT,5,77.0,5,77.0,3,8.9,1,19.5,1,3.3,4,0.378,3,16.3,1,0.47,7,0.487,7,6.6,1,7.9,1,0.838,3,1.5,4,5.8,2,7.3,3,1.1,8,2.9,4,0.9,6,0.6,4,2.7,2,2.9,2,25.6,1,21.7,1,0.557,4,0.167,6,0.403,3,5.0,4,18.3,4,11.8,4,14.7,4,1.2,8,1.3,5,10.4,8,32.0,1,5.4,2,2.5,4,7.9,2,0.138,3,3.2,1,-1.2,9,1.9,3,2.7,2,12.4,6,0.321,3,0.101,9,0.124,4,0.286,2,3.6999999999999997,5,17.1,6,0.16799999999999993,6,0.09,10
4,4,24,2011,Gilbert Arenas,5,PG,5,TOT,5,70.0,7,16.0,10,3.8,8,10.5,6,4.7,2,0.297,7,5.8,8,0.423,10,0.433,10,1.7,8,2.2,8,0.784,6,0.3,10,2.4,8,2.7,9,1.6,5,3.9,3,1.1,3,0.3,7,2.5,2,2.7,3,10.8,8,10.8,10,0.471,10,0.446,2,0.208,8,1.4,9,10.7,7,6.1,8,25.3,2,2.1,2,0.9,6,18.1,1,24.7,3,-1.6,10,2.2,5,0.5,10,0.014,10,-2.2,10,-0.3,6,-2.4,10,-0.2,10,18.3,1,0.123,10,0.109,8,0.08,7,0.243,4,0.0,10,8.3,8,0.44500000000000006,2,0.13,3
5,5,27,2011,Trevor Ariza,5,SF,5,NOH,5,75.0,6,75.0,3,4.0,8,10.2,6,3.6,4,0.303,7,6.5,7,0.45,9,0.451,10,1.8,7,2.6,6,0.701,9,0.8,6,4.6,4,5.4,4,1.4,6,2.2,6,1.6,1,0.4,6,1.6,6,2.4,5,11.0,8,11.3,10,0.487,10,0.356,3,0.259,7,2.8,7,16.4,4,9.5,5,10.0,7,2.5,1,1.0,6,12.2,6,17.7,8,-0.4,10,3.8,2,3.4,8,0.062,9,-1.7,10,1.3,2,-0.4,7,1.0,7,13.5,5,0.286,4,0.165,5,0.064,8,0.129,9,6.4,3,38.4,2,0.3560000000000001,3,0.1,6
6,6,37,2011,D.J. Augustin,5,PG,5,CHA,5,82.0,1,82.0,1,4.9,5,11.7,4,4.1,3,0.333,6,7.6,6,0.461,8,0.474,8,3.3,3,3.6,4,0.906,1,0.5,8,2.3,9,2.7,9,3.2,1,6.1,2,0.7,8,0.0,10,1.9,5,1.9,8,14.4,4,15.9,5,0.541,6,0.348,3,0.31,4,1.7,9,8.3,10,4.9,10,31.1,2,1.0,9,0.1,10,12.5,5,21.2,5,4.9,3,1.3,8,6.2,4,0.108,6,1.7,3,-1.6,10,0.1,6,1.5,5,14.3,4,0.312,4,0.109,8,0.045,9,0.187,6,0.0,10,12.0,7,0.347,3,0.1,6
7,7,43,2011,Leandro Barbosa,5,SG,5,TOR,5,58.0,9,0.0,10,5.1,5,11.3,5,3.7,4,0.338,6,7.6,6,0.505,4,0.505,5,1.9,7,2.4,7,0.796,5,0.2,10,1.5,10,1.7,10,1.5,5,2.1,6,0.9,6,0.1,9,1.4,7,1.9,8,13.3,5,15.3,6,0.539,6,0.326,4,0.21,8,1.2,10,7.4,10,4.2,10,14.6,4,1.9,3,0.3,9,10.5,8,25.6,2,1.4,8,0.1,10,1.5,10,0.052,9,0.4,6,-1.7,10,-1.3,9,0.2,9,13.0,6,0.381,3,0.103,9,0.031,10,0.159,8,0.2,9,39.4,2,0.32599999999999996,4,0.1,6
8,8,45,2011,Andrea Bargnani,5,C,5,TOR,5,66.0,8,66.0,5,8.0,1,17.8,1,3.4,4,0.345,5,14.4,1,0.472,6,0.48,8,4.3,2,5.3,2,0.82,4,1.1,5,4.1,4,5.2,5,0.8,9,1.8,7,0.5,9,0.7,3,2.3,3,2.4,5,21.4,1,16.4,5,0.533,7,0.19,6,0.298,5,3.6,6,13.9,5,8.6,5,8.8,8,0.7,10,1.5,4,10.3,8,28.2,1,2.2,7,0.3,10,2.5,9,0.052,9,1.2,4,-2.6,10,-1.4,9,0.4,9,13.9,5,0.178,8,0.188,4,0.18,2,0.264,3,2.4,6,1.3,9,0.18999999999999995,6,0.0,10
9,9,51,2011,Brandon Bass,5,PF,5,ORL,5,76.0,5,51.0,7,4.4,7,8.5,8,0.0,10,0.0,10,8.5,5,0.516,3,0.515,4,2.5,5,3.1,5,0.815,4,1.8,3,3.8,5,5.6,4,0.6,10,0.8,10,0.4,10,0.7,3,1.3,7,2.1,7,11.2,7,15.9,5,0.571,3,0.003,9,0.361,3,8.1,3,16.7,4,12.5,3,5.0,10,0.7,10,2.0,3,11.5,6,19.8,6,3.2,5,3.1,3,6.3,4,0.153,2,-0.3,8,0.5,4,0.2,6,1.1,6,10.4,7,0.298,4,0.132,7,0.236,1,0.332,1,13.8,1,0.0,10,0.0020000000000000018,10,0.1,6
