,level_0,index,Season,Offensive Profile,Defensive Profile,Player,Pos,Team,G,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST/TOV,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA,%3PA,%FGA 3P,std_areas_FGA
0,0,2,2013,Versatile Scorer,No significant defensive role,Arron Afflalo,SF,ORL,64.0,64.0,6.2,14.1,3.8,0.3,10.4,0.489,0.478,3.0,3.5,0.857,0.5,3.3,3.7,1.5,3.2,0.6,0.2,2.2,2.1,16.5,13.0,0.527,0.265,0.246,1.4,10.3,5.8,14.6,0.9,0.4,12.1,22.5,1.5,0.5,2.0,0.042,-1.1,-1.8,-2.9,-0.5,14.8,0.175,0.128,0.202,0.23,0.6,30.4,0.265,0.05
1,1,7,2013,No significant offensive role,Rebounding Specialist,LaMarcus Aldridge,PF,POR,74.0,74.0,8.6,17.8,0.2,0.143,17.6,0.488,0.485,3.8,4.7,0.81,2.4,6.7,9.1,1.4,2.6,0.8,1.2,1.9,2.5,21.1,20.4,0.53,0.011,0.264,7.2,20.9,14.0,13.0,1.2,2.5,8.9,26.5,4.8,2.3,7.2,0.124,1.7,-0.4,1.3,2.3,11.7,0.215,0.192,0.197,0.385,4.7,28.599999999999998,0.010999999999999899,0.12
2,2,9,2013,Pure Shooter/Stretcher,No significant defensive role,Ray Allen*,SG,MIA,79.0,0.0,3.7,8.2,4.2,0.419,4.0,0.48,0.555,1.8,2.0,0.886,0.5,2.2,2.7,1.3,1.7,0.8,0.2,1.3,1.6,10.9,14.7,0.599,0.51,0.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,3.4,1.9,5.4,0.126,1.1,-0.8,0.3,1.2,16.9,0.194,0.083,0.104,0.109,0.6,41.0,0.51,0.16
3,3,10,2013,No significant offensive role,Perimeter Defender,Tony Allen,SG,MEM,79.0,79.0,3.6,8.1,0.3,0.125,7.8,0.458,0.447,1.7,2.4,0.717,1.5,3.1,4.6,1.0,1.2,1.5,0.6,1.2,2.7,8.9,13.2,0.489,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,1.0,4.1,5.1,0.115,-2.0,2.4,0.4,1.2,7.8,0.52,0.149,0.063,0.23,8.0,62.5,0.038000000000000034,0.17
4,4,11,2013,No significant offensive role,Paint Protector,Al-Farouq Aminu,SF,NOH,76.0,71.0,3.0,6.2,0.3,0.211,6.0,0.486,0.479,1.3,1.8,0.737,1.8,5.9,7.7,0.9,1.4,1.2,0.7,1.5,2.0,7.3,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,0.7,2.4,3.1,0.073,-1.3,1.2,-0.1,1.0,7.1,0.489,0.224,0.08,0.167,19.0,42.1,0.040000000000000036,0.16
5,5,21,2013,No significant offensive role,No significant defensive role,Ryan Anderson,PF,NOH,81.0,22.0,5.8,13.8,6.9,0.382,6.9,0.464,0.519,1.9,2.2,0.844,2.4,4.0,6.4,1.0,1.2,0.5,0.4,1.2,2.2,16.2,18.1,0.548,0.5,0.161,8.9,15.9,12.4,6.9,0.9,1.0,7.5,24.0,5.7,0.8,6.5,0.125,4.1,-2.1,2.0,2.5,17.4,0.191,0.097,0.069,0.143,1.0999999999999999,13.600000000000001,0.5,0.2
6,6,22,2013,Versatile Scorer,No significant defensive role,Carmelo Anthony,PF,NYK,67.0,67.0,10.0,22.2,6.2,0.379,16.0,0.476,0.502,6.3,7.6,0.83,2.0,4.9,6.9,1.0,2.6,0.8,0.5,2.6,3.1,28.7,24.8,0.56,0.278,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,7.5,2.0,9.5,0.184,6.0,-1.7,4.3,3.9,14.3,0.262,0.074,0.159,0.227,2.1999999999999997,12.3,0.278,0.1
7,7,24,2013,No significant offensive role,Perimeter Defender,Trevor Ariza,SF,WAS,56.0,15.0,3.4,8.1,3.7,0.364,4.3,0.463,0.501,1.4,1.7,0.821,0.8,4.0,4.8,1.3,2.0,1.3,0.4,1.5,1.3,9.5,14.0,0.538,0.463,0.211,3.3,16.9,10.0,12.7,2.5,1.1,14.6,17.9,0.7,2.4,3.1,0.102,0.1,2.0,2.1,1.6,15.9,0.273,0.058,0.053,0.153,3.8,40.699999999999996,0.46299999999999997,0.2
8,8,26,2013,Paint Threat,Rebounding Specialist,Ömer Aşık,C,HOU,82.0,82.0,4.0,7.5,0.0,0.0,7.5,0.542,0.541,2.0,3.6,0.562,3.4,8.3,11.7,0.4,0.9,0.6,1.1,2.1,2.7,10.1,14.9,0.558,0.002,0.487,12.8,31.0,22.0,4.6,0.9,2.7,18.8,16.3,2.0,3.5,5.5,0.108,-1.3,-0.3,-1.6,0.3,2.5,0.788,0.184,0.013,0.013,21.7,100.0,0.0020000000000000018,0.3
9,9,36,2013,Versatile Scorer,No significant defensive role,Andrea Bargnani,PF,TOR,35.0,25.0,4.9,12.2,3.5,0.309,8.7,0.436,0.444,1.9,2.2,0.844,0.7,2.9,3.7,0.7,1.1,0.6,0.7,1.5,1.8,12.7,11.2,0.482,0.289,0.181,3.0,12.3,7.6,6.6,1.1,1.8,10.5,23.8,-0.5,0.6,0.1,0.007,-1.1,-1.6,-2.7,-0.2,16.1,0.115,0.141,0.162,0.293,1.4000000000000001,5.7,0.2889999999999999,0.1
10,10,37,2013,No significant offensive role,No significant defensive role,Harrison Barnes,SF,GSW,81.0,81.0,3.4,7.8,1.8,0.359,6.0,0.464,0.481,1.8,2.3,0.758,0.7,3.5,4.1,1.0,1.2,0.6,0.2,1.2,1.7,9.2,11.0,0.526,0.231,0.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,0.9,1.9,2.8,0.065,-1.6,-0.1,-1.7,0.1,11.4,0.323,0.204,0.111,0.131,11.5,29.7,0.23099999999999998,0.1
11,11,38,2013,No significant offensive role,Perimeter Defender,Matt Barnes,SF,LAC,80.0,4.0,3.9,8.4,4.1,0.342,4.4,0.574,0.544,1.1,1.5,0.744,1.4,3.2,4.6,1.4,1.5,1.0,0.8,1.1,2.9,10.3,15.5,0.566,0.481,0.173,6.5,14.5,10.6,9.2,2.1,2.6,11.0,18.1,3.5,2.8,6.3,0.146,1.1,0.7,1.8,2.0,14.6,0.321,0.113,0.022,0.062,6.5,43.4,0.482,0.2
12,12,43,2013,No significant offensive role,No significant defensive role,Brandon Bass,PF,BOS,81.0,69.0,3.5,7.3,0.0,0.0,7.2,0.487,0.486,1.6,1.9,0.86,1.6,3.7,5.2,1.0,1.0,0.5,0.8,1.0,2.3,8.7,12.3,0.535,0.003,0.255,7.0,15.2,11.2,6.0,1.0,2.3,10.9,15.5,2.0,2.7,4.7,0.101,-1.9,0.0,-1.9,0.1,11.3,0.255,0.122,0.267,0.353,10.4,0.0,0.0030000000000000027,0.1
13,13,44,2013,Pure Shooter/Stretcher,No significant defensive role,Shane Battier,SF,MIA,72.0,20.0,2.1,5.0,4.4,0.43,0.6,0.348,0.608,0.4,0.5,0.842,0.5,1.8,2.3,2.0,1.0,0.6,0.8,0.5,2.1,6.6,10.7,0.623,0.873,0.105,2.7,8.4,5.7,5.7,1.2,2.5,8.2,11.0,2.8,1.6,4.4,0.119,0.9,0.1,1.0,1.4,22.1,0.058,0.041,0.017,0.011,0.3,58.5,0.873,0.3
14,14,45,2013,Pure Shooter/Stretcher,Perimeter Defender,Nicolas Batum,SF,POR,73.0,73.0,4.8,11.4,6.1,0.372,5.3,0.481,0.522,2.4,2.9,0.848,1.3,4.3,5.6,1.9,4.9,1.2,1.1,2.6,1.9,14.3,15.7,0.566,0.533,0.252,4.0,13.2,8.5,20.3,1.7,2.2,17.0,18.2,3.8,1.9,5.8,0.099,2.3,0.5,2.8,3.4,17.8,0.206,0.031,0.048,0.181,5.800000000000001,26.1,0.534,0.2
15,15,49,2013,Versatile Scorer,No significant defensive role,Bradley Beal,SG,WAS,56.0,46.0,5.0,12.3,4.2,0.386,8.1,0.424,0.477,2.2,2.8,0.786,0.8,3.0,3.8,1.5,2.4,0.9,0.5,1.6,2.0,13.9,13.6,0.515,0.344,0.231,2.7,10.8,6.7,13.7,1.5,1.3,10.6,22.2,1.0,2.0,3.0,0.082,0.0,0.2,0.2,1.0,16.6,0.176,0.093,0.068,0.319,3.3000000000000003,37.3,0.344,0.1
16,16,53,2013,No significant offensive role,No significant defensive role,Marco Belinelli,SG,CHI,73.0,27.0,3.3,8.4,3.0,0.357,5.3,0.416,0.46,1.9,2.3,0.839,0.2,1.7,1.9,1.8,2.0,0.6,0.1,1.1,1.9,9.6,10.4,0.513,0.362,0.275,0.8,7.8,4.3,12.9,1.3,0.2,10.7,18.7,1.3,1.6,3.0,0.076,-1.9,-0.4,-2.3,-0.1,15.7,0.248,0.084,0.067,0.239,1.0999999999999999,21.3,0.362,0.1
17,17,57,2013,No significant offensive role,Rebounding Specialist,Bismack Biyombo,C,CHA,80.0,65.0,2.0,4.3,0.0,,4.3,0.451,0.451,0.9,1.8,0.521,2.4,4.9,7.3,0.4,0.4,0.4,1.8,1.0,2.4,4.8,10.1,0.472,0.0,0.41,9.9,20.9,15.2,2.5,0.7,5.3,16.7,10.2,0.1,1.3,1.4,0.031,-3.6,-0.8,-4.4,-1.3,4.0,0.578,0.318,0.075,0.029,19.7,,1.1102230246251565e-16,0.2
18,18,59,2013,Pure Shooter/Stretcher,Perimeter Defender,Steve Blake,PG,LAL,45.0,13.0,2.5,6.0,3.8,0.421,2.2,0.424,0.556,0.6,0.8,0.771,0.5,2.5,2.9,2.7,3.8,0.8,0.1,1.4,1.8,7.3,11.7,0.573,0.633,0.13,2.0,10.1,6.2,21.9,1.5,0.4,17.8,13.2,1.6,0.8,2.4,0.097,0.1,0.4,0.5,0.7,21.0,0.067,0.067,0.107,0.126,0.0,32.2,0.633,0.2
19,19,63,2013,No significant offensive role,Rebounding Specialist,Andrew Bogut,C,GSW,32.0,32.0,2.6,5.8,0.0,1.0,5.7,0.448,0.454,0.6,1.2,0.5,2.1,5.5,7.7,1.9,2.1,0.6,1.7,1.1,2.7,5.8,13.8,0.463,0.005,0.207,9.8,24.1,17.2,12.5,1.3,5.5,14.8,13.4,0.4,1.4,1.7,0.106,-1.4,2.8,1.4,0.7,4.7,0.495,0.435,0.043,0.022,11.4,0.0,0.0050000000000000044,0.2
20,20,66,2013,Versatile Scorer,Rebounding Specialist,Carlos Boozer,PF,CHI,79.0,79.0,6.9,14.4,0.0,0.0,14.4,0.478,0.477,2.4,3.3,0.731,2.2,7.5,9.8,1.0,2.3,0.8,0.4,2.2,3.0,16.2,17.1,0.51,0.002,0.232,7.8,27.2,17.4,13.4,1.4,0.8,12.3,25.8,1.4,4.3,5.7,0.108,-0.3,0.2,-0.1,1.2,8.9,0.341,0.171,0.3,0.186,3.5999999999999996,50.0,0.0020000000000000018,0.1
21,21,67,2013,Slasher,No significant defensive role,Chris Bosh*,C,MIA,74.0,74.0,6.6,12.3,1.0,0.284,11.3,0.557,0.546,3.3,4.1,0.798,1.8,5.0,6.8,1.0,1.7,0.9,1.4,1.7,2.3,16.6,20.0,0.592,0.082,0.333,7.0,17.6,12.6,8.4,1.4,3.4,11.0,22.7,5.6,3.4,9.0,0.175,1.5,-0.2,1.3,2.1,11.8,0.294,0.133,0.128,0.363,8.9,52.7,0.08200000000000007,0.1
22,22,68,2013,No significant offensive role,Perimeter Defender,Avery Bradley,PG,BOS,50.0,50.0,3.8,9.6,2.5,0.317,7.0,0.432,0.444,0.7,1.0,0.755,0.6,1.6,2.2,1.5,2.1,1.3,0.4,1.4,2.6,9.2,8.8,0.461,0.264,0.103,2.5,6.5,4.6,11.6,2.3,1.0,12.6,18.8,-1.3,1.6,0.4,0.012,-4.0,0.3,-3.7,-0.6,13.9,0.295,0.069,0.067,0.305,1.9,82.5,0.264,0.1
