,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
10,10,45,2014,Harrison Barnes,5,SF,5,GSW,5,78.0,4,24.0,9,3.5,9,8.7,8,2.4,7,0.347,6,6.3,7,0.419,10,0.448,10,1.7,7,2.3,7,0.718,8,0.8,6,3.1,7,4.0,6,1.4,6,1.5,8,0.8,7,0.3,7,1.1,9,2.0,8,9.5,9,9.8,10,0.486,10,0.28,5,0.267,6,3.3,6,11.9,6,7.7,6,7.6,9,1.5,6,0.7,7,10.0,9,16.8,8,0.4,9,2.8,3,3.2,7,0.07,8,-2.2,10,0.5,3,-1.6,9,0.2,9,12.9,6,0.224,7,0.225,3,0.138,3,0.131,7,5.6000000000000005,3,40.0,2,0.28200000000000003,5,0.1,7
11,11,46,2014,Matt Barnes,5,SF,5,LAC,5,63.0,9,40.0,8,3.7,8,8.4,8,4.5,3,0.343,6,3.9,10,0.549,2,0.53,3,1.0,9,1.4,9,0.733,8,1.0,5,3.7,5,4.6,5,1.5,5,2.0,7,0.9,6,0.4,5,1.3,8,2.9,2,9.9,8,12.0,9,0.552,5,0.537,1,0.171,9,4.0,5,14.4,5,9.3,5,10.6,7,1.6,5,1.2,5,13.0,5,16.6,8,1.5,8,2.0,6,3.5,7,0.097,6,-0.4,8,0.2,4,-0.2,7,0.8,7,16.1,3,0.262,6,0.12,7,0.009,10,0.072,9,4.2,4,37.5,3,0.5369999999999999,1,0.2,2
12,12,48,2014,Brandon Bass,5,PF,5,BOS,5,82.0,1,73.0,4,4.3,7,8.8,8,0.1,9,0.333,6,8.8,5,0.487,5,0.487,7,2.5,5,2.9,6,0.858,2,2.0,3,3.8,5,5.7,4,0.9,9,1.1,9,0.4,10,0.9,2,1.2,9,2.3,6,11.1,7,15.0,6,0.549,5,0.008,9,0.33,4,7.8,3,15.9,4,11.8,4,6.4,9,0.8,10,2.4,2,10.9,8,18.2,7,3.2,4,1.9,6,5.1,5,0.107,5,-0.6,8,-0.6,7,-1.1,8,0.5,8,9.3,8,0.348,3,0.171,5,0.233,1,0.24,3,11.0,2,33.300000000000004,3,0.008000000000000007,9,0.1,7
13,13,50,2014,Nicolas Batum,5,SF,5,POR,5,82.0,1,82.0,1,4.6,6,10.0,6,4.9,2,0.361,4,5.1,9,0.566,1,0.554,2,2.0,6,2.5,6,0.803,5,1.4,4,6.0,2,7.5,2,2.0,3,5.1,2,0.9,6,0.7,3,2.5,2,1.9,8,13.0,6,15.8,5,0.589,2,0.491,2,0.248,6,4.3,5,17.8,3,11.1,4,20.9,3,1.3,8,1.3,4,18.6,1,16.5,9,4.8,2,3.1,3,7.9,2,0.128,4,2.2,2,1.2,2,3.4,2,4.0,1,16.9,2,0.219,7,0.055,10,0.077,7,0.159,6,6.1,3,25.1,5,0.49,2,0.2,2
14,14,59,2014,Bradley Beal,5,SG,5,WAS,5,73.0,6,73.0,4,6.6,2,15.7,2,4.7,2,0.402,1,11.0,3,0.426,10,0.479,8,2.0,6,2.6,6,0.788,5,0.7,7,3.0,7,3.7,7,1.8,4,3.3,4,1.0,5,0.2,8,1.8,5,2.1,7,17.1,3,14.3,7,0.507,9,0.299,5,0.164,9,2.4,7,10.2,8,6.3,8,16.0,5,1.4,7,0.6,8,9.4,9,24.3,3,1.6,7,2.4,4,4.0,7,0.076,7,0.3,6,-0.7,8,-0.4,7,1.0,6,16.7,2,0.151,9,0.065,10,0.124,3,0.361,1,1.9,7,32.9,3,0.29900000000000004,5,0.1,7
15,15,61,2014,Marco Belinelli,5,SF,5,SAS,5,80.0,3,25.0,9,4.2,7,8.7,8,3.7,4,0.43,1,5.0,9,0.525,2,0.576,1,1.4,8,1.6,9,0.847,2,0.2,10,2.6,8,2.8,9,1.8,4,2.2,6,0.6,9,0.1,10,1.2,9,1.6,10,11.4,7,15.0,6,0.605,1,0.422,3,0.188,9,1.0,10,11.2,7,6.3,8,13.2,6,1.3,8,0.3,9,11.2,7,19.0,7,3.5,4,2.4,4,5.9,4,0.14,3,1.0,4,0.3,4,1.3,4,1.7,4,17.0,2,0.178,9,0.094,8,0.081,6,0.226,3,0.6,8,28.7,4,0.42099999999999993,3,0.1,7
16,16,63,2014,Patrick Beverley,5,PG,5,HOU,5,56.0,9,55.0,7,3.6,8,8.6,8,4.6,3,0.361,4,4.0,10,0.473,6,0.509,5,1.5,8,1.8,8,0.814,4,1.3,4,2.2,9,3.5,7,2.3,2,2.7,5,1.4,2,0.4,5,1.2,9,3.1,1,10.2,8,12.4,9,0.545,5,0.53,1,0.212,8,4.9,4,7.4,10,6.2,8,12.8,6,2.2,2,1.0,5,11.2,7,14.8,9,2.7,5,1.6,7,4.2,6,0.116,5,-0.3,7,0.9,2,0.6,5,1.2,6,15.9,3,0.198,8,0.181,4,0.037,10,0.054,10,0.2,9,45.5,2,0.53,1,0.2,2
17,17,68,2014,Steve Blake,5,PG,5,TOT,5,55.0,10,28.0,9,2.4,10,6.4,10,3.8,4,0.376,3,2.6,10,0.378,10,0.489,6,0.6,10,0.8,10,0.767,7,0.2,10,2.7,8,2.9,9,2.9,1,5.6,2,1.0,5,0.1,10,1.9,4,1.5,10,6.9,10,11.0,10,0.508,9,0.595,1,0.122,10,0.9,10,10.4,8,5.7,8,28.8,2,1.8,4,0.4,9,21.5,1,13.8,10,0.7,9,1.1,9,1.8,9,0.058,9,-1.2,9,0.1,5,-1.1,8,0.4,8,20.9,1,0.076,10,0.04,10,0.071,7,0.218,4,0.0,10,28.999999999999996,4,0.595,1,0.2,2
18,18,72,2014,Eric Bledsoe,5,PG,5,PHO,5,43.0,10,40.0,8,6.2,3,12.9,4,3.3,5,0.357,5,9.7,4,0.517,3,0.522,4,4.3,2,5.5,1,0.772,6,0.6,7,4.1,5,4.7,5,1.7,4,5.5,2,1.6,1,0.3,7,3.3,1,2.3,6,17.7,3,19.6,2,0.578,3,0.252,6,0.426,2,2.1,8,13.8,5,8.0,6,27.0,2,2.4,2,0.8,6,17.8,1,24.9,3,2.6,5,1.6,7,4.1,7,0.14,3,2.3,2,0.7,3,3.1,2,1.8,4,12.4,6,0.338,4,0.137,6,0.09,5,0.183,5,0.8999999999999999,8,7.9,8,0.252,6,0.1,7
19,19,75,2014,Andrew Bogut,5,C,5,GSW,5,67.0,8,67.0,5,3.5,9,5.6,10,0.0,10,,10,5.6,8,0.627,1,0.627,1,0.3,10,1.0,10,0.344,10,2.7,2,7.3,1,10.0,1,1.2,7,1.7,7,0.7,8,1.8,1,1.4,8,3.1,1,7.3,10,17.0,4,0.61,1,0.0,10,0.171,9,11.4,1,29.7,1,20.7,1,9.3,7,1.3,8,5.2,1,19.4,1,12.4,10,2.4,6,4.0,2,6.5,3,0.176,1,-0.2,7,3.2,1,3.0,2,2.2,3,3.1,10,0.696,1,0.253,2,0.032,10,0.019,10,25.900000000000002,1,,10,0.0,10,0.3,1
20,20,78,2014,Carlos Boozer,5,PF,5,CHI,5,76.0,5,76.0,3,5.9,4,12.9,4,0.0,10,0.0,10,12.9,1,0.457,8,0.456,9,1.9,6,2.5,6,0.767,7,1.8,3,6.5,2,8.3,2,0.8,9,1.6,8,0.7,8,0.3,7,2.0,4,2.8,2,13.7,5,14.4,6,0.489,10,0.002,10,0.197,8,7.4,3,25.9,1,16.8,1,10.9,7,1.3,8,0.8,6,12.6,5,26.3,2,-0.9,10,4.3,1,3.4,7,0.076,7,-2.3,10,0.2,4,-2.1,9,-0.1,9,9.5,8,0.334,4,0.161,5,0.236,1,0.267,2,1.6,7,0.0,10,0.0020000000000000018,10,0.1,7
21,21,79,2014,Chris Bosh*,5,C,5,MIA,5,79.0,4,79.0,2,6.2,3,12.1,4,2.8,6,0.339,6,9.3,5,0.569,1,0.555,2,2.8,4,3.4,5,0.82,4,1.2,4,5.4,3,6.6,3,0.7,10,1.1,9,1.0,5,1.0,2,1.6,6,2.4,5,16.2,3,19.0,3,0.597,1,0.229,6,0.285,5,5.1,4,20.3,3,13.0,3,5.8,10,1.7,5,2.7,2,10.4,8,22.6,5,4.6,2,3.4,2,8.0,2,0.152,2,1.3,3,-0.4,7,0.8,5,1.8,4,13.4,5,0.28,5,0.106,8,0.109,4,0.276,2,7.3,3,23.9,5,0.22899999999999998,6,0.1,7
22,22,81,2014,Avery Bradley,5,SG,5,BOS,5,60.0,9,58.0,7,6.0,3,13.8,3,3.3,5,0.395,2,10.4,3,0.451,8,0.485,7,1.5,8,1.9,8,0.804,4,0.8,6,3.0,7,3.8,7,0.9,9,1.4,9,1.1,4,0.2,8,1.6,6,2.4,5,14.9,4,12.7,9,0.51,8,0.242,6,0.136,10,2.9,6,11.2,7,6.9,7,8.1,8,1.7,5,0.5,8,9.9,9,23.2,4,0.4,9,1.4,8,1.8,9,0.046,9,-1.1,9,-0.8,8,-1.9,9,0.1,9,15.8,3,0.187,8,0.081,9,0.064,8,0.425,1,2.7,6,62.5,1,0.243,6,0.1,7
23,23,83,2014,Corey Brewer,5,SF,5,MIN,5,81.0,2,81.0,1,4.8,6,10.0,6,2.6,6,0.28,8,7.4,6,0.552,1,0.517,4,2.0,6,2.8,6,0.718,8,0.8,6,1.8,10,2.6,9,1.3,7,1.7,7,1.9,1,0.4,5,1.3,8,2.6,3,12.3,6,12.7,9,0.55,5,0.261,6,0.281,6,2.6,6,6.2,10,4.3,10,7.9,9,2.9,1,0.9,6,10.4,8,16.5,9,2.4,6,2.7,4,5.2,5,0.095,6,-1.7,9,1.5,1,-0.2,7,1.2,6,10.3,8,0.467,2,0.129,6,0.052,9,0.09,9,11.600000000000001,1,60.199999999999996,1,0.2619999999999999,6,0.2,2
24,24,101,2014,Trey Burke,5,PG,5,UTA,5,70.0,7,68.0,5,4.9,6,12.8,4,4.8,2,0.33,6,8.0,6,0.41,10,0.442,10,1.5,8,1.6,9,0.903,1,0.5,8,2.4,9,3.0,8,3.0,1,5.7,2,0.6,9,0.1,10,1.9,4,2.1,7,12.8,6,12.6,9,0.473,10,0.375,3,0.126,10,1.8,8,9.0,9,5.3,9,29.4,2,1.0,9,0.2,10,12.2,6,21.8,5,1.0,8,0.0,10,0.9,10,0.02,10,0.0,7,-2.6,10,-2.6,10,-0.4,10,16.8,2,0.146,9,0.124,7,0.095,5,0.261,2,0.1,9,11.0,7,0.374,4,0.1,7
25,25,102,2014,Alec Burks,5,SG,5,UTA,5,78.0,4,12.0,10,4.9,6,10.7,6,1.8,7,0.35,5,8.8,5,0.48,6,0.487,7,3.6,3,4.8,2,0.748,7,0.8,6,2.5,8,3.3,8,1.4,6,2.7,5,0.9,6,0.2,8,1.9,4,2.4,5,14.0,5,15.8,5,0.547,5,0.172,7,0.449,1,3.0,6,10.7,7,6.8,7,16.9,4,1.7,5,0.5,8,13.0,5,23.9,3,2.6,5,0.6,10,3.2,7,0.07,8,0.2,6,-1.0,9,-0.8,8,0.7,7,11.5,7,0.342,3,0.197,4,0.06,8,0.229,3,3.6999999999999997,5,26.6,4,0.17200000000000004,7,0.1,7
26,26,103,2014,Caron Butler,5,SF,5,TOT,5,56.0,9,13.0,10,3.8,8,9.6,7,4.4,3,0.394,2,5.2,9,0.395,10,0.485,7,1.1,9,1.3,9,0.84,2,0.4,9,3.7,5,4.1,6,1.4,6,1.5,8,0.8,7,0.3,7,1.1,9,2.1,7,10.5,8,12.2,9,0.512,8,0.461,2,0.139,10,1.7,9,16.8,4,9.2,5,9.6,7,1.7,5,1.0,5,9.5,9,20.1,6,0.6,9,1.2,8,1.8,9,0.062,8,-0.6,8,-0.8,8,-1.4,9,0.2,9,19.4,1,0.07,10,0.041,10,0.122,4,0.306,1,0.4,9,30.5,4,0.46099999999999997,2,0.2,2
27,27,106,2014,Jimmy Butler,5,SG,5,CHI,5,67.0,8,67.0,5,4.1,8,10.3,6,3.6,4,0.283,8,6.8,7,0.457,8,0.446,10,3.9,2,5.0,2,0.769,6,1.3,4,3.6,6,4.9,5,1.7,4,2.6,5,1.9,1,0.5,4,1.5,7,1.6,10,13.1,6,13.5,8,0.522,7,0.346,4,0.488,1,3.9,5,10.5,8,7.2,6,11.1,6,2.6,1,1.1,5,10.8,8,16.8,8,2.4,6,4.6,1,7.1,3,0.131,4,-0.9,8,2.0,1,1.1,4,2.0,3,14.6,4,0.3,5,0.071,9,0.085,6,0.198,5,4.3,4,30.0,4,0.346,4,0.1,7
28,28,115,2014,José Calderón,5,PG,5,DAL,5,81.0,2,81.0,1,4.2,7,9.2,7,5.2,2,0.449,1,4.0,10,0.464,7,0.584,1,0.6,10,0.8,10,0.825,3,0.4,9,2.0,10,2.4,10,3.6,1,4.7,3,0.9,6,0.1,10,1.3,8,1.7,9,11.4,7,15.2,6,0.596,2,0.568,1,0.084,10,1.4,10,7.6,10,4.5,10,22.4,3,1.4,7,0.4,9,11.7,7,16.2,9,5.4,2,0.8,9,6.3,3,0.122,4,2.5,2,-0.7,8,1.9,3,2.4,3,20.3,1,0.092,10,0.025,10,0.051,9,0.263,2,0.0,10,17.2,6,0.569,1,0.2,2
29,29,118,2014,DeMarre Carroll,5,SF,5,ATL,5,73.0,6,73.0,4,4.1,8,8.8,8,3.7,4,0.362,4,5.1,9,0.548,2,0.546,2,1.5,8,1.9,8,0.773,6,1.5,4,4.1,5,5.5,4,1.6,5,1.8,7,1.5,2,0.3,7,1.1,9,2.6,3,11.1,7,13.9,7,0.575,3,0.417,3,0.22,7,5.3,4,14.5,5,10.0,4,8.9,8,2.3,2,0.7,7,10.1,9,15.2,9,3.2,4,2.6,4,5.8,4,0.119,4,-0.1,7,0.7,3,0.7,5,1.6,5,13.8,5,0.312,4,0.148,5,0.031,10,0.092,9,3.6999999999999997,5,38.800000000000004,2,0.41700000000000004,3,0.1,7
30,30,119,2014,Vince Carter,5,SG,5,DAL,5,81.0,2,0.0,10,4.1,8,10.0,6,4.6,3,0.394,2,5.4,8,0.418,10,0.497,6,2.0,6,2.4,7,0.821,3,0.8,6,2.7,8,3.5,7,2.0,3,2.6,5,0.8,7,0.4,5,1.3,8,2.6,3,11.9,7,15.9,5,0.539,6,0.457,2,0.242,7,4.0,5,12.6,6,8.3,5,16.5,4,1.6,5,1.5,3,10.7,8,23.1,4,3.0,5,1.3,8,4.3,6,0.105,6,1.8,3,-0.5,7,1.2,4,1.6,5,16.6,2,0.184,8,0.129,6,0.081,6,0.148,7,2.1,7,15.9,6,0.45799999999999996,2,0.1,7
31,31,120,2014,Michael Carter-Williams,5,PG,5,PHI,5,70.0,7,70.0,5,6.1,3,15.1,2,3.0,5,0.264,8,12.1,2,0.44,9,0.431,10,3.7,2,5.2,2,0.703,8,1.4,4,4.8,3,6.2,4,1.8,4,6.3,1,1.9,1,0.6,3,3.5,1,3.0,2,16.7,3,15.5,6,0.48,10,0.197,7,0.348,3,4.3,5,15.6,5,9.8,5,30.2,2,2.6,1,1.4,4,16.9,2,25.7,2,-0.8,10,2.1,5,1.3,10,0.026,10,-0.2,7,-0.2,6,-0.5,7,0.9,7,10.6,8,0.34,3,0.248,2,0.083,6,0.132,7,2.9000000000000004,6,8.7,8,0.19699999999999995,7,0.1,7
32,32,122,2014,Mario Chalmers,5,PG,5,MIA,5,73.0,6,73.0,4,3.5,9,7.7,9,3.1,5,0.385,3,4.6,9,0.5,4,0.531,3,1.7,7,2.2,7,0.742,7,0.6,7,2.4,9,2.9,9,2.2,2,4.9,2,1.6,1,0.2,8,2.2,3,2.9,2,9.8,8,14.0,7,0.567,3,0.404,3,0.291,5,2.5,7,9.6,8,6.2,8,24.3,3,2.9,1,0.6,8,20.4,1,17.4,8,2.4,6,2.5,4,4.8,6,0.106,6,-0.3,7,0.5,3,0.2,6,1.2,6,12.7,6,0.35,3,0.182,4,0.027,10,0.038,10,0.7000000000000001,8,33.6,3,0.4029999999999999,3,0.2,2
33,33,123,2014,Tyson Chandler,5,C,5,NYK,5,55.0,10,55.0,7,3.5,9,5.9,10,0.0,10,0.0,10,5.8,8,0.595,1,0.593,1,1.8,7,2.8,6,0.632,9,2.9,1,6.7,1,9.6,1,0.8,9,1.1,9,0.7,8,1.1,2,1.3,8,2.6,3,8.7,9,16.4,4,0.615,1,0.003,9,0.481,1,10.9,2,27.0,1,18.7,1,5.5,10,1.2,8,3.4,2,15.4,2,12.9,10,3.1,4,1.9,6,4.9,5,0.143,3,0.3,6,-0.1,6,0.2,6,0.9,7,3.7,10,0.748,1,0.124,7,0.04,9,0.084,9,35.099999999999994,1,0.0,10,0.0040000000000000036,9,0.3,1
34,34,124,2014,Wilson Chandler,5,SF,5,DEN,5,62.0,9,55.0,7,5.0,6,11.9,5,5.7,1,0.348,5,6.2,7,0.478,6,0.499,6,1.8,7,2.5,6,0.724,8,0.9,5,3.8,5,4.7,5,1.4,6,1.8,7,0.7,8,0.5,4,1.3,8,3.1,1,13.6,5,12.4,9,0.526,7,0.476,2,0.206,8,3.2,6,13.3,6,8.2,6,9.3,7,1.2,8,1.2,5,8.9,10,19.5,6,1.8,7,1.2,8,3.1,8,0.076,7,-0.1,7,-0.6,7,-0.8,8,0.6,8,16.1,3,0.213,7,0.129,6,0.062,8,0.121,8,4.6,4,36.5,3,0.4750000000000001,2,0.2,2
35,35,132,2014,Norris Cole,5,PG,5,MIA,5,82.0,1,6.0,10,2.5,10,6.1,10,2.1,7,0.345,6,4.0,10,0.451,8,0.474,8,0.6,10,0.8,10,0.779,6,0.2,10,1.7,10,2.0,10,2.0,3,3.0,4,0.9,6,0.1,10,1.5,7,1.9,8,6.4,10,8.8,10,0.497,9,0.348,4,0.136,10,1.1,10,8.6,9,5.0,9,17.9,4,2.0,3,0.2,10,19.3,1,15.6,9,-0.5,10,1.7,7,1.2,10,0.029,10,-2.8,10,-0.4,7,-3.1,10,-0.6,10,13.5,5,0.322,4,0.104,8,0.05,9,0.176,6,0.6,8,55.2,1,0.3480000000000001,4,0.1,7
