,level_0,index,Season,Offensive Profile,Defensive Profile,Player,Pos,Team,G,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST/TOV,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA,%3PA,%FGA 3P,std_areas_FGA
10,10,53,2005,Creator/Facilitator,Perimeter Defender,Chauncey Billups,PG,DET,80.0,80.0,5.1,11.4,4.8,0.426,6.6,0.454,0.533,4.3,4.8,0.898,0.6,2.8,3.4,2.5,5.8,1.0,0.1,2.3,2.4,16.5,19.0,0.609,0.424,0.418,2.0,9.0,5.5,28.2,1.6,0.2,14.3,20.7,8.6,3.5,12.1,0.202,3.6,0.6,4.2,4.5,16.8,0.205,0.043,0.113,0.216,0.2,16.3,0.42300000000000004,0.1
11,11,55,2005,Slasher,No significant defensive role,Mark Blount,C,BOS,82.0,57.0,4.0,7.5,0.0,0.0,7.5,0.53,0.529,1.4,2.0,0.713,1.7,3.1,4.8,0.8,1.6,0.4,0.8,1.9,2.8,9.4,12.5,0.559,0.002,0.265,8.0,13.6,10.9,9.9,0.8,2.3,18.6,17.9,1.2,1.6,2.8,0.063,-1.4,-0.6,-2.1,0.0,9.0,0.356,0.155,0.228,0.259,6.0,100.0,0.0020000000000000018,0.1
12,12,57,2005,No significant offensive role,No significant defensive role,Keith Bogans,SG,CHA,74.0,42.0,3.5,9.3,2.3,0.329,7.0,0.398,0.422,1.8,2.5,0.727,1.0,2.0,3.1,1.1,1.8,0.9,0.1,1.6,2.3,9.6,10.4,0.465,0.251,0.266,4.6,10.1,7.2,12.6,2.0,0.3,13.7,22.0,-1.0,1.1,0.1,0.002,-2.6,-1.3,-3.9,-0.9,13.0,0.297,0.119,0.105,0.228,0.4,35.8,0.251,0.1
13,13,63,2005,Slasher,Rebounding Specialist,Carlos Boozer,PF,UTA,51.0,51.0,7.1,13.6,0.0,0.0,13.6,0.522,0.521,3.7,5.3,0.698,2.8,6.2,9.0,1.0,2.8,0.8,0.5,2.7,3.5,17.8,19.2,0.56,0.001,0.387,9.6,22.7,16.0,15.9,1.3,1.1,14.5,24.6,2.7,1.4,4.1,0.111,2.1,-0.7,1.4,1.5,7.7,0.42,0.16,0.201,0.218,8.200000000000001,0.0,0.001000000000000112,0.1
14,14,65,2005,Versatile Scorer,No significant defensive role,Chris Bosh*,PF,TOR,81.0,81.0,5.8,12.4,0.1,0.3,12.3,0.472,0.472,5.1,6.7,0.76,2.4,6.5,8.9,0.8,1.9,0.9,1.4,2.3,2.8,16.8,17.5,0.547,0.01,0.539,7.1,20.0,13.5,8.6,1.3,2.7,13.1,21.7,3.9,2.9,6.8,0.108,0.1,-0.3,-0.2,1.4,8.9,0.357,0.164,0.242,0.227,11.600000000000001,20.0,0.010000000000000009,0.1
15,15,66,2005,No significant offensive role,No significant defensive role,Bruce Bowen,SF,SAS,82.0,82.0,3.1,7.3,3.1,0.403,4.2,0.432,0.505,0.9,1.4,0.634,0.6,2.9,3.5,2.1,1.5,0.7,0.5,0.7,2.1,8.2,9.5,0.521,0.423,0.187,2.2,10.5,6.3,7.5,1.1,1.1,8.1,12.5,2.1,4.0,6.1,0.111,-1.4,1.2,-0.1,1.2,16.0,0.161,0.105,0.095,0.216,0.3,88.1,0.42300000000000004,0.1
16,16,68,2005,Creator/Facilitator,No significant defensive role,Earl Boykins,PG,DEN,82.0,5.0,4.1,10.0,2.0,0.337,8.0,0.432,0.447,3.4,3.7,0.921,0.5,1.3,1.7,3.0,4.5,1.0,0.1,1.5,1.5,12.4,17.1,0.53,0.201,0.368,2.0,5.6,3.8,28.1,1.9,0.4,11.2,22.2,4.2,1.7,6.0,0.133,1.9,-0.7,1.2,1.7,14.7,0.17,0.112,0.15,0.367,0.0,13.3,0.20099999999999996,0.1
17,17,75,2005,Slasher,No significant defensive role,Elton Brand,PF,LAC,81.0,81.0,7.8,15.4,0.0,0.0,15.4,0.504,0.503,4.5,6.0,0.752,3.7,5.9,9.5,1.1,2.6,0.8,2.1,2.3,3.0,20.0,22.4,0.554,0.002,0.387,12.2,18.4,15.4,13.3,1.1,4.3,11.1,25.4,6.9,3.7,10.6,0.169,3.4,0.2,3.6,4.2,8.1,0.332,0.237,0.291,0.137,5.8999999999999995,33.300000000000004,0.0030000000000001137,0.1
18,18,77,2005,Slasher,No significant defensive role,Primož Brezec,C,CHA,72.0,72.0,5.4,10.5,0.0,,10.5,0.512,0.512,2.3,3.1,0.745,3.1,4.2,7.4,0.8,1.2,0.5,0.8,1.5,2.5,13.0,16.1,0.55,0.0,0.291,10.8,16.2,13.3,6.6,0.8,1.8,11.1,18.7,3.5,1.4,4.9,0.104,0.5,-1.5,-1.0,0.6,7.7,0.448,0.148,0.169,0.234,4.0,,0.0010000000000000009,0.2
19,19,82,2005,No significant offensive role,Rebounding Specialist,P.J. Brown,PF,NOH,82.0,78.0,4.1,9.2,0.0,,9.2,0.446,0.446,2.6,3.0,0.864,3.2,5.7,9.0,1.8,2.2,0.9,0.6,1.2,2.8,10.8,15.5,0.512,0.0,0.321,10.7,20.6,15.5,11.2,1.4,1.4,10.5,15.9,4.0,2.9,6.9,0.118,0.1,0.1,0.2,1.5,9.9,0.323,0.109,0.247,0.321,5.0,,0.0,0.1
20,20,84,2005,No significant offensive role,No significant defensive role,Rick Brunson,PG,LAC,80.0,39.0,2.1,5.5,1.6,0.369,3.9,0.378,0.43,0.7,0.9,0.77,0.3,2.1,2.3,3.2,5.1,1.0,0.1,1.6,1.3,5.5,11.6,0.46,0.294,0.167,1.5,9.8,5.8,32.7,2.3,0.3,20.8,14.3,0.3,1.6,1.9,0.048,-0.8,0.0,-0.8,0.6,18.0,0.113,0.018,0.111,0.464,0.0,46.2,0.29400000000000004,0.2
21,21,86,2005,Creator/Facilitator,No significant defensive role,Kobe Bryant*,SG,LAL,66.0,66.0,8.7,20.1,5.9,0.339,14.2,0.472,0.482,8.2,10.1,0.816,1.4,4.5,5.9,1.5,6.0,1.3,0.8,4.1,2.6,27.6,23.3,0.563,0.292,0.502,4.0,12.4,8.2,28.5,1.7,1.4,14.3,31.7,7.1,1.0,8.1,0.145,5.7,-0.8,5.0,4.7,13.9,0.272,0.113,0.124,0.199,4.5,12.7,0.29200000000000004,0.1
22,22,90,2005,Versatile Scorer,No significant defensive role,Caron Butler,SF,LAL,77.0,77.0,5.7,12.9,1.6,0.304,11.2,0.465,0.464,3.6,4.1,0.862,1.9,3.9,5.8,1.2,1.9,1.4,0.3,1.6,2.8,15.5,15.8,0.528,0.126,0.322,6.0,12.4,9.2,9.3,2.1,0.6,9.9,20.7,4.1,1.2,5.3,0.093,0.0,-0.7,-0.7,0.9,10.5,0.415,0.091,0.093,0.275,7.8,52.800000000000004,0.126,0.1
23,23,96,2005,No significant offensive role,Paint Protector,Marcus Camby,C,DEN,66.0,66.0,4.2,9.1,0.1,0.0,9.0,0.468,0.465,1.9,2.6,0.723,2.0,8.0,10.0,1.4,2.3,0.9,3.0,1.6,2.7,10.3,18.0,0.505,0.007,0.288,7.5,30.1,18.9,12.0,1.6,7.4,13.2,17.2,1.2,4.5,5.8,0.138,-0.2,3.3,3.1,2.6,9.9,0.393,0.077,0.142,0.382,11.200000000000001,25.0,0.006000000000000005,0.2
24,24,100,2005,No significant offensive role,Perimeter Defender,Brian Cardinal,PF,MEM,58.0,16.0,2.8,7.4,2.2,0.352,5.3,0.378,0.421,2.7,3.1,0.873,1.1,2.8,3.9,1.4,2.0,1.5,0.3,1.4,3.0,9.0,14.0,0.51,0.289,0.419,5.3,13.5,9.4,13.3,3.3,1.0,14.0,19.6,1.1,2.4,3.5,0.116,-1.2,2.1,0.9,1.0,14.6,0.231,0.102,0.111,0.266,0.5,27.200000000000003,0.29000000000000004,0.1
25,25,104,2005,Creator/Facilitator,Perimeter Defender,Vince Carter,SF-SG,TOT,77.0,76.0,9.0,20.0,4.1,0.406,15.9,0.463,0.493,4.8,6.0,0.798,1.4,3.8,5.2,1.9,4.2,1.4,0.6,2.2,3.2,24.5,22.9,0.541,0.203,0.299,4.4,12.6,8.4,25.7,2.1,1.3,8.8,31.6,5.9,3.5,9.4,0.159,5.2,0.8,6.0,5.7,12.8,0.252,0.171,0.13,0.243,5.1,11.5,0.20399999999999996,0.0
26,26,107,2005,Creator/Facilitator,No significant defensive role,Sam Cassell,PG,MIN,59.0,38.0,5.4,11.6,1.7,0.262,9.9,0.5,0.484,2.3,2.6,0.865,0.4,2.2,2.7,2.8,5.1,0.6,0.2,1.8,2.7,13.5,18.6,0.529,0.15,0.226,2.0,9.5,5.9,35.2,1.3,0.7,12.6,26.4,2.8,1.0,3.8,0.119,1.9,-0.7,1.2,1.2,16.9,0.086,0.049,0.227,0.488,0.0,15.5,0.15000000000000002,0.2
27,27,108,2005,Paint Threat,Perimeter Defender,Kelvin Cato,C,ORL,62.0,50.0,2.6,4.8,0.0,,4.8,0.539,0.539,1.8,2.3,0.783,1.6,5.1,6.7,0.6,0.6,0.9,1.3,1.0,2.7,7.0,14.9,0.6,0.0,0.481,7.6,22.7,15.3,3.9,1.8,3.8,15.1,12.1,2.1,2.2,4.3,0.137,-0.8,1.5,0.7,1.1,5.5,0.576,0.128,0.178,0.118,29.299999999999997,,1.1102230246251565e-16,0.2
28,28,110,2005,No significant offensive role,Paint Protector,Tyson Chandler,C,CHI,80.0,10.0,2.6,5.2,0.0,0.0,5.2,0.496,0.494,2.8,4.2,0.673,3.3,6.4,9.7,0.5,0.8,0.9,1.8,1.5,3.4,8.0,16.4,0.565,0.005,0.802,13.4,26.1,19.8,4.8,1.6,4.8,17.2,14.0,2.8,5.5,8.3,0.183,-0.8,2.7,1.9,2.1,4.3,0.635,0.184,0.074,0.103,13.600000000000001,0.0,0.004000000000000115,0.2
29,29,113,2005,No significant offensive role,No significant defensive role,Josh Childress,SG,ATL,80.0,44.0,3.8,8.0,0.7,0.232,7.3,0.493,0.481,2.4,2.9,0.823,2.4,3.6,6.0,1.5,1.9,0.9,0.4,1.3,2.3,10.1,15.2,0.543,0.087,0.36,9.1,14.8,11.8,10.4,1.6,1.1,12.5,16.0,3.7,0.9,4.6,0.093,0.4,-1.0,-0.6,0.8,6.6,0.621,0.073,0.053,0.165,13.4,58.9,0.08799999999999997,0.2
30,30,114,2005,No significant offensive role,Perimeter Defender,Doug Christie,SG,TOT,52.0,44.0,2.5,6.4,1.2,0.242,5.2,0.426,0.414,1.3,1.5,0.897,0.7,2.7,3.4,1.9,3.8,1.5,0.3,2.0,2.0,6.6,9.9,0.471,0.187,0.235,2.8,10.1,6.5,18.3,2.7,0.8,22.1,13.6,-0.4,1.3,0.9,0.03,-2.7,1.4,-1.3,0.3,15.1,0.238,0.039,0.078,0.458,4.2,45.2,0.18700000000000006,0.2
31,31,117,2005,Creator/Facilitator,Perimeter Defender,Speedy Claxton,PG,TOT,62.0,47.0,4.1,9.9,1.0,0.18,8.9,0.447,0.43,3.0,4.1,0.736,0.6,2.4,3.0,3.2,6.0,1.8,0.1,1.9,3.0,11.5,15.8,0.493,0.1,0.416,2.1,9.1,5.4,33.1,3.0,0.3,14.1,20.1,1.9,1.8,3.7,0.096,-0.9,1.0,0.2,1.0,11.2,0.28,0.188,0.139,0.293,0.0,24.6,0.10000000000000009,0.1
32,32,124,2005,No significant offensive role,Perimeter Defender,Jason Collins,C,NJN,80.0,80.0,2.3,5.6,0.1,0.333,5.6,0.413,0.415,1.7,2.6,0.656,1.9,4.2,6.1,1.2,1.3,0.9,0.9,1.1,4.0,6.4,8.6,0.471,0.013,0.463,7.1,16.1,11.5,6.7,1.5,2.3,14.4,11.7,0.2,3.7,3.9,0.073,-4.0,1.1,-2.9,-0.6,9.9,0.361,0.104,0.191,0.33,3.8,0.0,0.014000000000000012,0.1
33,33,128,2005,Versatile Scorer,No significant defensive role,Jamal Crawford,SG,NYK,70.0,67.0,6.2,15.7,7.3,0.361,8.4,0.431,0.483,2.6,3.1,0.843,0.5,2.4,2.9,2.0,4.3,1.3,0.3,2.1,1.9,17.7,15.2,0.521,0.467,0.197,1.4,7.5,4.4,19.2,1.8,0.5,11.0,22.8,3.1,1.1,4.2,0.075,2.1,-1.0,1.0,2.1,17.9,0.144,0.072,0.086,0.232,1.4000000000000001,26.8,0.4660000000000001,0.1
34,34,129,2005,No significant offensive role,No significant defensive role,Austin Croshere,PF,IND,73.0,22.0,2.6,6.8,2.4,0.259,4.4,0.443,0.424,3.1,3.5,0.883,1.4,3.7,5.1,0.9,1.3,0.7,0.2,1.4,2.1,8.9,13.5,0.531,0.35,0.515,6.8,17.5,12.2,9.5,1.4,0.7,14.6,18.7,1.8,2.2,4.1,0.107,-0.4,-0.3,-0.7,0.6,13.7,0.34,0.064,0.08,0.165,6.4,22.400000000000002,0.351,0.1
35,35,130,2005,Slasher,No significant defensive role,Eddy Curry,C,CHI,63.0,60.0,6.2,11.6,0.0,,11.6,0.538,0.538,3.6,5.0,0.72,1.8,3.5,5.4,0.2,0.6,0.3,0.9,2.6,3.2,16.1,16.3,0.583,0.0,0.43,7.2,13.6,10.5,4.1,0.6,2.4,15.8,25.5,1.5,2.8,4.3,0.115,-0.7,0.2,-0.6,0.7,4.0,0.56,0.3,0.11,0.03,19.900000000000002,,0.0,0.2
36,36,132,2005,Paint Threat,Switchable Defender,Samuel Dalembert,C,PHI,72.0,60.0,3.5,6.6,0.0,,6.6,0.524,0.524,1.2,2.1,0.601,2.6,4.9,7.5,0.3,0.5,0.6,1.7,1.6,3.3,8.2,14.4,0.543,0.0,0.31,11.6,22.6,17.1,3.3,1.3,5.3,17.4,16.3,0.8,3.1,3.9,0.104,-2.8,0.6,-2.2,-0.1,5.4,0.514,0.205,0.212,0.069,21.6,,0.0,0.2
37,37,133,2005,Paint Threat,Rebounding Specialist,Erick Dampier,C,DAL,59.0,56.0,3.4,6.2,0.1,0.0,6.2,0.555,0.55,2.3,3.9,0.605,3.1,5.4,8.5,0.5,0.9,0.3,1.4,1.7,3.5,9.2,15.2,0.58,0.008,0.621,13.0,21.7,17.4,4.9,0.5,3.7,17.9,15.8,2.3,2.3,4.5,0.135,-0.8,-0.1,-0.9,0.5,2.9,0.67,0.24,0.054,0.027,22.3,33.300000000000004,0.008999999999999897,0.2
38,38,134,2005,No significant offensive role,No significant defensive role,Antonio Daniels,PG,SEA,75.0,2.0,3.6,8.3,2.2,0.297,6.1,0.489,0.478,3.3,4.1,0.816,0.3,2.0,2.3,4.1,4.1,0.7,0.0,1.0,1.0,11.2,18.0,0.557,0.265,0.488,1.2,9.0,5.1,25.6,1.4,0.1,9.3,19.0,6.3,0.5,6.8,0.16,3.0,-0.8,2.2,2.2,13.8,0.244,0.124,0.14,0.228,2.1,12.7,0.264,0.1
39,39,138,2005,No significant offensive role,No significant defensive role,Antonio Davis,PF,CHI,72.0,62.0,2.7,5.8,0.0,,5.8,0.461,0.461,1.6,2.1,0.757,2.1,3.8,5.9,0.8,1.1,0.4,0.6,1.3,2.0,7.0,11.1,0.516,0.0,0.363,9.3,16.6,13.0,7.1,0.8,1.7,16.5,14.1,0.9,3.0,3.9,0.101,-1.9,0.9,-1.0,0.5,8.4,0.389,0.165,0.2,0.246,8.1,,0.0,0.1
40,40,139,2005,Creator/Facilitator,No significant defensive role,Baron Davis,PG,TOT,46.0,32.0,6.3,16.3,7.7,0.333,8.7,0.435,0.465,4.0,5.3,0.761,0.7,3.1,3.8,2.8,7.9,1.8,0.3,2.8,2.7,19.2,20.8,0.515,0.471,0.323,2.2,10.6,6.2,42.0,2.7,0.7,13.2,28.2,2.8,1.5,4.4,0.132,4.1,0.0,4.1,2.4,16.3,0.25,0.074,0.065,0.14,1.3,11.600000000000001,0.471,0.2
41,41,146,2005,Versatile Scorer,No significant defensive role,Ricky Davis,SG,BOS,82.0,11.0,5.9,12.7,2.2,0.339,10.5,0.488,0.491,3.5,4.3,0.815,0.8,2.2,3.0,1.2,3.0,1.1,0.3,2.5,2.1,16.0,15.0,0.547,0.173,0.337,2.9,7.8,5.4,15.5,1.7,0.8,14.6,23.4,2.5,1.7,4.2,0.074,0.4,-1.1,-0.8,0.8,13.7,0.25,0.085,0.161,0.331,6.0,40.0,0.17300000000000004,0.1
42,42,150,2005,No significant offensive role,Perimeter Defender,Luol Deng,SF,CHI,61.0,45.0,4.6,10.6,1.9,0.265,8.7,0.472,0.458,2.0,2.7,0.741,1.5,3.8,5.3,1.2,2.2,0.8,0.4,1.9,1.6,11.7,14.2,0.496,0.181,0.251,6.2,15.4,10.8,14.8,1.5,1.2,14.1,22.4,0.1,2.9,3.0,0.086,0.2,1.0,1.2,1.3,11.7,0.352,0.079,0.116,0.271,5.0,39.300000000000004,0.18199999999999994,0.1
43,43,152,2005,Creator/Facilitator,No significant defensive role,Dan Dickau,PG,TOT,71.0,46.0,4.3,10.6,3.5,0.347,7.2,0.432,0.461,2.7,3.2,0.833,0.5,2.1,2.5,2.4,4.9,1.1,0.1,2.0,2.8,12.5,14.9,0.518,0.324,0.302,1.9,8.6,5.1,31.0,2.0,0.2,14.5,22.3,2.2,1.3,3.5,0.079,0.6,-0.6,0.0,1.1,15.1,0.225,0.095,0.091,0.265,0.0,22.900000000000002,0.32399999999999995,0.1
44,44,162,2005,No significant offensive role,Perimeter Defender,Chris Duhon,PG,CHI,82.0,73.0,2.1,6.0,3.2,0.355,2.7,0.35,0.449,0.6,0.8,0.731,0.3,2.3,2.6,3.3,4.9,1.0,0.0,1.5,2.5,5.9,9.8,0.471,0.543,0.137,1.2,9.7,5.5,28.6,2.0,0.1,18.7,13.1,0.8,3.3,4.1,0.09,-2.2,1.6,-0.7,0.7,16.3,0.254,0.107,0.033,0.064,0.0,14.299999999999999,0.542,0.2
45,45,163,2005,Versatile Scorer,Paint Protector,Tim Duncan*,PF,SAS,66.0,66.0,7.8,15.8,0.1,0.333,15.7,0.498,0.498,4.6,6.9,0.67,3.1,8.0,11.1,1.4,2.7,0.7,2.6,1.9,2.2,20.3,27.0,0.54,0.009,0.437,10.7,28.2,19.4,16.1,1.1,5.7,9.3,28.9,5.5,5.7,11.2,0.245,4.8,2.8,7.6,5.4,8.2,0.286,0.346,0.203,0.155,6.2,11.1,0.010000000000000009,0.1
46,46,165,2005,No significant offensive role,No significant defensive role,Mike Dunleavy,SF,GSW,79.0,79.0,5.2,11.5,3.5,0.388,8.0,0.479,0.51,1.7,2.2,0.779,1.2,4.3,5.5,1.5,2.6,1.0,0.3,1.7,2.5,13.4,14.5,0.539,0.305,0.19,3.9,15.0,9.2,13.1,1.6,0.7,11.9,19.1,2.7,2.2,4.9,0.091,0.2,-0.1,0.1,1.4,14.3,0.238,0.122,0.087,0.249,1.0,29.299999999999997,0.30400000000000005,0.1
47,47,177,2005,No significant offensive role,No significant defensive role,Michael Finley,SG,DAL,64.0,64.0,6.0,14.2,4.5,0.407,9.7,0.436,0.491,1.8,2.1,0.831,0.7,3.4,4.1,2.9,2.6,0.8,0.3,0.9,1.9,15.7,14.3,0.519,0.314,0.15,2.2,10.1,6.2,11.7,1.1,0.6,5.8,19.5,3.6,1.9,5.5,0.112,1.1,-0.9,0.2,1.3,17.0,0.079,0.103,0.185,0.319,1.0999999999999999,28.799999999999997,0.31400000000000006,0.1
48,48,178,2005,No significant offensive role,No significant defensive role,Derek Fisher,PG,GSW,74.0,32.0,4.0,10.2,3.9,0.371,6.3,0.407,0.465,2.4,2.7,0.862,0.5,2.4,2.9,2.4,4.1,1.0,0.1,1.7,2.4,11.9,13.4,0.519,0.385,0.269,1.8,9.2,5.3,21.6,1.8,0.1,13.3,19.4,2.3,1.4,3.7,0.08,-0.7,-0.4,-1.1,0.5,18.4,0.101,0.082,0.065,0.367,0.0,33.300000000000004,0.385,0.1
49,49,184,2005,Paint Threat,Rebounding Specialist,Jeff Foster,C,IND,61.0,43.0,2.8,5.3,0.1,0.0,5.2,0.527,0.519,1.5,2.3,0.634,3.4,5.7,9.0,0.8,0.7,0.8,0.2,0.9,3.0,7.0,15.4,0.551,0.015,0.438,15.6,25.4,20.6,4.8,1.6,0.6,12.5,13.3,2.9,2.5,5.4,0.162,0.2,-0.4,-0.3,0.7,4.9,0.679,0.133,0.052,0.12,6.2,0.0,0.015999999999999903,0.2
50,50,189,2005,Creator/Facilitator,No significant defensive role,Steve Francis,PG,ORL,78.0,78.0,7.2,17.1,1.6,0.299,15.4,0.436,0.438,6.4,7.8,0.823,1.6,4.2,5.8,1.7,7.0,1.4,0.4,4.1,3.5,21.3,18.9,0.521,0.095,0.456,4.8,12.0,8.5,31.6,1.9,0.7,16.6,28.0,3.9,2.3,6.2,0.1,2.1,-0.9,1.2,2.4,11.9,0.323,0.06,0.172,0.349,3.8,21.3,0.09600000000000009,0.1
51,51,197,2005,Creator/Facilitator,Paint Protector,Kevin Garnett*,PF,MIN,82.0,82.0,8.3,16.6,0.3,0.24,16.3,0.507,0.504,5.4,6.7,0.811,3.0,10.5,13.5,2.1,5.7,1.5,1.4,2.7,2.5,22.2,28.2,0.567,0.018,0.404,9.5,30.2,20.3,27.1,2.1,2.6,12.2,27.1,10.1,6.0,16.1,0.248,6.5,3.0,9.5,9.1,9.8,0.275,0.207,0.265,0.234,6.800000000000001,0.0,0.019000000000000017,0.1
52,52,199,2005,Slasher,No significant defensive role,Pau Gasol*,PF,MEM,56.0,53.0,6.4,12.4,0.1,0.167,12.3,0.517,0.514,5.0,6.6,0.768,2.3,5.0,7.3,1.0,2.4,0.7,1.7,2.4,2.6,17.8,22.5,0.582,0.009,0.528,8.7,18.7,13.7,14.7,1.1,4.1,13.8,26.2,4.1,2.8,6.8,0.184,2.9,1.1,4.0,2.7,5.4,0.43,0.38,0.101,0.081,14.099999999999998,33.300000000000004,0.008000000000000007,0.2
