,level_0,index,Season,Offensive Profile,Defensive Profile,Player,Pos,Team,G,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST/TOV,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA,%3PA,%FGA 3P,std_areas_FGA
15,15,50,2018,No significant offensive role,No significant defensive role,Dragan Bender,PF,PHO,82.0,37.0,2.3,5.9,3.9,0.366,2.0,0.426,0.508,0.5,0.6,0.765,0.5,3.9,4.4,1.1,1.6,0.3,0.6,1.4,2.0,6.5,7.1,0.524,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.9,-0.8,-3.7,-0.9,17.8,0.18,0.099,0.025,0.031,2.1,25.5,0.6649999999999999,0.2
16,16,59,2018,Creator/Facilitator,Perimeter Defender,Eric Bledsoe,PG,TOT,74.0,74.0,6.3,13.4,4.9,0.347,8.5,0.545,0.536,3.4,4.3,0.795,0.7,3.1,3.8,1.7,5.0,2.0,0.6,2.9,2.5,17.7,19.7,0.582,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.3,0.3,2.5,2.6,13.7,0.295,0.122,0.098,0.122,1.9,16.7,0.363,0.1
17,17,63,2018,No significant offensive role,No significant defensive role,Bogdan Bogdanović,SG,SAC,78.0,53.0,4.4,9.9,4.2,0.392,5.7,0.485,0.529,1.3,1.5,0.84,0.4,2.5,2.9,2.1,3.3,0.9,0.2,1.6,2.2,11.8,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3,16.7,0.144,0.128,0.127,0.175,0.4,12.2,0.42599999999999993,0.1
18,18,64,2018,Slasher,No significant defensive role,Bojan Bogdanović,SF,IND,80.0,80.0,5.1,10.7,4.8,0.402,5.8,0.534,0.565,2.2,2.6,0.868,0.4,3.0,3.4,1.2,1.5,0.7,0.1,1.3,1.6,14.3,13.9,0.605,0.453,0.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,3.8,1.6,5.4,0.105,0.5,-1.2,-0.7,0.8,14.7,0.262,0.123,0.096,0.066,1.6,27.200000000000003,0.45300000000000007,0.1
19,19,67,2018,Versatile Scorer,No significant defensive role,Devin Booker,SG,PHO,54.0,54.0,8.4,19.5,7.1,0.383,12.4,0.46,0.501,5.4,6.1,0.878,0.5,4.0,4.5,1.3,4.7,0.9,0.3,3.6,3.1,24.9,18.1,0.561,0.364,0.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2.0,0.9,1.4,15.1,0.18,0.143,0.176,0.137,1.3,11.200000000000001,0.3640000000000001,0.1
20,20,74,2018,Versatile Scorer,No significant defensive role,Avery Bradley,SG,TOT,46.0,46.0,5.6,13.6,4.4,0.369,9.2,0.436,0.474,1.4,1.8,0.768,0.5,2.0,2.5,0.9,2.0,1.1,0.2,2.2,2.0,14.3,9.6,0.496,0.325,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.007,-3.0,-1.0,-4.0,-0.7,14.3,0.227,0.13,0.099,0.219,2.6,33.5,0.32500000000000007,0.1
21,21,81,2018,No significant offensive role,No significant defensive role,Malcolm Brogdon,PG,MIL,48.0,20.0,5.1,10.5,3.4,0.385,7.1,0.532,0.547,1.6,1.8,0.882,0.5,2.8,3.3,2.3,3.2,0.9,0.3,1.4,2.7,13.0,14.3,0.578,0.32,0.169,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,2.0,0.7,2.7,0.091,-0.1,-1.0,-1.2,0.3,11.7,0.374,0.127,0.115,0.064,2.1999999999999997,26.1,0.32000000000000006,0.1
22,22,83,2018,No significant offensive role,No significant defensive role,Dillon Brooks,SF,MEM,82.0,74.0,4.1,9.4,3.2,0.356,6.2,0.484,0.501,1.5,2.0,0.747,0.6,2.5,3.1,1.1,1.6,0.9,0.2,1.5,2.8,11.0,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-2.9,-1.1,-4.0,-1.2,13.7,0.275,0.142,0.118,0.123,2.1,18.2,0.34199999999999997,0.1
23,23,87,2018,Slasher,Perimeter Defender,Jaylen Brown,SG,BOS,70.0,70.0,5.3,11.5,4.4,0.395,7.1,0.507,0.54,2.1,3.3,0.644,0.9,4.0,4.9,0.9,1.6,1.0,0.4,1.8,2.6,14.5,13.6,0.562,0.381,0.29,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,1.2,3.2,4.5,0.1,-0.8,0.3,-0.5,0.8,12.4,0.356,0.136,0.055,0.071,7.7,37.6,0.382,0.1
24,24,93,2018,Pure Shooter/Stretcher,No significant defensive role,Reggie Bullock,SF,DET,62.0,52.0,4.3,8.8,4.5,0.445,4.3,0.536,0.603,0.6,0.8,0.796,0.4,2.0,2.5,1.9,1.5,0.8,0.2,0.8,1.1,11.3,13.6,0.615,0.515,0.09,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,2.8,1.4,4.2,0.117,0.7,0.0,0.7,1.2,16.2,0.198,0.11,0.101,0.077,0.2,26.700000000000003,0.514,0.2
25,25,96,2018,Slasher,Perimeter Defender,Jimmy Butler,SG,MIN,59.0,59.0,7.4,15.6,3.4,0.35,12.2,0.509,0.512,6.2,7.2,0.854,1.3,4.0,5.3,2.7,4.9,2.0,0.4,1.8,1.3,22.2,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,7.1,1.8,8.9,0.198,5.0,0.7,5.8,4.2,12.1,0.251,0.168,0.208,0.155,4.7,20.5,0.21799999999999997,0.0
26,26,103,2018,No significant offensive role,Perimeter Defender,Kentavious Caldwell-Pope,SG,LAL,74.0,74.0,4.6,10.8,5.6,0.383,5.2,0.473,0.526,2.1,2.6,0.789,0.8,4.4,5.2,1.7,2.2,1.4,0.2,1.3,2.0,13.4,13.2,0.561,0.52,0.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.103,-0.4,0.6,0.3,1.4,17.2,0.197,0.065,0.061,0.157,2.6,15.4,0.52,0.2
27,27,107,2018,Paint Threat,Paint Protector,Clint Capela,C,HOU,74.0,74.0,6.0,9.1,0.0,0.0,9.1,0.653,0.652,1.9,3.5,0.56,3.3,7.6,10.8,0.6,0.9,0.8,1.9,1.4,2.5,13.9,24.5,0.65,0.001,0.38,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,2.4,1.0,3.4,2.8,1.7,0.802,0.18,0.016,0.0,35.099999999999994,0.0,0.0020000000000000018,0.3
28,28,108,2018,No significant offensive role,No significant defensive role,DeMarre Carroll,PF,BRK,73.0,73.0,4.5,10.8,5.4,0.371,5.4,0.457,0.506,2.6,3.4,0.764,1.4,5.1,6.6,1.4,2.0,0.8,0.4,1.4,2.3,13.5,14.3,0.55,0.498,0.313,5.1,18.4,11.7,10.5,1.3,1.0,10.3,19.8,2.3,1.8,4.1,0.091,0.5,-0.4,0.2,1.2,15.1,0.21,0.175,0.066,0.051,1.5,25.1,0.498,0.2
29,29,113,2018,Slasher,Perimeter Defender,Willie Cauley-Stein,C,SAC,73.0,58.0,5.3,10.6,0.2,0.25,10.4,0.506,0.504,2.1,3.4,0.619,1.8,5.2,7.0,1.6,2.4,1.1,0.9,1.5,2.5,12.8,17.6,0.529,0.016,0.32,7.0,22.0,14.2,13.7,1.9,3.1,11.0,21.8,1.7,2.2,3.9,0.092,-0.4,0.3,-0.1,1.0,6.2,0.459,0.301,0.076,0.146,19.1,25.0,0.018000000000000016,0.2
30,30,116,2018,Paint Threat,Rebounding Specialist,Tyson Chandler,C,PHO,46.0,46.0,2.6,4.1,0.0,,4.1,0.647,0.647,1.3,2.0,0.624,2.9,6.2,9.1,0.9,1.2,0.3,0.6,1.3,2.3,6.5,14.2,0.658,0.0,0.497,12.2,26.8,19.4,6.6,0.7,1.9,20.6,10.6,1.9,0.8,2.7,0.111,-0.8,-0.6,-1.4,0.2,1.0,0.93,0.053,0.005,0.011,41.199999999999996,,0.0009999999999998899,0.4
31,31,117,2018,No significant offensive role,No significant defensive role,Wilson Chandler,SF,DEN,74.0,71.0,3.8,8.5,3.3,0.358,5.2,0.501,0.515,1.2,1.5,0.772,1.4,4.0,5.4,1.8,2.1,0.6,0.5,1.2,2.1,10.0,10.9,0.542,0.39,0.181,4.9,14.1,9.6,9.4,0.9,1.4,11.9,14.3,2.1,1.2,3.3,0.067,-1.0,-1.1,-2.1,-0.1,12.8,0.279,0.209,0.063,0.06,3.3000000000000003,24.0,0.389,0.1
32,32,128,2018,Paint Threat,Rebounding Specialist,John Collins,PF,ATL,74.0,26.0,4.2,7.4,0.6,0.34,6.7,0.598,0.591,1.8,2.5,0.715,2.4,4.9,7.3,0.9,1.3,0.6,1.1,1.4,2.9,10.5,18.3,0.62,0.086,0.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,3.4,2.0,5.4,0.145,-0.4,0.2,-0.2,0.8,5.7,0.589,0.167,0.11,0.05,27.3,72.3,0.08399999999999996,0.2
33,33,131,2018,No significant offensive role,Perimeter Defender,Darren Collison,PG,IND,69.0,64.0,4.6,9.2,3.0,0.468,6.3,0.508,0.571,1.8,2.1,0.882,0.5,2.0,2.6,4.4,5.3,1.3,0.2,1.2,1.8,12.4,18.8,0.61,0.321,0.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.181,2.4,0.3,2.7,2.4,15.3,0.24,0.063,0.067,0.309,0.2,31.7,0.32099999999999995,0.1
34,34,139,2018,Slasher,Paint Protector,DeMarcus Cousins,C,NOP,48.0,48.0,8.5,18.0,6.1,0.354,11.9,0.53,0.53,6.1,8.2,0.746,2.2,10.7,12.9,1.1,5.4,1.6,1.6,5.0,3.8,25.2,22.6,0.583,0.34,0.456,6.8,30.9,19.2,23.0,2.2,3.5,18.9,31.9,1.5,3.2,4.7,0.13,2.5,2.2,4.7,2.9,11.8,0.375,0.175,0.041,0.069,5.6000000000000005,2.0,0.33999999999999986,0.1
35,35,140,2018,No significant offensive role,Perimeter Defender,Robert Covington,SF,PHI,80.0,80.0,4.3,10.5,6.9,0.369,3.6,0.497,0.534,1.5,1.7,0.853,0.7,4.7,5.4,1.2,2.0,1.7,0.9,1.6,3.0,12.6,12.9,0.563,0.658,0.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.116,-0.2,1.7,1.5,2.3,18.9,0.178,0.069,0.031,0.063,3.6999999999999997,11.3,0.659,0.2
36,36,141,2018,No significant offensive role,No significant defensive role,Allen Crabbe,SG,BRK,75.0,68.0,4.5,11.0,7.1,0.378,3.9,0.461,0.529,1.5,1.8,0.852,0.4,3.9,4.3,1.6,1.6,0.6,0.5,1.0,2.2,13.2,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,1.8,1.4,3.2,0.07,0.0,-0.7,-0.7,0.7,20.0,0.083,0.096,0.065,0.112,0.7000000000000001,13.700000000000001,0.644,0.2
37,37,145,2018,No significant offensive role,No significant defensive role,Jae Crowder,SF,TOT,80.0,47.0,3.4,8.4,4.3,0.323,4.1,0.488,0.486,1.5,1.9,0.818,0.7,2.7,3.4,1.3,1.2,0.8,0.3,0.9,2.3,9.7,10.4,0.525,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1.0,1.6,2.6,0.06,-1.9,-0.6,-2.5,-0.3,16.1,0.255,0.069,0.043,0.125,0.7000000000000001,26.1,0.508,0.2
38,38,151,2018,Creator/Facilitator,No significant defensive role,Stephen Curry,PG,GSW,51.0,51.0,8.4,16.9,9.8,0.423,7.1,0.595,0.618,5.5,5.9,0.921,0.7,4.4,5.1,2.0,6.1,1.6,0.2,3.0,2.2,26.4,28.2,0.675,0.58,0.35,2.7,14.4,9.0,30.3,2.4,0.4,13.3,31.0,7.2,1.9,9.1,0.267,7.8,0.0,7.7,4.0,18.4,0.175,0.065,0.073,0.108,0.1,13.4,0.579,0.2
39,39,154,2018,Slasher,Perimeter Defender,Anthony Davis,PF,NOP,75.0,75.0,10.4,19.5,2.2,0.34,17.3,0.558,0.552,6.6,8.0,0.828,2.5,8.6,11.1,1.0,2.3,1.5,2.6,2.2,2.1,28.1,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2.0,5.6,8.6,30.0,8.8,4.9,13.7,0.241,5.3,1.4,6.7,5.9,9.2,0.374,0.201,0.157,0.157,15.4,9.3,0.11099999999999999,0.1
40,40,157,2018,No significant offensive role,Paint Protector,Dewayne Dedmon,C,ATL,62.0,46.0,4.0,7.7,2.3,0.355,5.4,0.595,0.577,1.1,1.4,0.779,1.6,6.3,7.9,1.1,1.5,0.6,0.8,1.4,2.6,10.0,15.8,0.599,0.296,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,1.8,1.9,3.7,0.114,-0.4,0.5,0.1,0.8,12.5,0.281,0.138,0.147,0.138,11.5,46.1,0.29599999999999993,0.1
41,41,162,2018,Creator/Facilitator,No significant defensive role,DeMar DeRozan,SG,TOR,80.0,80.0,8.1,17.7,3.6,0.31,14.1,0.494,0.488,5.8,7.0,0.825,0.7,3.2,3.9,2.4,5.2,1.1,0.3,2.2,1.9,23.0,21.0,0.555,0.203,0.396,2.5,10.4,6.5,25.0,1.5,0.6,9.5,29.6,6.8,2.8,9.6,0.17,3.3,-0.6,2.8,3.2,12.9,0.199,0.168,0.243,0.186,2.1,28.9,0.20399999999999996,0.0
42,42,165,2018,Creator/Facilitator,No significant defensive role,Spencer Dinwiddie,PG,BRK,80.0,58.0,4.1,10.5,5.4,0.326,5.1,0.452,0.471,2.7,3.4,0.813,0.5,2.7,3.2,4.1,6.6,0.9,0.3,1.6,2.3,12.6,15.9,0.527,0.517,0.32,1.8,10.2,6.0,35.0,1.4,0.7,11.8,20.3,4.3,1.4,5.7,0.118,1.3,-0.7,0.6,1.5,16.1,0.233,0.122,0.084,0.045,1.7000000000000002,8.1,0.516,0.2
43,43,170,2018,Creator/Facilitator,No significant defensive role,Goran Dragić,PG,MIA,75.0,75.0,6.5,14.3,4.0,0.37,10.3,0.481,0.502,2.9,3.6,0.801,0.7,3.4,4.1,2.2,4.8,0.8,0.2,2.2,2.4,17.3,16.6,0.543,0.279,0.252,2.5,11.9,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,0.106,0.9,-0.6,0.3,1.4,12.3,0.269,0.171,0.175,0.106,0.0,18.0,0.279,0.1
44,44,174,2018,Slasher,Paint Protector,Andre Drummond,C,DET,78.0,78.0,6.0,11.3,0.1,0.0,11.2,0.536,0.529,3.1,5.1,0.605,5.1,10.9,16.0,1.2,3.0,1.5,1.6,2.6,3.2,15.0,22.9,0.555,0.012,0.448,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,0.189,1.5,1.7,3.2,3.4,3.2,0.659,0.271,0.056,0.002,18.8,0.0,0.0119999999999999,0.2
45,45,177,2018,Creator/Facilitator,Perimeter Defender,Kris Dunn,PG,CHI,52.0,43.0,5.5,12.8,2.6,0.321,10.2,0.457,0.462,1.6,2.2,0.737,0.5,3.8,4.3,2.1,6.0,2.0,0.5,2.9,3.3,13.4,14.5,0.488,0.201,0.171,1.6,14.4,7.8,33.3,3.3,1.6,17.3,24.7,-1.0,1.9,0.9,0.027,-2.4,1.1,-1.3,0.3,12.0,0.263,0.168,0.179,0.189,3.3000000000000003,13.4,0.20099999999999985,0.0
46,46,178,2018,Creator/Facilitator,No significant defensive role,Kevin Durant,SF,GSW,68.0,68.0,9.3,18.0,6.1,0.419,11.9,0.565,0.586,5.3,5.9,0.889,0.5,6.4,6.8,1.8,5.4,0.7,1.8,3.0,2.0,26.4,26.0,0.64,0.338,0.331,1.6,19.5,11.2,25.5,1.0,4.0,12.9,30.4,7.5,2.9,10.4,0.215,6.7,0.6,7.3,5.5,15.4,0.179,0.096,0.201,0.185,8.4,9.4,0.33899999999999997,0.1
47,47,183,2018,Pure Shooter/Stretcher,No significant defensive role,Wayne Ellington,SG,MIA,77.0,2.0,3.7,9.1,7.5,0.392,1.6,0.479,0.569,0.9,1.0,0.859,0.3,2.5,2.8,1.4,1.0,0.7,0.1,0.7,1.2,11.2,12.5,0.588,0.827,0.111,1.3,10.7,6.0,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,0.105,1.0,-0.6,0.4,1.2,22.0,0.077,0.026,0.017,0.053,0.6,20.4,0.827,0.3
48,48,184,2018,Slasher,Paint Protector,Joel Embiid,C,PHI,63.0,63.0,8.1,16.8,3.4,0.308,13.4,0.527,0.514,5.7,7.4,0.769,2.3,8.7,11.0,0.9,3.2,0.6,1.8,3.7,3.3,22.9,22.9,0.573,0.203,0.442,8.4,29.7,19.4,18.0,1.0,4.8,15.6,33.4,2.3,3.8,6.2,0.155,2.0,1.3,3.3,2.6,11.1,0.293,0.176,0.22,0.106,8.7,5.1,0.20500000000000007,0.1
49,49,191,2018,Creator/Facilitator,No significant defensive role,Tyreke Evans,PG,MEM,52.0,32.0,7.0,15.6,5.5,0.399,10.1,0.482,0.523,3.2,4.0,0.785,0.8,4.3,5.1,2.3,5.2,1.1,0.3,2.3,1.8,19.4,21.1,0.561,0.354,0.258,3.1,16.3,9.5,31.2,1.8,1.0,11.5,28.4,3.1,1.2,4.2,0.126,4.9,-0.5,4.5,2.6,12.1,0.412,0.121,0.01,0.104,0.4,5.2,0.3530000000000001,0.2
50,50,194,2018,Slasher,No significant defensive role,Derrick Favors,C,UTA,77.0,77.0,5.1,9.1,0.8,0.222,8.3,0.596,0.573,1.8,2.8,0.651,2.6,4.6,7.2,1.2,1.3,0.7,1.1,1.1,2.1,12.3,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8.0,0.179,0.9,0.7,1.5,1.9,7.4,0.48,0.179,0.12,0.131,22.6,87.3,0.08999999999999997,0.1
51,51,201,2018,No significant offensive role,No significant defensive role,Yogi Ferrell,SG,DAL,82.0,21.0,3.8,8.9,4.4,0.373,4.5,0.477,0.518,1.0,1.3,0.796,0.3,2.7,3.0,2.5,2.5,0.8,0.1,1.0,1.9,10.2,11.4,0.54,0.492,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17.0,1.5,1.5,3.0,0.064,-1.3,0.0,-1.4,0.4,17.4,0.151,0.084,0.097,0.178,0.0,16.2,0.49,0.2
52,52,205,2018,Versatile Scorer,No significant defensive role,Evan Fournier,SF,ORL,57.0,57.0,6.5,14.1,5.9,0.379,8.2,0.516,0.538,2.6,3.0,0.867,0.4,2.8,3.2,1.7,2.9,0.8,0.3,1.7,2.4,17.8,15.5,0.577,0.418,0.216,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,0.087,0.8,-1.4,-0.6,0.7,15.0,0.209,0.165,0.094,0.115,1.0,17.0,0.41700000000000004,0.1
