,level_0,index,Season,Offensive Profile,Defensive Profile,Player,Pos,Team,G,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST/TOV,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA,%3PA,%FGA 3P,std_areas_FGA
19,19,64,2017,Versatile Scorer,No significant defensive role,Devin Booker,SG,PHO,78.0,78.0,7.8,18.3,5.2,0.363,13.2,0.447,0.475,4.7,5.7,0.832,0.6,2.6,3.2,1.1,3.4,0.9,0.3,3.1,3.1,22.1,14.6,0.531,0.283,0.308,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,1.3,0.6,2.0,0.035,0.3,-2.3,-1.9,0.1,14.8,0.202,0.129,0.156,0.229,2.1,13.3,0.28400000000000003,0.0
20,20,65,2017,No significant offensive role,Perimeter Defender,Trevor Booker,PF,BRK,71.0,43.0,4.3,8.3,1.1,0.321,7.2,0.546,0.537,1.0,1.5,0.673,2.0,6.0,8.0,1.1,1.9,1.1,0.4,1.8,2.1,10.0,15.7,0.554,0.132,0.186,8.7,25.5,17.2,12.9,2.0,1.2,16.6,18.7,1.0,2.2,3.1,0.086,-0.9,0.3,-0.6,0.6,7.8,0.45,0.281,0.058,0.08,6.6000000000000005,29.5,0.1309999999999999,0.2
21,21,66,2017,Versatile Scorer,No significant defensive role,Avery Bradley,SG,BOS,55.0,55.0,6.5,14.1,5.0,0.39,9.1,0.504,0.533,1.2,1.7,0.731,1.2,4.9,6.1,1.4,2.2,1.2,0.2,1.6,2.6,16.3,14.4,0.548,0.357,0.12,4.0,16.2,10.1,11.0,1.8,0.5,9.7,21.9,1.1,2.0,3.1,0.081,0.0,-0.5,-0.6,0.7,15.1,0.27,0.076,0.066,0.231,3.1,29.599999999999998,0.357,0.1
22,22,70,2017,No significant offensive role,No significant defensive role,Malcolm Brogdon,SG,MIL,75.0,28.0,3.9,8.5,2.6,0.404,5.9,0.48,0.518,1.5,1.7,0.865,0.6,2.2,2.8,2.8,4.2,1.1,0.2,1.5,1.9,10.2,14.9,0.555,0.304,0.198,2.8,9.6,6.3,24.3,2.2,0.5,14.1,18.5,2.6,1.5,4.1,0.1,0.0,-0.4,-0.4,0.8,11.6,0.406,0.118,0.083,0.088,3.9,24.4,0.30500000000000005,0.1
23,23,82,2017,Versatile Scorer,Perimeter Defender,Jimmy Butler,SF,CHI,76.0,75.0,7.5,16.5,3.3,0.367,13.2,0.477,0.492,7.7,8.9,0.865,1.7,4.5,6.2,2.6,5.5,1.9,0.4,2.1,1.5,23.9,25.1,0.586,0.198,0.54,4.9,13.2,9.0,24.8,2.6,0.9,9.3,26.5,10.1,3.8,13.8,0.236,5.6,1.7,7.3,6.6,12.9,0.282,0.125,0.164,0.232,3.8,15.299999999999999,0.19700000000000006,0.0
24,24,87,2017,No significant offensive role,Perimeter Defender,Kentavious Caldwell-Pope,SG,DET,76.0,75.0,4.9,12.2,5.8,0.35,6.5,0.442,0.481,2.0,2.4,0.832,0.7,2.5,3.3,2.3,2.5,1.2,0.2,1.1,1.6,13.8,12.8,0.519,0.471,0.199,2.3,8.7,5.3,11.2,1.8,0.4,7.9,19.2,2.0,2.5,4.5,0.086,-0.6,0.4,-0.2,1.1,17.8,0.152,0.079,0.113,0.185,2.0,17.2,0.4710000000000001,0.1
25,25,90,2017,No significant offensive role,Perimeter Defender,DeMarre Carroll,SF,TOR,72.0,72.0,3.1,7.6,4.4,0.341,3.2,0.483,0.499,1.2,1.6,0.761,0.9,2.9,3.8,1.2,1.0,1.1,0.4,0.8,2.0,8.9,11.9,0.53,0.582,0.213,3.8,12.7,8.3,5.7,2.2,1.2,8.2,15.6,1.7,2.1,3.8,0.097,-0.4,0.4,0.0,1.0,17.5,0.169,0.133,0.044,0.073,1.0999999999999999,32.2,0.581,0.2
26,26,91,2017,No significant offensive role,Perimeter Defender,Vince Carter,SF,MEM,73.0,15.0,2.6,6.7,4.1,0.378,2.7,0.418,0.508,1.2,1.6,0.765,0.5,2.6,3.1,2.6,1.8,0.8,0.5,0.7,2.2,8.0,11.7,0.542,0.604,0.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,1.9,2.1,4.0,0.106,-0.3,1.1,0.8,1.3,18.4,0.182,0.092,0.047,0.076,2.1999999999999997,19.3,0.603,0.2
27,27,98,2017,Paint Threat,Rebounding Specialist,Tyson Chandler,C,PHO,47.0,46.0,3.3,4.9,0.0,,4.9,0.671,0.671,1.9,2.6,0.734,3.3,8.2,11.5,0.4,0.6,0.7,0.5,1.4,2.7,8.4,16.6,0.703,0.0,0.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,2.7,1.3,4.1,0.151,0.7,-0.3,0.3,0.8,1.4,0.895,0.096,0.004,0.004,36.8,,0.0010000000000000009,0.4
28,28,99,2017,Slasher,No significant defensive role,Wilson Chandler,SF,DEN,71.0,33.0,6.1,13.2,4.6,0.337,8.6,0.527,0.52,2.0,2.7,0.727,1.5,5.0,6.5,1.2,2.0,0.7,0.4,1.6,2.4,15.7,14.9,0.545,0.347,0.207,5.2,17.8,11.6,9.8,1.1,1.1,10.0,22.0,2.4,1.1,3.5,0.077,0.5,-1.5,-1.0,0.5,13.5,0.266,0.19,0.093,0.104,5.1,24.8,0.347,0.1
29,29,105,2017,Versatile Scorer,No significant defensive role,Jordan Clarkson,SG,LAL,82.0,19.0,5.8,13.1,4.3,0.329,8.7,0.503,0.5,1.6,2.0,0.798,0.6,2.4,3.0,1.3,2.6,1.1,0.1,2.0,1.8,14.7,13.2,0.526,0.332,0.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,0.5,0.7,1.2,0.024,-0.9,-1.6,-2.5,-0.3,13.5,0.246,0.205,0.109,0.106,2.0,16.0,0.3340000000000001,0.1
30,30,107,2017,No significant offensive role,No significant defensive role,Darren Collison,PG,SAC,68.0,64.0,5.0,10.5,2.6,0.417,7.9,0.495,0.527,2.2,2.5,0.86,0.3,1.9,2.2,2.7,4.6,1.0,0.1,1.7,1.8,13.2,15.3,0.57,0.245,0.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,3.1,0.8,3.9,0.091,0.3,-1.2,-0.9,0.6,14.0,0.223,0.15,0.112,0.272,0.1,28.000000000000004,0.243,0.1
31,31,109,2017,Creator/Facilitator,Perimeter Defender,Mike Conley,PG,MEM,69.0,68.0,6.7,14.6,6.1,0.408,8.6,0.497,0.545,4.6,5.3,0.859,0.4,3.0,3.5,2.7,6.3,1.3,0.3,2.3,1.8,20.5,23.2,0.604,0.415,0.365,1.5,10.8,6.0,34.5,2.1,0.8,11.8,26.3,7.5,2.5,10.0,0.209,6.0,0.8,6.8,5.1,16.2,0.199,0.135,0.083,0.167,0.1,11.5,0.4159999999999999,0.1
32,32,114,2017,Versatile Scorer,Paint Protector,DeMarcus Cousins,C,TOT,72.0,72.0,9.0,19.9,5.0,0.361,14.8,0.483,0.498,7.2,9.3,0.772,2.1,8.9,11.0,1.2,4.6,1.4,1.3,3.7,3.9,27.0,25.8,0.562,0.253,0.468,7.0,29.2,18.2,25.8,2.0,3.4,13.5,36.5,3.9,3.8,7.6,0.149,5.0,1.8,6.8,5.5,11.6,0.339,0.214,0.054,0.139,5.6000000000000005,3.0,0.2539999999999999,0.1
33,33,117,2017,No significant offensive role,Perimeter Defender,Robert Covington,SF,PHI,67.0,67.0,4.4,10.9,6.1,0.333,4.8,0.484,0.492,2.1,2.6,0.822,1.4,5.1,6.5,0.8,1.5,1.9,1.0,2.0,3.0,12.9,13.2,0.534,0.563,0.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,0.0,3.2,3.1,0.071,-1.2,1.4,0.2,1.1,16.2,0.288,0.101,0.016,0.031,2.7,8.0,0.564,0.2
34,34,118,2017,No significant offensive role,No significant defensive role,Allen Crabbe,SG,POR,79.0,7.0,3.8,8.2,3.8,0.444,4.4,0.49,0.572,1.3,1.6,0.847,0.2,2.6,2.9,1.5,1.2,0.7,0.3,0.8,2.2,10.7,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1.0,4.2,0.089,-0.7,-0.6,-1.3,0.4,17.7,0.153,0.088,0.07,0.224,0.5,26.8,0.46499999999999997,0.1
35,35,119,2017,No significant offensive role,No significant defensive role,Jamal Crawford,SG,LAC,82.0,1.0,4.4,10.6,3.9,0.36,6.7,0.443,0.479,2.1,2.5,0.857,0.2,1.4,1.6,1.6,2.6,0.7,0.2,1.6,1.4,12.3,12.0,0.525,0.37,0.233,0.9,5.7,3.3,15.2,1.4,0.5,12.3,22.7,0.5,1.4,1.9,0.043,-0.8,-1.3,-2.1,0.0,17.7,0.093,0.125,0.122,0.292,0.2,17.1,0.3680000000000001,0.1
36,36,121,2017,Pure Shooter/Stretcher,No significant defensive role,Jae Crowder,SF,BOS,72.0,72.0,4.6,10.0,5.5,0.398,4.5,0.54,0.572,2.4,3.0,0.811,0.7,5.1,5.8,2.0,2.2,1.0,0.3,1.1,2.2,13.9,14.9,0.613,0.547,0.301,2.3,17.3,9.9,10.1,1.6,0.8,8.9,17.0,4.1,2.5,6.7,0.137,1.0,-0.1,0.9,1.7,17.9,0.213,0.039,0.038,0.164,1.7999999999999998,22.8,0.546,0.2
37,37,122,2017,Pure Shooter/Stretcher,No significant defensive role,Dante Cunningham,PF,NOP,66.0,35.0,2.6,5.4,2.7,0.392,2.7,0.579,0.584,0.2,0.4,0.593,0.8,3.3,4.2,1.5,0.6,0.6,0.4,0.4,1.5,6.6,10.2,0.586,0.504,0.075,3.6,14.2,8.9,3.2,1.2,1.4,7.0,10.7,1.4,1.6,3.0,0.088,-1.9,0.3,-1.6,0.2,15.4,0.284,0.084,0.028,0.1,9.2,69.1,0.504,0.2
38,38,123,2017,No significant offensive role,Perimeter Defender,Seth Curry,PG,DAL,70.0,42.0,4.8,10.0,4.6,0.425,5.4,0.528,0.578,1.2,1.4,0.85,0.4,2.2,2.6,2.1,2.7,1.1,0.1,1.3,1.8,12.8,15.5,0.601,0.458,0.142,1.4,9.3,5.1,16.0,2.0,0.3,11.0,19.5,2.9,1.7,4.6,0.11,0.8,0.4,1.2,1.7,17.3,0.129,0.127,0.088,0.198,0.0,21.7,0.45799999999999996,0.1
39,39,124,2017,Creator/Facilitator,Perimeter Defender,Stephen Curry,PG,GSW,79.0,79.0,8.5,18.3,10.0,0.411,8.3,0.537,0.58,4.1,4.6,0.898,0.8,3.7,4.5,2.2,6.6,1.8,0.2,3.0,2.3,25.3,24.6,0.624,0.547,0.251,2.7,11.4,7.3,31.2,2.6,0.5,13.0,30.1,8.7,3.9,12.6,0.229,6.7,0.3,6.9,5.9,18.4,0.219,0.069,0.049,0.116,0.3,13.600000000000001,0.5469999999999999,0.2
40,40,126,2017,Slasher,Paint Protector,Anthony Davis,C,NOP,75.0,75.0,10.3,20.3,1.8,0.299,18.6,0.524,0.518,6.9,8.6,0.802,2.3,9.5,11.8,0.9,2.1,1.3,2.2,2.4,2.2,28.0,27.5,0.58,0.088,0.424,6.7,27.9,17.2,11.1,1.7,5.1,9.1,32.6,5.9,5.1,11.0,0.195,4.4,1.4,5.9,5.4,10.6,0.283,0.233,0.168,0.228,9.4,8.200000000000001,0.08799999999999997,0.1
41,41,133,2017,No significant offensive role,No significant defensive role,Matthew Dellavedova,PG,MIL,76.0,54.0,2.7,7.0,2.8,0.367,4.2,0.404,0.463,1.1,1.3,0.854,0.3,1.6,1.9,2.6,4.7,0.7,0.0,1.8,2.0,7.6,9.4,0.501,0.403,0.18,1.4,7.1,4.3,25.7,1.4,0.0,18.8,16.3,0.3,0.9,1.2,0.029,-2.5,-1.8,-4.2,-1.1,15.1,0.15,0.266,0.101,0.077,0.0,14.399999999999999,0.406,0.1
42,42,134,2017,No significant offensive role,No significant defensive role,Luol Deng,SF,LAL,56.0,49.0,2.9,7.6,2.9,0.309,4.6,0.436,0.447,0.8,1.1,0.73,1.1,4.1,5.3,1.6,1.3,0.9,0.4,0.8,1.1,7.6,10.1,0.47,0.389,0.149,4.5,17.7,10.8,7.0,1.6,1.1,8.7,14.2,0.1,0.8,0.9,0.029,-1.4,-0.6,-2.1,0.0,14.9,0.283,0.094,0.083,0.156,3.1,33.900000000000006,0.384,0.1
43,43,135,2017,Versatile Scorer,No significant defensive role,DeMar DeRozan,SG,TOR,74.0,74.0,9.7,20.9,1.7,0.266,19.2,0.484,0.477,7.4,8.7,0.842,0.9,4.3,5.2,1.6,3.9,1.1,0.2,2.4,1.8,27.3,24.0,0.552,0.08,0.419,3.0,13.6,8.3,20.6,1.5,0.4,9.0,34.3,6.7,2.4,9.0,0.166,4.1,-1.0,3.0,3.3,12.6,0.158,0.216,0.236,0.31,2.0,39.5,0.08000000000000007,0.1
44,44,138,2017,Slasher,Perimeter Defender,Gorgui Dieng,PF,MIN,82.0,82.0,4.0,8.1,0.5,0.372,7.5,0.511,0.514,1.7,2.0,0.814,2.3,5.6,7.9,1.5,1.9,1.1,1.2,1.3,3.1,10.0,14.2,0.555,0.065,0.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14.0,3.2,2.5,5.7,0.103,-0.8,0.6,-0.1,1.3,10.4,0.337,0.177,0.135,0.286,7.9,72.1,0.06499999999999995,0.1
45,45,141,2017,Creator/Facilitator,No significant defensive role,Goran Dragić,PG,MIA,73.0,73.0,7.3,15.4,4.0,0.405,11.4,0.499,0.527,4.1,5.2,0.79,0.8,3.0,3.8,2.0,5.8,1.2,0.2,2.9,2.7,20.3,19.8,0.575,0.257,0.335,2.8,9.9,6.3,29.0,1.8,0.4,14.1,27.1,5.0,2.6,7.5,0.147,2.7,-0.1,2.6,2.9,12.5,0.267,0.187,0.177,0.113,0.0,21.099999999999998,0.256,0.1
46,46,142,2017,Slasher,Paint Protector,Andre Drummond,C,DET,81.0,81.0,6.0,11.2,0.1,0.286,11.2,0.532,0.531,1.7,4.4,0.386,4.3,9.5,13.8,0.6,1.1,1.5,1.1,1.9,2.9,13.6,20.9,0.518,0.008,0.39,15.1,36.2,25.2,6.0,2.6,3.1,12.5,22.4,1.4,5.3,6.7,0.133,0.1,0.8,1.0,1.8,4.4,0.494,0.42,0.07,0.004,14.7,0.0,0.01200000000000001,0.2
47,47,148,2017,Versatile Scorer,Perimeter Defender,Kevin Durant,PF,GSW,62.0,62.0,8.9,16.5,5.0,0.375,11.5,0.608,0.594,5.4,6.2,0.875,0.6,7.6,8.3,2.2,4.8,1.1,1.6,2.2,1.9,25.1,27.6,0.651,0.304,0.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,8.0,4.0,12.0,0.278,6.7,2.2,8.9,5.7,13.8,0.268,0.116,0.161,0.151,10.7,12.5,0.30399999999999994,0.1
48,48,152,2017,Pure Shooter/Stretcher,No significant defensive role,Wayne Ellington,SG,MIA,62.0,13.0,3.7,9.0,6.4,0.378,2.6,0.509,0.55,0.6,0.7,0.86,0.3,1.8,2.1,2.2,1.1,0.6,0.1,0.5,1.1,10.5,12.6,0.565,0.71,0.077,1.3,8.5,4.9,7.1,1.2,0.2,5.0,17.9,2.1,1.2,3.3,0.105,0.8,-0.9,-0.1,0.7,22.1,0.047,0.016,0.023,0.204,0.7000000000000001,28.199999999999996,0.71,0.3
49,49,153,2017,No significant offensive role,No significant defensive role,Monta Ellis,SG,IND,74.0,33.0,3.3,7.5,1.8,0.319,5.7,0.483,0.482,1.3,1.7,0.727,0.3,2.5,2.8,1.8,3.2,1.1,0.4,1.8,2.0,8.5,9.9,0.514,0.242,0.23,1.1,10.3,5.7,17.2,2.0,1.2,18.0,16.8,-0.7,1.7,1.1,0.026,-3.1,0.2,-2.9,-0.5,13.4,0.262,0.151,0.086,0.259,1.4000000000000001,40.0,0.242,0.1
50,50,154,2017,Versatile Scorer,Paint Protector,Joel Embiid,C,PHI,31.0,31.0,6.5,13.8,3.2,0.367,10.7,0.495,0.508,6.2,7.9,0.783,2.0,5.9,7.8,0.6,2.1,0.9,2.5,3.8,3.6,20.2,24.1,0.584,0.228,0.569,8.5,25.6,17.0,16.0,1.7,7.7,17.9,36.0,0.5,1.5,1.9,0.117,1.9,2.7,4.5,1.3,11.2,0.324,0.191,0.17,0.086,6.5,2.0,0.22899999999999998,0.1
51,51,169,2017,No significant offensive role,No significant defensive role,Yogi Ferrell,PG,TOT,46.0,29.0,3.5,8.6,3.8,0.386,4.7,0.422,0.492,1.6,1.9,0.831,0.4,2.0,2.4,2.5,3.7,0.9,0.2,1.5,2.0,10.0,13.1,0.533,0.447,0.226,1.8,9.2,5.3,23.2,1.8,0.7,13.9,19.6,0.8,1.0,1.8,0.072,-0.9,-0.3,-1.1,0.3,16.7,0.19,0.094,0.089,0.178,0.0,13.100000000000001,0.44900000000000007,0.1
52,52,174,2017,Versatile Scorer,No significant defensive role,Evan Fournier,SG,ORL,68.0,66.0,6.0,13.7,5.3,0.356,8.4,0.491,0.508,3.3,4.1,0.805,0.6,2.4,3.1,1.4,3.0,1.0,0.1,2.1,2.6,17.2,13.9,0.555,0.387,0.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,1.7,1.1,2.8,0.059,-0.2,-1.1,-1.3,0.4,14.2,0.276,0.166,0.065,0.105,1.0999999999999999,17.2,0.3879999999999999,0.1
