,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
19,19,59,2004,Chris Bosh*,5,C,5,TOR,5,75.0,6,63.0,6,4.4,7,9.5,7,0.2,8,0.357,4,9.3,5,0.461,6,0.463,7,2.7,5,3.8,4,0.701,9,2.5,2,4.9,3,7.4,3,0.7,10,1.0,10,0.8,8,1.4,2,1.4,8,2.9,3,11.5,6,15.1,6,0.513,6,0.02,8,0.404,3,8.7,2,16.9,3,12.8,3,5.8,10,1.3,8,3.1,2,11.3,8,18.3,7,2.5,6,3.8,2,6.2,4,0.119,4,-1.2,9,0.5,4,-0.8,8,0.8,7,9.0,8,0.35,3,0.149,4,0.261,1,0.221,5,11.799999999999999,2,21.4,5,0.019000000000000017,8,0.1,6
20,20,61,2004,Bruce Bowen,5,SF,5,SAS,5,82.0,2,82.0,1,2.6,10,6.1,10,2.6,5,0.363,3,3.5,10,0.462,6,0.497,3,0.8,10,1.4,10,0.579,10,0.5,9,2.5,9,3.1,9,1.3,6,1.4,9,1.0,6,0.4,5,1.1,10,2.0,9,6.9,10,8.2,10,0.512,6,0.422,1,0.227,8,1.9,9,8.8,9,5.4,9,6.7,10,1.7,5,0.9,5,14.0,4,11.3,10,0.8,9,4.6,1,5.4,5,0.098,6,-2.6,10,2.2,1,-0.5,7,1.0,7,15.0,3,0.175,9,0.157,4,0.116,7,0.129,9,1.2,8,83.5,1,0.42300000000000004,1,0.1,6
21,21,71,2004,Elton Brand,5,PF,5,LAC,5,69.0,8,68.0,5,7.0,2,14.2,3,0.0,10,0.0,10,14.2,1,0.493,2,0.493,3,6.0,1,7.7,1,0.773,5,3.9,1,6.4,2,10.3,1,1.2,7,3.3,4,0.9,7,2.2,1,2.8,2,3.3,2,20.0,2,23.2,1,0.567,1,0.001,10,0.542,1,11.4,1,19.1,3,15.2,2,16.0,5,1.3,8,4.2,1,13.7,5,23.4,4,7.9,1,1.8,7,9.7,1,0.174,2,4.0,1,0.0,5,4.0,1,4.0,1,7.0,9,0.393,3,0.256,2,0.244,1,0.106,9,3.6999999999999997,5,0.0,9,0.0010000000000000009,10,0.1,6
22,22,82,2004,Kwame Brown,5,PF,5,WAS,5,74.0,7,57.0,7,3.9,8,8.0,9,0.0,10,0.5,1,7.9,7,0.489,3,0.49,4,3.1,4,4.5,3,0.683,9,2.4,2,5.0,3,7.4,3,0.8,9,1.5,8,0.9,7,0.7,3,1.9,6,1.9,9,10.9,7,15.7,6,0.547,3,0.003,9,0.567,1,8.7,2,19.2,2,13.8,3,8.8,9,1.5,7,1.7,3,16.0,2,17.3,8,2.9,5,2.0,6,4.9,6,0.105,6,0.0,7,-0.5,7,-0.6,7,0.8,7,4.8,10,0.475,1,0.355,1,0.134,5,0.032,10,12.9,1,50.0,1,0.0040000000000000036,9,0.2,2
23,23,83,2004,P.J. Brown,5,PF,5,NOH,5,80.0,4,80.0,2,4.2,7,8.9,8,0.0,10,0.0,10,8.9,6,0.477,4,0.476,6,2.0,6,2.3,7,0.854,1,3.0,1,5.7,2,8.6,2,1.5,5,1.9,7,1.0,6,0.9,3,1.3,9,2.5,5,10.5,7,15.7,6,0.527,5,0.001,10,0.26,6,9.6,2,19.3,2,14.3,2,9.8,8,1.5,7,2.0,3,11.3,8,14.8,10,4.7,3,3.4,3,8.1,3,0.142,3,0.3,6,0.4,4,0.7,5,1.9,5,9.8,7,0.32,4,0.111,6,0.271,1,0.296,3,6.7,3,0.0,9,0.0020000000000000018,9,0.1,6
24,24,89,2004,Kobe Bryant*,5,SG,5,LAL,5,65.0,9,64.0,6,7.9,1,18.1,1,3.3,4,0.327,5,14.8,1,0.463,6,0.468,7,7.0,1,8.2,1,0.852,2,1.6,4,3.9,5,5.5,5,2.0,3,5.1,2,1.7,1,0.4,5,2.6,2,2.7,4,24.0,1,23.7,1,0.551,2,0.184,5,0.452,2,4.7,5,12.0,6,8.3,6,24.4,3,2.4,2,0.8,6,10.8,9,29.1,1,7.8,1,3.0,3,10.7,1,0.21,1,5.1,1,0.5,4,5.6,1,4.7,1,11.9,6,0.319,5,0.147,5,0.131,5,0.219,5,4.9,4,15.2,6,0.18400000000000005,5,0.1,6
25,25,92,2004,Caron Butler,5,SF,5,MIA,5,68.0,8,56.0,7,3.5,9,9.3,7,0.6,7,0.238,8,8.7,6,0.39,10,0.388,10,2.0,6,2.6,7,0.756,6,1.4,5,3.4,6,4.8,6,1.5,5,1.9,7,1.1,5,0.2,8,1.3,9,2.4,6,9.2,9,10.7,10,0.44,10,0.067,7,0.279,6,5.2,4,13.6,5,9.4,5,10.8,7,2.0,3,0.5,8,11.4,8,18.5,7,-0.2,10,2.4,5,2.1,9,0.05,9,-2.9,10,0.1,5,-2.9,10,-0.4,10,12.2,6,0.326,4,0.103,7,0.103,8,0.401,1,3.5000000000000004,5,9.5,8,0.06699999999999995,7,0.1,6
26,26,96,2004,Marcus Camby,5,C,5,DEN,5,72.0,7,72.0,5,3.6,8,7.6,9,0.0,10,0.0,10,7.6,7,0.479,4,0.477,6,1.4,9,1.9,9,0.721,8,2.9,1,7.2,1,10.1,1,1.3,6,1.8,7,1.2,4,2.6,1,1.4,8,3.3,2,8.6,9,17.8,3,0.511,7,0.004,9,0.248,7,10.9,1,27.4,1,19.0,1,9.6,8,2.0,3,6.1,1,13.9,5,14.3,10,2.6,6,4.3,2,6.9,4,0.154,2,-0.1,7,2.5,1,2.5,3,2.5,3,8.0,8,0.446,2,0.122,6,0.151,4,0.277,3,16.900000000000002,1,0.0,9,0.0039999999999998925,9,0.2,2
27,27,106,2004,Vince Carter,5,SG,5,TOR,5,73.0,7,73.0,4,8.3,1,20.0,1,3.3,4,0.383,2,16.6,1,0.424,9,0.449,8,4.6,1,5.7,2,0.806,3,1.3,5,3.5,6,4.8,6,1.5,5,4.8,3,1.2,4,0.9,3,3.1,1,2.9,3,22.5,1,20.0,2,0.501,8,0.167,6,0.286,6,3.9,6,10.6,8,7.2,7,28.0,2,1.7,5,1.7,3,12.0,7,32.5,1,2.6,6,3.4,3,6.0,5,0.103,6,3.5,1,0.2,4,3.6,1,3.9,1,13.7,5,0.199,8,0.141,5,0.168,3,0.325,2,3.9,5,24.3,5,0.16700000000000004,6,0.1,6
28,28,107,2004,Sam Cassell,5,PG,5,MIN,5,81.0,3,81.0,2,7.7,1,15.7,2,2.3,5,0.398,1,13.4,2,0.504,2,0.517,2,3.6,3,4.1,4,0.873,1,0.5,9,2.8,8,3.3,9,2.7,1,7.3,1,1.3,3,0.2,8,2.7,2,3.0,3,19.8,2,22.8,1,0.566,2,0.146,6,0.261,6,1.9,9,8.7,9,5.5,9,38.0,1,1.9,4,0.5,8,13.5,5,27.2,2,8.8,1,3.3,3,12.1,1,0.205,1,4.1,1,0.3,4,4.4,1,4.6,1,15.2,3,0.103,10,0.089,8,0.284,1,0.377,1,0.0,10,18.3,6,0.14700000000000002,6,0.1,6
29,29,108,2004,Kelvin Cato,5,PF,5,HOU,5,69.0,8,67.0,5,2.3,10,5.2,10,0.0,10,,10,5.2,9,0.447,7,0.447,8,1.4,9,2.1,8,0.676,9,2.2,3,4.6,4,6.8,3,0.8,9,1.0,10,0.8,8,1.4,2,1.2,9,2.9,3,6.1,10,13.2,8,0.495,8,0.0,10,0.394,3,10.9,1,20.5,2,16.0,2,6.9,10,1.6,6,4.2,1,16.6,2,13.9,10,1.1,9,3.5,3,4.6,6,0.127,4,-2.0,10,2.4,1,0.4,6,1.1,6,5.4,10,0.539,1,0.183,3,0.161,4,0.117,9,28.299999999999997,1,,9,0.0,10,0.2,2
30,30,110,2004,Calbert Cheaney,5,SF,5,GSW,5,79.0,5,7.0,10,3.5,9,7.3,9,0.1,9,0.0,10,7.2,8,0.489,3,0.481,5,0.6,10,1.0,10,0.61,10,1.0,7,2.3,9,3.3,9,1.5,5,1.7,8,0.8,8,0.2,8,1.1,10,2.3,7,7.6,10,10.6,10,0.493,9,0.017,8,0.133,10,4.2,5,10.0,8,7.1,7,11.2,7,1.6,6,0.4,9,12.2,7,15.5,9,1.0,9,1.3,8,2.3,9,0.054,9,-2.4,10,0.1,5,-2.3,9,-0.1,9,11.8,6,0.197,8,0.171,3,0.227,2,0.388,1,2.6,6,50.0,1,0.017000000000000015,8,0.1,6
31,31,111,2004,Doug Christie,5,SG,5,SAC,5,82.0,2,82.0,1,3.9,8,8.4,8,1.7,6,0.345,4,6.7,8,0.491,2,0.496,3,1.8,7,2.1,8,0.86,1,0.8,7,3.2,7,4.0,7,2.2,3,4.2,3,1.8,1,0.5,4,1.9,6,2.3,7,10.1,8,14.0,8,0.544,3,0.206,5,0.25,7,2.9,7,10.4,8,6.7,8,18.6,4,2.8,1,1.0,5,16.9,2,14.9,10,3.4,4,2.4,5,5.7,5,0.099,6,-0.3,7,1.1,2,0.8,5,2.0,4,14.0,4,0.289,5,0.071,9,0.051,10,0.382,1,8.4,2,38.7,2,0.20700000000000007,5,0.1,6
32,32,114,2004,Speedy Claxton,5,PG,5,GSW,5,60.0,9,29.0,9,3.7,8,8.7,8,0.4,7,0.182,8,8.4,6,0.438,8,0.431,10,3.0,4,3.7,4,0.813,3,0.6,9,2.0,10,2.6,10,2.6,2,4.5,3,1.6,2,0.2,8,1.7,7,2.4,6,10.6,7,17.3,4,0.509,7,0.042,7,0.427,2,2.7,8,8.4,10,5.5,9,28.7,2,3.3,1,0.4,9,14.1,4,20.9,5,2.6,6,1.6,7,4.2,7,0.127,4,-0.2,7,1.3,2,1.1,5,1.2,6,10.4,7,0.303,5,0.198,3,0.115,7,0.342,2,0.0,10,4.5,8,0.04200000000000004,7,0.1,6
33,33,116,2004,Derrick Coleman,5,C,5,PHI,5,34.0,10,30.0,9,3.1,9,7.6,9,1.1,6,0.222,8,6.6,8,0.444,8,0.429,10,1.4,9,1.9,9,0.754,6,1.3,5,4.3,4,5.6,5,0.8,9,1.4,9,0.7,9,0.8,3,1.7,7,2.3,7,8.0,9,11.6,10,0.471,10,0.139,6,0.251,7,6.3,4,20.3,2,13.4,3,9.9,8,1.5,7,2.4,2,16.5,2,19.2,7,-0.4,10,1.2,8,0.8,10,0.047,9,-2.5,10,0.4,4,-2.1,9,0.0,9,11.0,7,0.305,5,0.162,4,0.193,3,0.201,6,6.2,4,16.7,6,0.139,6,0.1,6
34,34,120,2004,Jason Collins,5,C,5,NJN,5,78.0,5,78.0,3,2.1,10,4.9,10,0.0,10,0.0,10,4.9,9,0.427,9,0.424,10,1.7,7,2.4,7,0.739,7,1.8,4,3.3,6,5.1,5,1.7,4,2.0,7,0.9,7,0.7,3,1.2,9,3.2,2,5.9,10,10.0,10,0.497,8,0.005,9,0.479,1,7.6,3,13.6,5,10.6,4,10.8,7,1.6,6,1.9,3,17.3,1,11.9,10,1.4,8,3.5,3,4.9,6,0.105,6,-2.9,10,1.3,2,-1.5,8,0.3,8,7.5,9,0.458,2,0.125,6,0.208,2,0.203,6,6.3,4,0.0,9,0.006000000000000005,9,0.2,2
35,35,124,2004,Jamal Crawford,5,SG,5,CHI,5,80.0,4,73.0,4,6.4,3,16.5,2,6.5,1,0.317,6,10.0,4,0.432,8,0.449,8,2.5,5,3.0,6,0.833,2,0.6,9,3.0,7,3.5,8,2.1,3,5.1,2,1.4,2,0.4,5,2.4,3,2.0,9,17.3,3,15.9,5,0.486,9,0.395,2,0.182,9,1.7,9,9.5,9,5.5,9,27.5,2,2.1,3,0.8,6,11.9,8,25.7,2,1.9,7,2.1,6,4.1,7,0.069,9,1.9,3,-0.5,7,1.4,4,2.4,4,17.5,1,0.14,10,0.088,8,0.107,8,0.27,3,1.5,7,19.2,5,0.395,2,0.1,6
