,level_0,index,Season,Offensive Profile,Defensive Profile,Player,Pos,Team,G,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST/TOV,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA,%3PA,%FGA 3P,std_areas_FGA
14,14,65,2011,No significant offensive role,No significant defensive role,Raja Bell,SG,UTA,68.0,63.0,2.8,6.9,2.8,0.352,4.0,0.449,0.482,1.3,1.5,0.892,0.5,2.1,2.6,1.9,1.7,0.8,0.2,0.9,2.5,8.0,8.2,0.528,0.413,0.218,1.8,8.4,5.1,8.3,1.4,0.5,11.0,12.6,1.2,0.5,1.7,0.04,-2.4,-0.7,-3.1,-0.6,19.2,0.084,0.041,0.062,0.4,0.2,35.8,0.41300000000000003,0.2
15,15,66,2011,Pure Shooter/Stretcher,No significant defensive role,Mike Bibby,PG,TOT,80.0,68.0,3.1,7.2,4.4,0.44,2.9,0.417,0.563,0.5,0.8,0.629,0.2,2.2,2.4,2.5,3.3,0.6,0.1,1.3,2.2,8.6,10.9,0.57,0.604,0.108,0.9,9.2,5.1,17.9,1.2,0.3,14.3,14.6,2.2,1.8,4.0,0.085,-0.6,-0.4,-0.9,0.6,20.9,0.063,0.028,0.036,0.269,0.0,28.199999999999996,0.604,0.2
16,16,71,2011,Creator/Facilitator,No significant defensive role,Chauncey Billups,PG,TOT,72.0,72.0,4.7,11.0,5.0,0.402,6.0,0.448,0.519,5.3,5.8,0.916,0.3,2.3,2.6,2.2,5.4,1.0,0.2,2.5,2.0,16.8,18.7,0.617,0.457,0.528,1.3,8.1,4.7,25.8,1.5,0.5,15.3,22.3,6.6,1.4,8.0,0.166,3.7,-1.2,2.6,2.7,18.0,0.151,0.072,0.089,0.23,0.0,12.1,0.4580000000000001,0.1
17,17,76,2011,Versatile Scorer,No significant defensive role,Andray Blatche,PF,WAS,64.0,63.0,6.7,15.0,0.3,0.222,14.7,0.449,0.447,3.4,4.4,0.777,2.9,5.4,8.2,0.9,2.3,1.5,0.8,2.7,2.8,16.8,16.9,0.497,0.019,0.296,9.3,18.7,13.8,11.7,2.3,1.8,13.7,25.5,0.3,2.1,2.4,0.053,-0.3,-0.5,-0.9,0.6,8.9,0.354,0.228,0.17,0.229,4.1000000000000005,22.2,0.019000000000000017,0.1
18,18,79,2011,No significant offensive role,Paint Protector,Andrew Bogut,C,MIL,65.0,65.0,5.6,11.4,0.1,0.0,11.4,0.497,0.495,1.5,3.3,0.442,3.1,8.0,11.1,1.1,2.0,0.7,2.6,1.9,3.3,12.8,16.7,0.496,0.005,0.292,9.8,27.1,18.3,10.4,1.1,5.8,13.0,19.6,0.3,5.1,5.4,0.112,-1.0,2.4,1.3,1.9,4.8,0.411,0.512,0.063,0.008,8.9,0.0,0.006000000000000005,0.2
19,19,82,2011,Slasher,Rebounding Specialist,Carlos Boozer,C,CHI,59.0,59.0,7.3,14.3,0.0,,14.3,0.51,0.51,2.9,4.1,0.701,2.2,7.4,9.6,1.0,2.5,0.8,0.3,2.5,3.2,17.5,18.8,0.542,0.0,0.289,8.3,26.3,17.6,14.3,1.3,0.7,13.5,26.9,1.9,3.9,5.8,0.149,0.2,0.8,1.0,1.4,7.4,0.383,0.269,0.206,0.142,4.5,,0.0,0.1
20,20,83,2011,Versatile Scorer,No significant defensive role,Chris Bosh*,PF,MIA,77.0,77.0,6.8,13.7,0.3,0.24,13.4,0.502,0.499,5.0,6.1,0.815,1.8,6.5,8.3,1.1,1.9,0.8,0.6,1.8,2.2,18.7,19.4,0.569,0.024,0.446,6.4,20.0,13.6,8.9,1.1,1.4,9.8,23.5,6.1,4.3,10.3,0.177,1.4,-0.2,1.3,2.3,11.4,0.225,0.213,0.189,0.348,5.4,12.0,0.025000000000000022,0.1
21,21,87,2011,No significant offensive role,Perimeter Defender,Elton Brand,PF,PHI,81.0,81.0,6.2,12.1,0.0,0.0,12.1,0.512,0.512,2.6,3.4,0.78,2.9,5.4,8.3,1.2,1.5,1.1,1.3,1.2,3.0,15.0,18.5,0.553,0.001,0.278,9.7,18.0,13.9,7.1,1.7,2.9,8.4,19.7,5.1,4.4,9.4,0.161,0.7,0.6,1.3,2.4,9.7,0.198,0.269,0.409,0.123,4.0,0.0,0.0010000000000000009,0.1
22,22,100,2011,Slasher,Rebounding Specialist,Kwame Brown,C,CHA,66.0,50.0,2.9,5.7,0.0,,5.7,0.517,0.517,2.1,3.5,0.589,2.2,4.6,6.8,0.7,0.7,0.4,0.6,1.0,2.6,7.9,12.8,0.55,0.0,0.616,10.3,21.6,15.9,4.1,0.8,1.8,12.6,14.9,1.8,1.7,3.5,0.097,-1.9,-0.9,-2.8,-0.3,4.4,0.573,0.28,0.133,0.013,11.200000000000001,,0.0010000000000000009,0.2
23,23,102,2011,Creator/Facilitator,No significant defensive role,Kobe Bryant*,SG,LAL,82.0,82.0,9.0,20.0,4.3,0.323,15.6,0.487,0.487,5.9,7.1,0.828,1.0,4.1,5.1,1.6,4.7,1.2,0.1,3.0,2.1,25.3,23.9,0.548,0.217,0.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,6.8,3.5,10.3,0.178,5.4,-0.2,5.2,5.0,14.5,0.152,0.19,0.192,0.249,2.3,12.1,0.21699999999999997,0.0
24,24,104,2011,Versatile Scorer,No significant defensive role,Caron Butler,SF,DAL,29.0,29.0,5.9,13.0,2.2,0.431,10.8,0.454,0.487,2.3,3.0,0.773,0.8,3.3,4.1,0.9,1.6,1.0,0.3,1.7,2.0,15.0,14.2,0.523,0.172,0.233,3.1,12.5,8.0,9.1,1.7,0.7,10.5,25.1,0.2,1.0,1.2,0.067,-0.8,0.0,-0.9,0.2,15.2,0.172,0.101,0.159,0.397,1.9,38.5,0.17099999999999993,0.1
25,25,108,2011,Slasher,Rebounding Specialist,Andrew Bynum,C,LAL,54.0,47.0,4.4,7.6,0.0,,7.6,0.574,0.574,2.6,3.9,0.66,3.1,6.3,9.4,1.0,1.4,0.4,2.0,1.4,2.6,11.3,21.1,0.606,0.0,0.506,13.3,24.7,19.2,7.7,0.7,5.4,12.8,17.6,3.8,2.8,6.6,0.21,1.8,1.4,3.2,2.0,3.9,0.496,0.446,0.058,0.0,19.900000000000002,,0.0,0.2
26,26,110,2011,No significant offensive role,No significant defensive role,José Calderón,PG,TOR,68.0,55.0,3.9,8.8,2.3,0.365,6.5,0.466,0.487,1.3,1.5,0.854,0.4,2.5,3.0,4.0,8.9,1.2,0.1,2.2,2.1,9.8,16.3,0.522,0.262,0.173,1.7,9.9,5.7,43.0,2.0,0.3,18.8,16.8,3.2,0.4,3.7,0.084,1.9,-1.2,0.8,1.5,16.1,0.206,0.039,0.091,0.403,0.0,12.8,0.261,0.1
27,27,111,2011,No significant offensive role,Paint Protector,Marcus Camby,C,POR,59.0,51.0,2.0,5.0,0.0,0.0,5.0,0.399,0.398,0.7,1.2,0.614,3.1,7.2,10.3,1.9,2.1,0.7,1.6,1.1,2.4,4.7,14.8,0.426,0.003,0.238,13.8,35.2,24.1,11.7,1.4,5.0,16.0,11.7,0.8,3.0,3.7,0.116,-0.7,2.2,1.5,1.4,7.4,0.466,0.197,0.126,0.207,3.1,0.0,0.0040000000000000036,0.2
28,28,125,2011,Versatile Scorer,No significant defensive role,Vince Carter,SG,TOT,73.0,63.0,5.3,12.2,4.4,0.361,7.8,0.479,0.502,1.8,2.4,0.74,0.7,3.0,3.8,1.7,2.0,0.9,0.3,1.2,2.6,14.0,14.8,0.528,0.36,0.194,3.1,12.4,7.8,12.1,1.7,0.7,8.5,23.5,2.0,1.9,3.8,0.089,0.1,0.2,0.3,1.2,14.9,0.227,0.143,0.101,0.169,4.5,30.2,0.36,0.1
29,29,128,2011,No significant offensive role,No significant defensive role,Omri Casspi,SF,SAC,71.0,27.0,3.2,7.7,3.5,0.372,4.2,0.445,0.496,1.0,1.4,0.673,1.0,3.3,4.3,1.0,1.0,0.8,0.2,1.0,1.6,8.6,11.7,0.517,0.452,0.185,4.8,16.0,10.3,6.6,1.6,0.6,10.3,16.7,1.1,1.3,2.5,0.069,-0.1,-0.4,-0.6,0.6,15.9,0.198,0.159,0.059,0.132,4.9,34.4,0.45199999999999996,0.1
30,30,130,2011,Paint Threat,Paint Protector,Tyson Chandler,C,DAL,74.0,74.0,3.6,5.5,0.0,,5.5,0.654,0.654,2.9,4.0,0.732,2.8,6.6,9.4,0.3,0.4,0.5,1.1,1.2,3.2,10.1,18.4,0.697,0.0,0.725,12.2,26.6,19.7,2.4,0.9,3.0,14.1,14.2,5.8,3.5,9.4,0.218,0.6,1.0,1.5,1.8,3.8,0.727,0.155,0.025,0.093,33.7,,0.0,0.3
31,31,131,2011,Versatile Scorer,No significant defensive role,Wilson Chandler,SF,TOT,72.0,49.0,6.0,13.2,4.4,0.35,8.8,0.501,0.509,1.8,2.2,0.807,1.0,4.6,5.7,1.2,1.7,0.7,1.3,1.4,2.8,15.3,14.6,0.537,0.336,0.169,3.6,15.9,9.7,8.1,1.0,2.9,9.2,20.9,2.1,1.9,3.9,0.079,0.2,-0.4,-0.2,1.1,14.6,0.215,0.155,0.105,0.189,5.5,36.6,0.3360000000000001,0.1
32,32,143,2011,Creator/Facilitator,No significant defensive role,Darren Collison,PG,IND,79.0,79.0,5.0,11.0,1.6,0.331,9.4,0.479,0.481,2.6,2.9,0.871,0.5,2.3,2.8,2.0,5.1,1.1,0.2,2.5,1.4,13.2,15.6,0.534,0.143,0.267,1.9,8.6,5.3,28.9,1.9,0.4,16.6,21.9,2.1,2.2,4.3,0.087,0.4,-0.7,-0.3,1.0,12.1,0.249,0.185,0.179,0.244,0.6,19.400000000000002,0.14300000000000002,0.0
33,33,145,2011,No significant offensive role,Perimeter Defender,Mike Conley,PG,MEM,81.0,81.0,5.2,11.8,2.7,0.369,9.1,0.466,0.486,2.2,3.0,0.733,0.4,2.7,3.0,3.0,6.5,1.8,0.2,2.2,2.2,13.7,15.9,0.521,0.228,0.259,1.3,9.0,5.1,28.0,2.6,0.5,14.2,19.4,3.4,3.2,6.6,0.111,0.7,0.5,1.2,2.3,12.2,0.292,0.197,0.086,0.197,0.3,21.7,0.22799999999999998,0.1
34,34,149,2011,Versatile Scorer,Rebounding Specialist,DeMarcus Cousins,C,SAC,81.0,62.0,5.3,12.4,0.2,0.167,12.2,0.435,0.432,3.4,5.0,0.687,2.7,6.0,8.6,0.8,2.5,1.0,0.8,3.3,4.1,14.1,14.6,0.484,0.018,0.4,10.4,24.4,17.2,14.7,1.9,2.1,18.5,27.2,-1.9,2.9,1.1,0.022,-2.7,0.1,-2.6,-0.4,8.4,0.304,0.349,0.116,0.214,6.1,16.7,0.017000000000000015,0.1
35,35,150,2011,No significant offensive role,No significant defensive role,Jamal Crawford,SG,ATL,76.0,0.0,4.8,11.5,4.6,0.341,6.9,0.474,0.489,2.9,3.4,0.854,0.3,1.4,1.7,1.7,3.2,0.8,0.2,1.9,1.3,14.2,14.2,0.545,0.399,0.297,1.2,5.6,3.4,17.7,1.3,0.5,12.8,23.4,1.9,1.4,3.4,0.071,0.6,-1.6,-1.0,0.6,17.2,0.134,0.125,0.08,0.262,0.8,34.4,0.399,0.1
36,36,151,2011,No significant offensive role,No significant defensive role,Jordan Crawford,SG,TOT,42.0,18.0,4.6,11.9,3.0,0.258,8.9,0.427,0.417,1.7,2.0,0.869,0.7,1.8,2.5,1.4,2.8,0.9,0.1,2.0,1.5,11.7,11.8,0.456,0.256,0.168,3.4,8.6,5.9,19.8,2.0,0.2,13.4,27.0,-1.0,0.5,-0.6,-0.026,-1.5,-2.3,-3.8,-0.5,14.9,0.172,0.148,0.156,0.268,2.1999999999999997,35.199999999999996,0.256,0.0
37,37,158,2011,Creator/Facilitator,No significant defensive role,Stephen Curry,PG,GSW,74.0,74.0,6.8,14.2,4.6,0.442,9.6,0.498,0.551,2.9,3.1,0.934,0.7,3.2,3.9,1.9,5.8,1.5,0.3,3.1,3.1,18.6,19.4,0.595,0.325,0.216,2.3,10.9,6.5,28.1,2.2,0.6,16.4,24.4,5.4,1.3,6.6,0.128,3.0,-0.7,2.3,2.7,16.2,0.169,0.117,0.109,0.28,0.4,24.0,0.32499999999999996,0.1
38,38,159,2011,No significant offensive role,Rebounding Specialist,Samuel Dalembert,C,SAC,80.0,46.0,3.4,7.1,0.0,0.0,7.1,0.474,0.473,1.4,1.9,0.73,2.7,5.6,8.2,0.5,0.8,0.5,1.5,1.7,2.8,8.1,14.1,0.509,0.004,0.261,12.1,26.9,19.3,5.3,0.9,4.3,17.3,17.1,0.4,2.5,2.9,0.072,-2.3,0.2,-2.2,-0.1,7.5,0.362,0.3,0.199,0.136,11.3,0.0,0.0030000000000000027,0.1
39,39,163,2011,Creator/Facilitator,No significant defensive role,Baron Davis,PG,TOT,58.0,44.0,5.0,11.9,4.1,0.339,7.8,0.458,0.475,1.7,2.3,0.771,0.6,2.1,2.7,2.7,6.7,1.3,0.5,2.5,2.5,13.1,17.0,0.506,0.345,0.189,2.5,8.6,5.5,41.2,2.4,1.3,16.3,24.4,1.5,1.3,2.8,0.081,2.2,-0.3,1.9,1.6,14.2,0.231,0.193,0.114,0.117,0.6,9.2,0.345,0.1
40,40,166,2011,Paint Threat,Rebounding Specialist,Ed Davis,PF,TOR,65.0,17.0,3.3,5.7,0.0,,5.7,0.576,0.576,1.1,2.0,0.555,2.6,4.5,7.1,0.9,0.6,0.6,1.0,0.7,2.8,7.7,15.8,0.583,0.0,0.343,12.1,22.3,17.1,3.8,1.3,3.2,10.1,13.3,2.9,1.1,4.0,0.119,-0.2,-0.8,-0.9,0.4,4.8,0.571,0.252,0.129,0.048,17.2,,0.0,0.2
41,41,167,2011,No significant offensive role,Perimeter Defender,Glen Davis,C,BOS,78.0,13.0,4.6,10.3,0.2,0.133,10.1,0.454,0.449,2.5,3.4,0.736,1.3,4.2,5.4,1.1,1.2,1.0,0.4,1.1,3.0,11.7,12.8,0.499,0.019,0.331,5.7,16.4,11.4,6.6,1.8,1.0,8.5,20.9,0.6,4.3,4.9,0.102,-2.6,0.7,-1.9,0.0,11.2,0.286,0.16,0.134,0.402,1.7000000000000002,13.3,0.018000000000000016,0.1
42,42,169,2011,No significant offensive role,Perimeter Defender,Carlos Delfino,SF,MIL,49.0,40.0,4.1,10.5,5.8,0.37,4.7,0.415,0.492,1.2,1.5,0.8,0.5,3.6,4.1,1.9,2.3,1.6,0.2,1.2,1.5,11.5,13.1,0.517,0.554,0.146,1.7,13.2,7.3,12.1,2.6,0.4,9.5,17.7,0.9,2.6,3.5,0.105,-0.3,1.7,1.5,1.4,18.1,0.166,0.076,0.053,0.152,1.6,39.1,0.553,0.2
43,43,170,2011,Slasher,No significant defensive role,Luol Deng,SF,CHI,82.0,82.0,6.5,14.1,4.1,0.345,10.0,0.506,0.51,3.1,4.1,0.753,1.4,4.4,5.8,1.5,2.8,1.0,0.6,1.9,2.0,17.4,15.5,0.549,0.288,0.291,4.4,12.8,8.7,11.9,1.3,1.1,10.7,20.9,4.7,5.2,9.9,0.149,1.1,0.6,1.7,3.0,13.7,0.268,0.158,0.069,0.217,2.9000000000000004,38.1,0.2879999999999999,0.1
44,44,171,2011,Versatile Scorer,No significant defensive role,DeMar DeRozan,SG,TOR,82.0,82.0,6.6,14.1,0.6,0.096,13.4,0.485,0.469,4.0,4.9,0.813,0.9,2.9,3.8,1.0,1.8,1.0,0.4,1.8,2.6,17.2,14.5,0.53,0.045,0.348,3.0,10.2,6.5,8.6,1.5,0.8,9.8,23.2,2.8,0.5,3.2,0.055,-0.9,-1.5,-2.5,-0.3,11.2,0.297,0.17,0.176,0.312,5.8999999999999995,34.599999999999994,0.04499999999999993,0.1
45,45,172,2011,No significant offensive role,No significant defensive role,Boris Diaw,PF,CHA,82.0,82.0,4.6,9.4,2.8,0.345,6.7,0.553,0.543,1.0,1.5,0.683,1.3,3.8,5.0,2.0,4.1,0.9,0.6,2.0,2.3,11.3,13.9,0.558,0.292,0.159,4.5,13.6,9.0,20.6,1.4,1.3,16.7,16.8,2.4,2.3,4.8,0.082,0.3,0.3,0.6,1.8,12.7,0.302,0.194,0.044,0.168,0.4,4.3999999999999995,0.2919999999999999,0.1
46,46,177,2011,No significant offensive role,No significant defensive role,Toney Douglas,SG,NYK,81.0,9.0,3.9,9.3,4.7,0.373,4.6,0.46,0.511,1.0,1.3,0.794,0.8,2.2,3.0,2.7,3.0,1.1,0.0,1.1,2.2,10.6,15.2,0.534,0.507,0.142,3.7,10.5,7.1,19.5,2.3,0.1,10.0,20.1,3.0,1.2,4.2,0.101,0.9,-0.6,0.4,1.2,17.1,0.18,0.113,0.086,0.114,0.0,21.4,0.507,0.2
47,47,184,2011,No significant offensive role,No significant defensive role,Jared Dudley,SF,PHO,82.0,15.0,3.7,7.7,3.1,0.415,4.6,0.519,0.56,2.0,2.7,0.743,1.4,2.5,3.9,1.4,1.3,1.1,0.2,0.9,1.7,10.6,15.6,0.598,0.402,0.347,6.0,11.2,8.6,7.6,2.1,0.7,9.6,16.9,4.2,1.4,5.6,0.126,1.5,0.2,1.8,2.0,15.2,0.254,0.081,0.081,0.181,1.9,36.0,0.403,0.1
48,48,186,2011,Versatile Scorer,Paint Protector,Tim Duncan*,C,SAS,76.0,76.0,5.5,11.0,0.1,0.0,11.0,0.502,0.5,2.4,3.4,0.716,2.2,6.7,8.9,1.7,2.7,0.7,1.9,1.6,1.6,13.4,21.9,0.537,0.005,0.307,9.3,26.8,18.3,15.7,1.2,4.8,11.4,22.9,3.7,4.0,7.7,0.171,2.2,2.2,4.4,3.5,9.0,0.254,0.347,0.185,0.209,4.3,0.0,0.0050000000000000044,0.1
49,49,187,2011,No significant offensive role,No significant defensive role,Mike Dunleavy,SG,IND,61.0,44.0,3.9,8.5,4.2,0.402,4.4,0.519,0.56,1.6,2.0,0.8,0.5,4.1,4.5,1.5,1.7,0.7,0.5,1.1,1.8,11.2,14.6,0.593,0.488,0.24,1.9,16.2,9.1,10.1,1.2,1.3,10.7,16.9,2.6,1.9,4.5,0.129,1.1,0.4,1.6,1.5,18.0,0.165,0.067,0.06,0.219,0.4,19.7,0.489,0.2
50,50,189,2011,Versatile Scorer,No significant defensive role,Kevin Durant,SF,OKC,78.0,78.0,9.1,19.7,5.3,0.35,14.4,0.504,0.509,7.6,8.7,0.88,0.7,6.1,6.8,1.0,2.7,1.1,1.0,2.8,2.0,27.7,23.6,0.589,0.269,0.439,2.3,17.7,10.3,13.2,1.5,1.8,10.6,30.6,8.6,3.3,12.0,0.189,5.2,-0.3,4.9,5.3,15.5,0.162,0.113,0.16,0.296,8.3,6.3,0.2689999999999999,0.1
51,51,192,2011,Versatile Scorer,No significant defensive role,Monta Ellis,SG,GSW,80.0,80.0,9.1,20.1,4.7,0.361,15.4,0.478,0.493,4.3,5.4,0.789,0.6,3.0,3.5,1.7,5.6,2.1,0.3,3.2,2.5,24.1,18.6,0.536,0.235,0.268,1.5,8.5,4.9,23.4,2.6,0.5,12.3,28.1,4.3,1.7,6.0,0.089,1.7,-0.9,0.8,2.3,14.2,0.24,0.133,0.091,0.3,2.7,25.3,0.236,0.1
52,52,202,2011,No significant offensive role,Rebounding Specialist,Reggie Evans,PF,TOR,30.0,18.0,1.4,3.4,0.0,0.0,3.4,0.412,0.408,1.6,2.9,0.545,4.0,7.5,11.5,1.0,1.3,1.0,0.2,1.3,3.0,4.4,12.4,0.466,0.01,0.854,17.2,34.4,25.6,6.4,1.9,0.6,21.6,10.1,0.5,0.8,1.3,0.077,-0.9,-0.6,-1.5,0.1,3.8,0.689,0.214,0.029,0.058,1.9,0.0,0.010000000000000009,0.2
