,index,Player,Pos,Team,Team ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,AST/TOV,AST/TOV ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
124,124.0,Josh Hart,SF,POR,5,51.0,6,3.6,9,7.1,9,2.2,9,0.3,9,4.9,7,0.59,3,0.55,6,1.7,7,2.3,7,0.73,8,1.9,2,6.3,2,8.2,2,3.9,4,1.1,3,0.2,9,2.6,2,1.5,6,2.6,3,9.5,9,12.7,8,0.59,5,0.31,8,0.33,3,6.4,3,21.9,2,14.1,2,16.0,5,1.5,5,0.5,9,16.0,2,12.6,10,2.0,6,1.2,8,3.2,6,0.09,7,-0.9,8,0.7,3,-0.2,7,0.8,7,10.6,8,45.5,2,13.200000000000001,9,7.199999999999999,6,3.3000000000000003,7,30.799999999999997,7,15.8,5
125,125.0,Josh Hart,SF,POR,5,51.0,6,3.6,9,7.1,9,2.2,9,0.3,9,4.9,7,0.59,3,0.55,6,1.7,7,2.3,7,0.73,8,1.9,2,6.3,2,8.2,2,3.9,4,1.1,3,0.2,9,2.6,2,1.5,6,2.6,3,9.5,9,12.7,8,0.59,5,0.31,8,0.33,3,6.4,3,21.9,2,14.1,2,16.0,5,1.5,5,0.5,9,16.0,2,12.6,10,2.0,6,1.2,8,3.2,6,0.09,7,-0.9,8,0.7,3,-0.2,7,0.8,7,10.5,8,42.0,2,19.1,6,5.1,8,0.6,9,33.2,7,15.9,5
126,126.0,Josh Hart,SF,NYK,5,1.0,10,3.7,8,6.3,10,2.1,9,0.52,1,4.2,9,0.62,2,0.67,1,1.8,6,2.3,7,0.79,6,1.9,2,5.2,3,7.0,3,3.6,5,1.4,1,0.5,4,2.4,3,1.5,6,2.5,4,10.2,8,17.1,4,0.7,1,0.33,7,0.36,2,6.9,2,19.0,3,12.9,3,16.2,5,2.2,1,1.5,4,17.3,1,12.6,10,1.8,6,1.0,8,2.8,7,0.18,2,1.4,4,2.0,1,3.4,2,1.0,6,10.6,8,44.4,2,15.0,8,6.5,7,2.5,7,31.599999999999994,7,15.8,5
127,127.0,Josh Hart,SF,NYK,5,1.0,10,3.7,8,6.3,10,2.1,9,0.52,1,4.2,9,0.62,2,0.67,1,1.8,6,2.3,7,0.79,6,1.9,2,5.2,3,7.0,3,3.6,5,1.4,1,0.5,4,2.4,3,1.5,6,2.5,4,10.2,8,17.1,4,0.7,1,0.33,7,0.36,2,6.9,2,19.0,3,12.9,3,16.2,5,2.2,1,1.5,4,17.3,1,12.6,10,1.8,6,1.0,8,2.8,7,0.18,2,1.4,4,2.0,1,3.4,2,1.0,6,10.6,8,45.5,2,13.200000000000001,9,7.199999999999999,6,3.3000000000000003,7,30.799999999999997,7,15.8,5
128,128.0,Josh Hart,SF,NYK,5,1.0,10,3.7,8,6.3,10,2.1,9,0.52,1,4.2,9,0.62,2,0.67,1,1.8,6,2.3,7,0.79,6,1.9,2,5.2,3,7.0,3,3.6,5,1.4,1,0.5,4,2.4,3,1.5,6,2.5,4,10.2,8,17.1,4,0.7,1,0.33,7,0.36,2,6.9,2,19.0,3,12.9,3,16.2,5,2.2,1,1.5,4,17.3,1,12.6,10,1.8,6,1.0,8,2.8,7,0.18,2,1.4,4,2.0,1,3.4,2,1.0,6,10.5,8,42.0,2,19.1,6,5.1,8,0.6,9,33.2,7,15.9,5
129,129.0,Killian Hayes,PG,DET,5,56.0,5,4.0,8,10.7,6,3.8,7,0.28,9,7.0,5,0.43,10,0.43,10,1.2,8,1.5,9,0.82,5,0.4,9,2.5,9,2.9,10,6.2,2,1.4,1,0.4,6,2.7,2,2.3,3,2.9,2,10.3,8,10.2,10,0.46,10,0.35,7,0.14,9,1.4,10,10.2,9,5.7,9,32.3,1,2.3,1,1.1,6,16.7,1,20.5,6,-1.9,10,1.4,7,-0.5,10,-0.01,10,-3.3,10,-0.5,7,-3.8,10,-1.0,10,15.7,4,8.6,10,21.6,4,23.599999999999998,1,11.200000000000001,2,35.0,6,9.5,9
130,130.0,Gordon Hayward,SF,CHO,5,50.0,6,5.5,5,11.6,5,3.2,8,0.32,8,8.4,4,0.53,6,0.52,8,2.6,5,3.2,5,0.81,5,0.7,7,3.6,6,4.3,7,4.1,4,0.8,7,0.2,9,2.0,5,2.0,4,1.4,10,14.7,5,13.5,7,0.56,8,0.28,8,0.27,5,2.2,8,12.6,6,7.3,7,19.3,4,1.3,7,0.7,8,13.2,4,20.0,6,0.8,8,1.1,8,2.0,8,0.06,8,-1.1,8,-0.3,6,-1.4,8,0.2,9,14.4,6,16.0,8,20.1,5,19.1,2,17.2,1,27.599999999999994,8,4.1,10
131,131.0,Tyler Herro,SG,MIA,5,67.0,3,7.3,3,16.6,2,8.0,1,0.38,3,8.5,4,0.5,8,0.53,7,2.5,5,2.7,6,0.93,1,0.4,9,5.0,4,5.4,4,4.2,4,0.8,7,0.2,9,1.8,6,2.4,2,1.5,10,20.1,3,15.3,6,0.57,7,0.48,4,0.16,9,1.3,10,17.3,4,9.0,5,19.9,4,1.1,9,0.7,8,11.7,6,25.6,3,1.1,8,2.4,3,3.5,6,0.07,8,1.5,4,-0.8,8,0.6,6,1.6,4,17.1,3,9.3,10,18.9,6,15.2,2,7.6,4,49.0,3,15.1,5
132,132.0,Buddy Hield,SF,IND,5,73.0,2,5.9,4,13.0,4,8.5,1,0.42,1,4.5,8,0.52,7,0.6,2,1.3,8,1.6,8,0.82,5,0.8,7,4.2,4,5.0,5,2.8,6,1.2,2,0.3,7,1.6,7,1.7,5,2.0,8,16.8,4,15.4,6,0.61,3,0.65,1,0.12,10,3.0,6,14.9,4,8.9,5,13.3,6,1.8,3,0.9,7,11.3,6,20.8,5,2.7,4,1.6,6,4.4,5,0.08,7,2.5,2,-0.6,7,1.9,3,2.4,2,19.2,1,15.1,8,8.4,10,4.3999999999999995,8,6.6000000000000005,4,65.5,1,23.0,2
133,133.0,Jrue Holiday,PG,MIL,5,65.0,4,7.3,3,15.3,3,6.1,3,0.38,3,9.1,3,0.54,5,0.56,5,2.3,5,2.6,6,0.86,3,1.2,4,3.9,5,5.1,5,7.4,1,1.2,2,0.4,6,2.6,2,2.9,2,1.7,9,19.3,3,19.2,3,0.59,5,0.4,6,0.17,8,3.9,5,12.0,7,8.1,6,34.4,1,1.7,3,0.9,7,15.2,2,25.0,3,3.9,3,2.8,2,6.7,2,0.15,2,3.0,2,0.1,5,3.1,2,2.8,2,15.3,5,19.400000000000002,6,21.6,4,9.6,5,9.3,3,40.099999999999994,6,11.2,8
134,134.0,Al Horford,C,BOS,5,63.0,4,3.6,9,7.6,9,5.2,4,0.45,1,2.4,10,0.54,5,0.63,1,0.2,10,0.3,10,0.71,9,1.2,4,5.0,4,6.2,4,3.0,6,0.5,10,1.0,2,5.0,1,0.6,10,1.9,8,9.8,9,13.8,7,0.63,2,0.68,1,0.04,10,4.2,5,17.7,3,11.1,3,13.2,7,0.8,10,2.7,2,7.0,10,11.9,10,3.6,3,2.7,2,6.3,2,0.16,2,1.6,3,1.7,1,3.3,2,2.5,2,18.8,1,14.000000000000002,9,12.3,9,3.8,9,2.1,8,67.8,1,24.3,1
135,135.0,Kevin Huerter,SG,SAC,5,75.0,1,5.6,5,11.5,5,6.8,2,0.4,2,4.7,8,0.6,2,0.6,2,1.3,8,1.7,8,0.72,9,0.6,8,2.8,8,3.3,9,2.9,6,1.1,3,0.3,7,2.2,4,1.3,7,2.4,5,15.2,5,15.2,6,0.62,3,0.59,2,0.15,9,2.2,8,10.8,8,6.5,8,14.1,6,1.7,3,1.0,6,9.5,8,19.9,6,3.3,3,1.7,6,4.9,4,0.11,5,1.4,4,-0.3,6,1.0,4,1.7,4,17.8,2,13.5,9,14.099999999999998,8,8.7,5,4.2,6,59.5,2,20.1,2
136,136.0,De'Andre Hunter,SF,ATL,5,67.0,3,5.7,5,12.3,4,4.3,6,0.35,6,8.0,4,0.52,7,0.52,8,2.6,5,3.1,5,0.83,4,0.7,7,3.6,6,4.2,7,1.4,10,0.5,10,0.3,7,1.2,9,1.2,8,3.0,1,15.4,5,11.5,9,0.56,8,0.35,7,0.25,6,2.3,8,12.4,6,7.3,7,6.0,10,0.8,10,0.7,8,8.2,9,19.7,6,1.4,7,1.2,8,2.5,8,0.06,8,-1.9,9,-1.4,10,-3.3,10,-0.7,10,14.4,6,15.7,8,17.599999999999998,7,19.3,2,11.4,2,36.00000000000001,6,8.4,10
137,137.0,Brandon Ingram,SF,NOP,5,45.0,7,9.0,1,18.6,1,3.6,7,0.39,3,14.9,1,0.51,7,0.52,8,5.3,1,6.0,2,0.88,2,0.5,8,5.0,4,5.5,4,5.8,2,0.7,8,0.4,6,1.8,6,3.3,1,2.6,3,24.7,2,19.2,3,0.58,6,0.2,9,0.33,3,1.7,9,16.4,4,9.1,5,28.1,2,1.0,9,1.2,6,13.4,4,30.8,1,1.8,6,1.7,6,3.5,6,0.11,5,2.2,2,-0.4,7,1.7,4,1.5,4,13.5,7,13.5,9,18.9,6,27.3,1,19.2,1,21.099999999999994,9,4.4,10
138,138.0,Kyrie Irving,PG-SG,TOT,5,60.0,5,9.9,1,20.1,1,8.3,1,0.38,3,11.8,2,0.57,4,0.57,4,4.1,2,4.6,3,0.9,1,1.0,5,4.1,5,5.1,5,5.5,2,1.1,3,0.8,2,2.6,2,2.1,3,2.8,2,27.1,1,22.4,1,0.61,3,0.41,5,0.23,7,3.0,6,12.3,6,7.7,7,25.4,3,1.4,6,1.7,4,8.8,9,28.9,2,5.4,1,2.0,4,7.4,2,0.16,2,4.8,1,-0.7,8,4.1,1,3.5,1,15.8,4,16.0,8,18.2,6,15.5,2,9.1,3,41.199999999999996,5,11.0,8
139,139.0,Kyrie Irving,PG-SG,TOT,5,60.0,5,9.9,1,20.1,1,8.3,1,0.38,3,11.8,2,0.57,4,0.57,4,4.1,2,4.6,3,0.9,1,1.0,5,4.1,5,5.1,5,5.5,2,1.1,3,0.8,2,2.6,2,2.1,3,2.8,2,27.1,1,22.4,1,0.61,3,0.41,5,0.23,7,3.0,6,12.3,6,7.7,7,25.4,3,1.4,6,1.7,4,8.8,9,28.9,2,5.4,1,2.0,4,7.4,2,0.16,2,4.8,1,-0.7,8,4.1,1,3.5,1,16.2,3,14.7,8,16.6,7,16.0,2,10.299999999999999,2,42.400000000000006,5,11.4,8
140,140.0,Kyrie Irving,PG,BRK,5,40.0,8,10.0,1,20.5,1,8.7,1,0.37,4,11.8,2,0.57,4,0.56,5,4.0,2,4.5,3,0.88,2,1.0,5,4.2,4,5.1,5,5.3,3,1.0,4,0.8,2,2.3,4,2.3,3,2.7,3,27.1,1,21.6,2,0.6,4,0.42,5,0.22,7,3.0,6,12.3,6,7.8,7,24.1,3,1.4,6,1.9,3,9.2,8,29.7,1,2.9,4,1.4,7,4.3,5,0.14,3,4.6,1,-0.8,8,3.8,2,2.2,2,15.8,4,16.0,8,18.2,6,15.5,2,9.1,3,41.199999999999996,5,11.0,8
141,141.0,Kyrie Irving,PG,BRK,5,40.0,8,10.0,1,20.5,1,8.7,1,0.37,4,11.8,2,0.57,4,0.56,5,4.0,2,4.5,3,0.88,2,1.0,5,4.2,4,5.1,5,5.3,3,1.0,4,0.8,2,2.3,4,2.3,3,2.7,3,27.1,1,21.6,2,0.6,4,0.42,5,0.22,7,3.0,6,12.3,6,7.8,7,24.1,3,1.4,6,1.9,3,9.2,8,29.7,1,2.9,4,1.4,7,4.3,5,0.14,3,4.6,1,-0.8,8,3.8,2,2.2,2,16.2,3,14.7,8,16.6,7,16.0,2,10.299999999999999,2,42.400000000000006,5,11.4,8
142,142.0,Jaden Ivey,SG,DET,5,73.0,2,5.5,5,13.3,4,4.7,6,0.34,7,8.6,4,0.46,10,0.48,10,3.6,3,4.8,2,0.75,8,1.0,5,2.9,8,3.9,8,5.2,3,0.8,7,0.2,9,1.6,7,3.2,1,3.3,1,16.3,4,12.1,8,0.53,9,0.36,6,0.36,2,3.4,5,10.7,8,6.9,8,26.2,2,1.3,7,0.7,8,17.2,1,25.4,3,-0.9,10,0.8,9,0.0,10,-0.0,10,-1.4,9,-1.9,10,-3.3,10,-0.7,10,13.8,7,24.2,5,21.099999999999998,4,9.700000000000001,5,8.7,3,36.3,6,10.2,9
143,143.0,Jaren Jackson Jr.,C,MEM,5,63.0,4,6.6,3,13.0,4,4.5,6,0.36,5,8.6,4,0.58,3,0.57,4,3.8,3,4.9,2,0.79,6,1.7,3,5.0,4,6.8,3,1.0,10,1.0,4,3.0,1,0.6,10,1.7,5,3.6,1,18.6,3,21.6,2,0.61,3,0.34,7,0.37,2,6.4,3,18.8,3,12.6,3,5.0,10,1.7,3,9.6,1,10.1,7,24.7,3,2.8,4,3.8,1,6.6,2,0.18,2,0.7,5,2.0,1,2.8,2,2.2,2,11.4,8,30.4,3,31.900000000000002,1,2.8000000000000003,9,0.6,9,34.30000000000001,7,15.0,6
144,144.0,Reggie Jackson,PG,TOT,5,40.0,8,3.9,8,9.4,7,4.2,6,0.33,7,5.2,7,0.47,10,0.49,9,1.0,9,1.1,9,0.91,1,0.4,9,1.8,10,2.1,10,3.4,5,0.7,8,0.1,10,2.0,5,1.7,5,1.7,9,10.2,8,10.0,10,0.51,10,0.45,4,0.12,10,1.7,9,8.0,10,4.9,10,20.0,4,1.4,6,0.3,10,14.6,3,20.8,5,-0.6,10,1.2,8,0.6,10,0.02,10,-2.9,10,-1.1,9,-3.9,10,-0.8,10,16.1,3,13.0,9,20.9,4,10.0,4,10.0,2,46.1,4,13.6,6
145,145.0,Reggie Jackson,PG,TOT,5,40.0,8,3.9,8,9.4,7,4.2,6,0.33,7,5.2,7,0.47,10,0.49,9,1.0,9,1.1,9,0.91,1,0.4,9,1.8,10,2.1,10,3.4,5,0.7,8,0.1,10,2.0,5,1.7,5,1.7,9,10.2,8,10.0,10,0.51,10,0.45,4,0.12,10,1.7,9,8.0,10,4.9,10,20.0,4,1.4,6,0.3,10,14.6,3,20.8,5,-0.6,10,1.2,8,0.6,10,0.02,10,-2.9,10,-1.1,9,-3.9,10,-0.8,10,15.9,4,14.499999999999998,8,22.1,4,10.4,4,10.2,2,42.8,5,12.2,8
146,146.0,Reggie Jackson,PG,LAC,5,38.0,8,4.1,7,9.8,6,4.2,6,0.35,6,5.6,7,0.47,10,0.49,9,1.2,8,1.3,9,0.92,1,0.4,9,1.8,10,2.2,10,3.5,5,0.7,8,0.1,10,1.9,6,1.8,4,1.8,9,10.9,8,10.3,9,0.52,10,0.43,5,0.13,9,1.9,8,7.8,10,4.9,10,19.8,4,1.4,6,0.3,10,15.1,3,20.8,5,-0.4,10,1.0,8,0.6,10,0.02,10,-2.6,10,-1.0,9,-3.7,10,-0.6,10,16.1,3,13.0,9,20.9,4,10.0,4,10.0,2,46.1,4,13.6,6
147,147.0,Reggie Jackson,PG,LAC,5,38.0,8,4.1,7,9.8,6,4.2,6,0.35,6,5.6,7,0.47,10,0.49,9,1.2,8,1.3,9,0.92,1,0.4,9,1.8,10,2.2,10,3.5,5,0.7,8,0.1,10,1.9,6,1.8,4,1.8,9,10.9,8,10.3,9,0.52,10,0.43,5,0.13,9,1.9,8,7.8,10,4.9,10,19.8,4,1.4,6,0.3,10,15.1,3,20.8,5,-0.4,10,1.0,8,0.6,10,0.02,10,-2.6,10,-1.0,9,-3.7,10,-0.6,10,15.9,4,14.499999999999998,8,22.1,4,10.4,4,10.2,2,42.8,5,12.2,8
148,148.0,LeBron James,PF,LAL,5,54.0,6,11.1,1,22.2,1,6.9,2,0.32,8,15.3,1,0.58,3,0.55,6,4.6,2,5.9,2,0.77,7,1.2,4,7.1,1,8.3,2,6.8,1,0.9,6,0.6,3,2.1,5,3.2,1,1.6,9,28.9,1,23.9,1,0.58,6,0.31,8,0.27,5,3.7,5,20.8,3,12.5,3,33.5,1,1.2,8,1.4,5,11.6,6,33.3,1,3.2,4,2.4,3,5.6,3,0.14,3,5.5,1,0.6,4,6.1,1,4.0,1,12.8,7,30.2,3,19.7,6,8.4,6,10.7,2,31.0,7,9.4,9
149,149.0,Cameron Johnson,PF,TOT,5,41.0,7,5.3,6,11.3,5,6.1,3,0.4,2,5.2,7,0.55,5,0.58,3,2.4,5,2.9,5,0.84,4,0.8,7,3.6,6,4.4,6,1.9,8,1.2,2,0.3,7,2.1,5,0.9,10,2.0,8,15.5,5,17.1,4,0.62,3,0.54,2,0.25,6,3.2,6,14.0,5,8.6,6,9.6,8,2.0,2,1.0,6,6.6,10,20.6,5,2.1,5,1.4,7,3.5,6,0.14,3,2.0,3,0.6,4,2.6,2,1.4,4,17.0,3,19.8,6,9.700000000000001,10,8.9,5,7.8,3,53.800000000000004,2,17.4,4
150,150.0,Cameron Johnson,PF,TOT,5,41.0,7,5.3,6,11.3,5,6.1,3,0.4,2,5.2,7,0.55,5,0.58,3,2.4,5,2.9,5,0.84,4,0.8,7,3.6,6,4.4,6,1.9,8,1.2,2,0.3,7,2.1,5,0.9,10,2.0,8,15.5,5,17.1,4,0.62,3,0.54,2,0.25,6,3.2,6,14.0,5,8.6,6,9.6,8,2.0,2,1.0,6,6.6,10,20.6,5,2.1,5,1.4,7,3.5,6,0.14,3,2.0,3,0.6,4,2.6,2,1.4,4,16.5,3,20.9,5,9.6,10,9.6,5,8.0,3,51.9,3,16.6,4
151,151.0,Cameron Johnson,PF,BRK,5,25.0,9,5.6,5,12.0,5,6.2,3,0.37,4,5.8,7,0.57,4,0.56,5,3.0,4,3.5,4,0.85,3,0.8,7,4.0,5,4.8,5,2.1,8,1.4,1,0.3,7,1.9,6,1.1,8,2.2,6,16.6,4,16.9,4,0.61,3,0.52,3,0.29,5,3.0,6,14.3,5,8.8,5,10.0,8,2.2,1,0.9,7,7.4,10,21.1,5,1.2,8,0.9,9,2.1,8,0.13,4,1.4,4,0.6,4,2.0,3,0.8,7,17.0,3,19.8,6,9.700000000000001,10,8.9,5,7.8,3,53.800000000000004,2,17.4,4
152,152.0,Cameron Johnson,PF,BRK,5,25.0,9,5.6,5,12.0,5,6.2,3,0.37,4,5.8,7,0.57,4,0.56,5,3.0,4,3.5,4,0.85,3,0.8,7,4.0,5,4.8,5,2.1,8,1.4,1,0.3,7,1.9,6,1.1,8,2.2,6,16.6,4,16.9,4,0.61,3,0.52,3,0.29,5,3.0,6,14.3,5,8.8,5,10.0,8,2.2,1,0.9,7,7.4,10,21.1,5,1.2,8,0.9,9,2.1,8,0.13,4,1.4,4,0.6,4,2.0,3,0.8,7,16.5,3,20.9,5,9.6,10,9.6,5,8.0,3,51.9,3,16.6,4
153,153.0,Keldon Johnson,SF,SAS,5,63.0,4,8.0,2,17.7,2,6.5,2,0.33,7,11.2,2,0.52,7,0.51,9,3.9,2,5.2,2,0.75,8,0.9,6,4.2,4,5.0,5,2.9,6,0.7,8,0.2,9,1.4,9,2.1,3,2.0,8,22.0,2,15.3,6,0.55,8,0.37,6,0.29,5,2.9,6,14.4,5,8.4,6,13.7,6,1.1,9,0.4,10,9.6,8,27.9,2,0.7,9,0.5,10,1.3,10,0.03,10,0.7,5,-2.5,10,-1.8,9,0.1,9,12.7,7,27.0,4,27.0,2,8.0,6,1.4000000000000001,8,36.6,6,13.1,7
154,154.0,Nikola Jokić,C,DEN,5,69.0,3,9.4,1,14.8,3,2.2,9,0.38,3,12.7,1,0.68,1,0.66,1,4.9,1,6.0,2,0.82,5,2.4,2,9.4,1,11.8,1,9.8,1,1.3,2,0.7,3,2.7,2,3.6,1,2.5,4,24.5,2,31.5,1,0.7,1,0.15,9,0.41,1,8.5,2,31.3,1,20.2,1,46.6,1,1.8,3,1.8,3,17.0,1,27.2,2,11.2,1,3.8,1,14.9,1,0.31,1,8.5,1,4.5,1,13.0,1,8.8,1,8.6,9,30.3,3,41.4,1,9.2,5,3.8,6,15.299999999999997,9,13.9,6
155,155.0,Herbert Jones,PF,NOP,5,66.0,3,3.6,9,7.6,9,2.5,8,0.34,7,5.1,7,0.54,5,0.52,8,1.9,6,2.4,7,0.76,7,1.5,4,2.6,9,4.1,7,2.5,7,1.6,1,0.6,3,1.9,6,1.3,7,3.2,1,9.8,9,12.1,8,0.57,7,0.33,7,0.32,4,5.6,4,10.0,9,7.8,7,11.1,7,2.6,1,2.1,2,13.3,4,14.5,9,1.5,7,2.7,2,4.2,5,0.1,6,-1.9,9,1.7,1,-0.3,7,0.8,7,10.8,8,38.1,2,22.0,4,1.7999999999999998,10,3.8,6,34.3,7,15.0,6
156,156.0,Tre Jones,PG,SAS,5,65.0,4,5.0,6,10.9,6,2.3,8,0.28,9,8.6,4,0.51,7,0.49,9,2.2,6,2.5,6,0.86,3,0.8,7,2.8,8,3.6,8,6.6,1,1.3,2,0.1,10,4.1,1,1.6,6,1.4,10,12.9,6,16.0,5,0.53,9,0.21,9,0.23,7,3.0,6,10.8,8,6.7,8,31.5,1,2.1,2,0.4,10,11.8,6,19.3,6,2.6,5,0.8,9,3.4,6,0.08,7,-0.2,7,-0.8,8,-1.0,8,0.5,7,10.7,8,27.6,4,26.200000000000003,3,21.0,1,3.9,6,21.299999999999983,9,8.5,10
157,157.0,Tyus Jones,PG,MEM,5,22.0,9,3.9,8,8.9,7,4.1,7,0.37,4,4.8,8,0.5,8,0.52,8,1.0,9,1.3,9,0.8,6,0.4,9,2.2,10,2.5,10,5.2,3,1.0,4,0.1,10,5.8,1,0.9,10,0.4,10,10.3,8,16.0,5,0.55,8,0.46,4,0.14,9,1.5,9,9.4,9,5.5,9,28.8,2,2.0,2,0.3,10,8.9,9,17.7,7,3.4,3,2.3,3,5.7,3,0.14,3,1.2,4,0.3,5,1.6,4,1.7,4,16.6,3,8.5,10,18.2,6,23.5,1,3.9,6,45.9,4,14.7,6
158,158.0,Corey Kispert,SF,WAS,5,45.0,7,3.9,8,7.9,8,5.2,4,0.42,1,2.7,10,0.64,1,0.64,1,1.0,9,1.2,9,0.85,3,0.4,9,2.4,9,2.8,10,1.2,10,0.4,10,0.1,10,1.7,7,0.7,10,1.3,10,11.1,8,11.5,9,0.66,1,0.66,1,0.15,9,1.8,9,8.9,9,5.5,9,5.7,10,0.7,10,0.4,10,8.1,9,14.1,9,2.9,4,0.9,9,3.8,6,0.09,7,-0.1,7,-1.4,10,-1.5,9,0.2,9,18.8,1,17.9,7,12.5,9,2.9000000000000004,9,1.0,9,65.7,1,23.7,2
159,159.0,Maxi Kleber,PF,DAL,5,5.0,10,2.1,10,4.6,10,3.0,8,0.35,6,1.5,10,0.67,1,0.57,4,0.7,10,1.0,10,0.71,9,0.8,7,2.8,8,3.6,8,1.4,10,0.3,10,0.8,2,2.0,5,0.7,10,2.3,5,5.9,10,8.7,10,0.59,5,0.66,1,0.22,7,3.7,5,13.3,6,8.4,6,7.5,9,0.6,10,2.9,2,12.7,5,10.3,10,0.7,9,0.6,10,1.3,10,0.07,8,-2.2,9,0.0,6,-2.2,9,0.0,9,18.1,2,23.7,5,4.7,10,3.5999999999999996,9,1.7999999999999998,8,66.2,1,24.4,1
160,160.0,Kyle Kuzma,PF,WAS,5,64.0,4,8.0,2,17.8,2,7.5,1,0.33,7,10.3,2,0.53,6,0.52,8,2.7,4,3.7,4,0.73,8,0.9,6,6.4,1,7.2,3,3.7,4,0.6,9,0.5,4,1.2,9,3.0,1,2.3,5,21.2,2,14.3,7,0.54,9,0.42,5,0.21,8,2.8,7,19.5,3,11.5,3,16.5,5,0.8,10,1.1,6,13.2,4,27.9,2,-1.0,10,1.9,5,0.9,10,0.02,10,-0.2,7,-1.5,10,-1.7,9,0.2,9,15.2,5,18.6,6,26.3,3,8.200000000000001,6,4.8,6,42.099999999999994,5,13.4,7
161,161.0,Zach LaVine,SG,CHI,5,77.0,1,8.7,2,18.0,2,7.1,2,0.38,3,11.0,2,0.56,4,0.56,5,4.7,2,5.6,2,0.85,3,0.5,8,3.9,5,4.5,6,4.2,4,0.9,6,0.2,9,1.7,7,2.5,2,2.1,7,24.8,2,19.0,3,0.61,3,0.39,6,0.31,4,1.7,9,12.2,7,7.1,7,18.7,4,1.2,8,0.6,9,11.0,6,28.3,2,4.2,2,2.9,2,7.1,2,0.12,5,2.7,2,-0.7,8,1.9,3,2.7,2,14.9,5,28.4,4,11.200000000000001,9,6.7,7,14.499999999999998,1,39.199999999999996,6,12.0,8
162,162.0,Kawhi Leonard,SF,LAC,5,50.0,6,8.6,2,16.8,2,4.8,5,0.42,1,11.9,2,0.55,5,0.57,4,4.7,2,5.4,2,0.87,2,1.1,5,5.4,3,6.5,3,3.9,4,1.4,1,0.5,4,2.3,4,1.7,5,1.6,9,23.8,2,23.9,1,0.62,3,0.29,8,0.32,4,3.7,5,17.8,3,10.8,4,19.6,4,2.0,2,1.4,5,8.1,9,27.0,2,4.9,2,2.2,4,7.1,2,0.19,1,5.1,1,0.9,3,6.1,1,3.5,1,14.9,5,14.099999999999998,9,17.8,7,22.5,1,16.900000000000002,1,28.700000000000003,8,5.1,10
163,163.0,Caris LeVert,SG,CLE,5,30.0,8,4.3,7,10.0,6,4.4,6,0.39,3,5.6,7,0.46,10,0.52,8,1.8,6,2.4,7,0.72,9,0.7,7,3.1,8,3.8,8,3.9,4,1.0,4,0.3,7,2.4,3,1.6,6,2.3,5,12.1,7,12.4,8,0.55,8,0.44,4,0.24,7,2.8,7,12.1,7,7.4,7,18.0,4,1.6,4,1.0,6,12.4,5,18.7,6,1.4,7,3.1,1,4.4,5,0.1,6,-1.0,8,0.8,3,-0.2,7,1.0,6,14.5,6,23.5,5,18.099999999999998,7,11.5,4,2.8000000000000003,7,44.10000000000001,4,13.9,6
164,164.0,Damian Lillard,PG,POR,5,58.0,5,9.6,1,20.7,1,11.3,1,0.37,4,9.4,3,0.57,4,0.56,5,8.8,1,9.6,1,0.91,1,0.8,7,4.0,5,4.8,5,7.3,1,0.9,6,0.3,7,2.2,4,3.3,1,1.9,8,32.2,1,26.7,1,0.64,2,0.55,2,0.46,1,2.4,7,12.8,6,7.6,7,35.0,1,1.2,8,0.8,8,11.7,6,33.8,1,8.2,1,0.8,9,9.0,1,0.2,1,8.3,1,-1.2,9,7.1,1,4.9,1,17.5,2,23.1,5,10.299999999999999,10,4.9,8,5.7,5,56.0,2,19.1,3
