,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
10,10,46,2006,Shane Battier,5,SF,5,MEM,5,81.0,2,81.0,1,3.7,8,7.7,9,2.0,6,0.394,2,5.6,9,0.522,2,0.54,2,1.8,8,2.6,7,0.707,8,2.0,3,3.3,6,5.3,5,1.5,6,1.7,8,1.1,4,1.4,2,1.1,10,2.8,5,10.1,8,14.7,7,0.574,3,0.266,4,0.335,5,7.1,3,11.2,7,9.2,5,8.2,9,1.8,3,3.2,2,11.2,8,13.7,10,4.6,3,4.5,1,9.1,2,0.153,2,0.8,4,1.8,1,2.6,3,3.3,2,10.6,7,0.367,3,0.18,3,0.082,7,0.105,9,2.3,6,71.5,1,0.2660000000000001,4,0.1,7
11,11,51,2006,Raja Bell,5,SG,5,PHO,5,79.0,4,79.0,3,5.4,4,11.8,4,5.6,1,0.442,1,6.1,8,0.471,6,0.563,1,1.5,9,1.8,9,0.788,4,0.6,8,2.6,8,3.2,8,2.4,2,2.6,6,1.0,4,0.3,6,1.1,10,3.1,2,14.7,4,12.9,8,0.584,2,0.48,1,0.157,10,1.7,9,7.7,10,4.7,10,9.8,8,1.3,7,0.5,7,8.2,10,16.4,9,4.7,3,2.1,6,6.8,4,0.11,5,0.2,6,0.1,5,0.2,6,1.6,5,19.4,1,0.082,10,0.04,10,0.069,8,0.33,2,0.5,8,36.1,2,0.479,1,0.2,2
12,12,53,2006,Mike Bibby,5,PG,5,SAC,5,82.0,1,82.0,1,7.3,2,16.9,1,6.1,1,0.386,3,10.8,3,0.458,7,0.501,5,4.2,2,4.9,3,0.849,2,0.4,9,2.6,8,2.9,9,2.3,2,5.4,2,1.0,4,0.1,9,2.4,3,2.1,9,21.1,2,17.9,3,0.554,4,0.36,3,0.292,6,1.1,10,7.7,10,4.4,10,25.2,2,1.4,6,0.2,9,11.3,8,25.4,2,6.0,2,2.4,5,8.4,2,0.127,4,2.7,2,-1.2,9,1.5,4,2.8,3,18.3,1,0.13,10,0.043,10,0.037,10,0.431,1,0.0,10,16.3,7,0.359,3,0.2,2
13,13,55,2006,Chauncey Billups,5,PG,5,DET,5,81.0,2,81.0,1,5.2,5,12.5,4,5.2,1,0.433,1,7.2,7,0.407,10,0.509,4,5.7,1,6.4,2,0.894,1,0.5,8,2.6,8,3.1,8,4.1,1,8.6,1,0.9,5,0.1,9,2.1,4,2.0,9,18.5,2,23.4,1,0.602,1,0.42,2,0.514,2,1.6,9,8.7,9,5.1,9,39.3,1,1.3,7,0.2,9,12.0,7,22.9,4,12.7,1,2.8,4,15.5,1,0.254,1,6.2,1,0.1,5,6.2,1,6.1,1,17.0,1,0.192,9,0.041,10,0.134,4,0.213,7,0.1,9,14.399999999999999,7,0.42000000000000004,2,0.1,7
14,14,56,2006,Steve Blake,5,PG,5,POR,5,68.0,8,57.0,6,3.0,9,6.9,9,2.7,5,0.413,1,4.2,10,0.455,7,0.519,3,1.1,10,1.3,10,0.791,4,0.4,9,1.8,10,2.1,10,3.8,1,4.5,3,0.6,9,0.1,9,1.2,9,1.6,10,8.2,9,14.5,7,0.549,5,0.391,2,0.194,9,1.7,9,8.2,9,4.9,9,29.0,2,1.3,7,0.2,9,14.0,4,15.8,9,3.0,5,-0.2,10,2.8,9,0.076,8,1.0,4,-2.0,10,-1.0,8,0.4,8,19.0,1,0.089,10,0.057,9,0.094,6,0.368,1,0.2,9,16.8,7,0.392,2,0.2,2
15,15,59,2006,Mark Blount,5,C,5,TOT,5,81.0,2,55.0,6,4.6,6,9.1,7,0.0,10,,10,9.1,5,0.508,3,0.508,4,2.1,7,2.7,7,0.757,6,1.2,5,3.3,6,4.5,6,0.5,10,1.2,9,0.5,9,0.9,2,2.4,3,3.1,2,11.3,7,12.1,9,0.549,5,0.0,10,0.302,6,5.3,4,14.2,5,9.8,5,7.8,9,1.0,9,2.6,2,18.9,1,21.4,5,-0.5,10,2.3,5,1.7,10,0.037,10,-2.9,10,-0.6,7,-3.4,10,-0.8,10,9.4,8,0.311,5,0.199,2,0.208,1,0.282,4,6.9,3,,10,0.0,10,0.1,7
16,16,62,2006,Keith Bogans,5,SG-SF,5,TOT,5,72.0,7,31.0,8,3.0,9,7.6,9,2.8,5,0.325,6,4.8,9,0.436,9,0.455,9,1.8,8,2.6,7,0.683,9,0.8,7,2.8,7,3.5,7,1.4,6,1.8,8,1.0,4,0.1,9,1.3,9,2.3,8,8.6,9,10.7,10,0.497,9,0.368,2,0.342,5,3.3,6,12.4,6,7.8,6,11.2,7,2.0,3,0.4,8,12.6,6,17.2,8,0.3,10,2.0,6,2.3,9,0.058,9,-1.8,9,0.5,4,-1.4,8,0.3,8,13.3,5,0.368,3,0.048,10,0.059,9,0.158,8,0.6,8,31.0,3,0.367,2,0.1,7
17,17,65,2006,Andrew Bogut,5,PF,5,MIL,5,82.0,1,77.0,4,3.9,8,7.4,9,0.0,10,0.0,10,7.4,7,0.536,1,0.533,2,1.5,9,2.4,8,0.629,10,2.3,2,4.7,3,7.0,3,1.5,6,2.3,6,0.6,9,0.8,3,1.5,7,3.2,2,9.4,8,15.2,6,0.555,4,0.005,9,0.32,5,9.4,2,19.8,2,14.5,2,13.4,6,1.1,8,2.3,2,15.3,3,15.9,9,3.1,5,2.4,5,5.5,5,0.113,5,-0.3,7,0.7,3,0.4,5,1.4,5,3.4,10,0.67,1,0.196,2,0.069,8,0.059,10,10.9,2,0.0,10,0.006000000000000005,9,0.2,2
18,18,68,2006,Carlos Boozer,5,PF,5,UTA,5,33.0,10,19.0,9,6.6,3,12.1,4,0.0,10,,10,12.1,2,0.549,1,0.549,1,3.0,5,4.2,4,0.723,7,2.2,3,6.4,2,8.6,2,1.3,7,2.7,5,0.9,5,0.2,7,2.1,4,3.2,2,16.3,3,21.4,2,0.585,2,0.0,10,0.343,4,8.6,2,25.3,1,16.9,1,18.0,4,1.6,5,0.6,6,13.1,5,23.9,3,2.2,6,1.3,8,3.5,8,0.162,2,2.4,3,-0.3,6,2.1,3,1.1,6,7.5,9,0.439,2,0.158,3,0.183,2,0.221,6,7.3,3,,10,-0.001000000000000112,10,0.1,7
19,19,69,2006,Chris Bosh*,5,C,5,TOR,5,70.0,8,70.0,5,7.8,2,15.5,2,0.2,8,0.0,10,15.3,1,0.511,3,0.505,5,6.8,1,8.3,1,0.816,3,2.9,1,6.3,2,9.2,1,1.2,8,2.6,6,0.7,8,1.1,2,2.2,4,3.0,3,22.5,1,23.2,1,0.585,2,0.012,9,0.534,1,8.7,2,20.6,2,14.4,2,11.8,7,1.0,9,2.3,2,10.5,8,25.2,2,8.7,1,1.1,9,9.8,2,0.17,2,3.9,1,-1.0,9,2.9,2,3.4,2,9.7,8,0.318,5,0.162,3,0.239,1,0.269,4,7.3999999999999995,3,15.4,7,0.01200000000000001,9,0.1,7
20,20,70,2006,Bruce Bowen,5,SF,5,SAS,5,82.0,1,82.0,1,2.8,10,6.5,10,3.0,4,0.424,1,3.5,10,0.44,9,0.53,2,0.6,10,1.0,10,0.607,10,0.4,9,3.5,6,3.9,7,1.9,4,1.5,8,1.0,4,0.4,5,0.8,10,2.3,8,7.5,10,9.1,10,0.54,5,0.457,1,0.157,10,1.5,10,11.9,6,6.9,7,6.8,9,1.6,5,0.8,5,10.5,8,11.1,10,1.7,7,4.5,1,6.2,4,0.108,6,-1.8,9,2.0,1,0.3,5,1.6,5,16.9,1,0.129,10,0.101,6,0.095,6,0.218,6,0.4,8,90.60000000000001,1,0.45699999999999996,1,0.1,7
21,21,72,2006,Earl Boykins,5,PG,5,DEN,5,60.0,9,0.0,10,4.5,6,11.0,5,3.0,4,0.346,5,8.0,6,0.434,9,0.457,9,2.5,6,2.9,6,0.874,1,0.4,9,1.0,10,1.4,10,2.7,1,3.8,3,0.8,6,0.1,9,1.4,8,1.2,10,12.6,6,15.7,5,0.513,8,0.271,4,0.263,7,1.6,9,4.5,10,3.1,10,25.0,2,1.6,5,0.2,9,10.1,9,23.8,3,2.0,7,0.9,9,2.9,8,0.09,7,1.3,4,-1.3,9,0.0,6,0.7,7,15.8,2,0.144,10,0.082,7,0.16,3,0.343,2,0.0,10,16.8,7,0.2709999999999999,4,0.1,7
22,22,74,2006,Elton Brand,5,PF,5,LAC,5,79.0,4,79.0,3,9.6,1,18.2,1,0.0,10,0.333,5,18.1,1,0.527,2,0.527,3,5.6,1,7.2,1,0.775,5,3.0,1,7.0,1,10.0,1,1.2,8,2.6,6,1.0,4,2.5,1,2.2,4,2.9,4,24.7,1,26.5,1,0.58,2,0.002,10,0.396,3,9.3,2,19.9,2,14.8,2,13.1,6,1.4,6,4.9,1,9.3,10,27.7,1,9.3,1,5.5,1,14.8,1,0.229,1,5.1,1,1.6,2,6.7,1,6.8,1,9.4,8,0.245,7,0.242,1,0.346,1,0.166,7,4.2,4,0.0,10,0.0010000000000000009,10,0.1,7
23,23,75,2006,Primož Brezec,5,C,5,CHA,5,79.0,4,79.0,3,5.2,5,10.0,6,0.0,10,0.0,10,10.0,4,0.518,2,0.517,3,2.1,7,2.8,7,0.732,7,2.3,2,3.3,6,5.6,4,0.5,10,0.6,10,0.2,10,0.4,5,1.1,10,2.9,4,12.4,6,15.3,5,0.552,4,0.003,10,0.283,7,9.1,2,14.8,5,11.8,4,3.7,10,0.5,10,1.1,4,8.7,10,20.0,6,3.4,4,1.2,8,4.6,6,0.102,6,-0.4,7,-2.0,10,-2.4,10,-0.2,10,9.9,8,0.341,4,0.134,4,0.177,2,0.345,2,3.0,5,0.0,10,0.0030000000000000027,9,0.1,7
24,24,77,2006,Kwame Brown,5,C,5,LAL,5,72.0,7,49.0,7,2.8,10,5.4,10,0.0,10,0.0,10,5.4,9,0.527,2,0.526,3,1.8,8,3.3,6,0.545,10,2.5,2,4.0,5,6.6,3,0.7,9,1.0,10,0.4,10,0.6,4,1.4,8,2.7,5,7.4,10,11.7,9,0.545,5,0.003,10,0.606,1,10.8,1,17.3,4,14.1,2,5.6,10,0.7,10,1.8,3,16.9,2,13.6,10,1.7,7,1.9,7,3.6,7,0.088,7,-1.7,9,-0.8,8,-2.5,10,-0.3,10,3.4,10,0.611,1,0.284,1,0.067,8,0.036,10,17.299999999999997,1,0.0,10,0.0020000000000000018,10,0.2,2
25,25,78,2006,P.J. Brown,5,C,5,NOK,5,75.0,6,73.0,4,3.6,8,7.8,9,0.0,10,,10,7.8,6,0.461,7,0.461,8,1.9,8,2.2,9,0.827,3,2.4,2,4.9,3,7.3,3,1.0,8,1.2,9,0.6,9,0.7,3,1.2,9,2.9,4,9.0,9,12.7,8,0.515,8,0.0,10,0.288,6,8.9,2,18.8,3,13.7,3,6.3,9,1.0,9,1.7,3,12.0,7,14.7,9,2.1,7,2.3,5,4.4,6,0.088,7,-1.3,9,-0.2,6,-1.5,9,0.3,8,10.5,7,0.285,6,0.108,5,0.268,1,0.34,2,5.5,4,,10,-0.001000000000000112,10,0.1,7
26,26,82,2006,Kobe Bryant*,5,SG,5,LAL,5,80.0,3,80.0,2,12.2,1,27.2,1,6.5,1,0.347,4,20.7,1,0.482,5,0.491,6,8.7,1,10.2,1,0.85,2,0.9,6,4.4,4,5.3,5,1.5,6,4.5,3,1.8,1,0.4,5,3.1,1,2.9,4,35.4,1,28.0,1,0.559,4,0.238,5,0.377,4,2.6,7,12.7,6,7.6,6,24.1,3,2.4,2,0.7,6,9.0,10,38.7,1,11.6,1,3.7,2,15.3,1,0.224,1,7.4,1,0.2,5,7.6,1,8.0,1,15.1,3,0.2,9,0.083,7,0.148,3,0.331,2,2.9000000000000004,5,7.7,8,0.238,5,0.1,7
27,27,83,2006,Greg Buckner,5,SG,5,DEN,5,73.0,7,27.0,9,2.5,10,5.7,10,3.3,4,0.354,4,2.4,10,0.546,1,0.537,2,0.6,10,0.8,10,0.782,5,0.4,9,2.4,8,2.9,9,2.4,2,1.7,8,1.2,3,0.3,6,0.7,10,2.5,6,6.7,10,11.4,9,0.556,4,0.583,1,0.132,10,2.1,8,11.7,6,6.9,7,10.8,7,2.5,1,0.9,5,10.5,8,12.6,10,1.7,7,2.0,6,3.8,7,0.103,6,-1.2,8,1.7,1,0.5,5,1.1,6,16.8,2,0.24,7,0.05,9,0.026,10,0.101,9,0.7000000000000001,8,37.4,2,0.583,1,0.2,2
28,28,88,2006,Caron Butler,5,SF,5,WAS,5,75.0,6,54.0,6,6.6,3,14.5,2,1.6,6,0.342,5,12.9,2,0.469,6,0.474,7,3.9,2,4.4,3,0.87,1,1.5,4,4.7,3,6.2,4,1.1,8,2.5,6,1.7,1,0.2,7,2.3,3,3.2,2,17.6,3,17.0,4,0.535,6,0.11,7,0.306,6,4.8,5,15.6,4,10.0,5,12.1,7,2.4,2,0.5,7,12.4,6,23.2,4,3.5,4,2.8,4,6.3,4,0.112,5,0.4,6,0.1,5,0.6,5,1.7,4,12.6,5,0.257,7,0.155,3,0.123,5,0.355,2,4.5,4,15.0,7,0.10999999999999999,7,0.1,7
29,29,95,2006,Marcus Camby,5,C,5,DEN,5,56.0,9,54.0,6,5.4,4,11.6,4,0.2,8,0.091,9,11.4,3,0.472,6,0.466,8,2.0,7,2.8,7,0.712,8,2.4,2,9.6,1,11.9,1,1.3,7,2.1,7,1.4,2,3.3,1,1.6,7,2.8,5,12.8,6,19.9,2,0.499,9,0.017,8,0.24,8,8.4,3,33.3,1,21.0,1,10.2,8,2.2,2,7.5,1,11.4,7,19.5,7,1.0,9,4.5,1,5.5,5,0.141,3,0.1,6,3.3,1,3.5,2,2.6,3,10.9,7,0.362,3,0.072,8,0.091,6,0.458,1,10.8,2,0.0,10,0.016999999999999904,8,0.2,2
30,30,99,2006,Vince Carter,5,SG,5,NJN,5,79.0,4,79.0,3,8.3,1,19.2,1,4.6,2,0.341,5,14.6,1,0.459,7,0.471,8,6.1,1,7.6,1,0.799,4,1.7,4,4.1,4,5.8,4,1.6,5,4.3,3,1.2,3,0.7,3,2.7,2,3.0,3,24.2,1,21.6,2,0.536,6,0.242,5,0.396,3,5.4,4,13.4,5,9.3,5,24.4,3,1.7,4,1.5,4,10.7,8,32.3,1,4.9,3,4.4,1,9.3,2,0.153,2,4.5,1,0.5,4,5.1,1,5.2,1,12.6,5,0.311,5,0.148,4,0.09,6,0.21,7,6.2,3,16.900000000000002,7,0.2410000000000001,5,0.1,7
31,31,100,2006,Sam Cassell,5,PG,5,LAC,5,78.0,5,75.0,4,6.3,3,14.3,3,2.4,5,0.368,3,11.8,2,0.459,7,0.475,7,3.7,3,4.3,4,0.863,1,0.5,8,3.2,7,3.7,7,2.9,1,6.3,1,0.9,5,0.1,9,2.2,4,2.9,4,17.2,3,18.5,3,0.534,6,0.171,6,0.301,6,1.8,9,10.4,7,6.3,8,32.5,1,1.5,6,0.3,9,12.2,6,25.0,3,4.8,3,2.8,4,7.6,3,0.137,3,2.1,3,-0.5,7,1.6,4,2.4,3,16.1,2,0.078,10,0.083,7,0.284,1,0.384,1,0.0,10,9.5,8,0.17100000000000004,6,0.1,7
32,32,104,2006,Tyson Chandler,5,C,5,CHI,5,79.0,4,50.0,7,2.0,10,3.6,10,0.0,10,0.0,10,3.6,10,0.567,1,0.565,1,1.2,9,2.4,8,0.503,10,3.4,1,5.7,2,9.0,2,0.6,10,1.0,10,0.5,9,1.3,2,1.6,7,3.8,1,5.3,10,12.2,9,0.567,3,0.004,9,0.682,1,14.4,1,24.2,1,19.3,1,5.6,10,1.0,9,3.8,1,25.1,1,10.4,10,1.5,8,3.9,2,5.4,5,0.123,4,-2.2,10,1.8,1,-0.4,7,0.9,7,2.4,10,0.781,1,0.113,5,0.078,7,0.025,10,24.0,1,0.0,10,0.0030000000000000027,9,0.3,1
33,33,106,2006,Josh Childress,5,SF,5,ATL,5,74.0,6,10.0,10,3.8,8,6.8,9,0.9,7,0.492,1,5.9,8,0.56,1,0.583,1,2.1,7,2.7,7,0.766,6,1.8,3,3.4,6,5.2,5,1.3,7,1.8,8,1.2,3,0.5,4,1.4,8,2.5,6,10.0,8,15.8,5,0.626,1,0.129,7,0.399,3,7.0,3,13.9,5,10.3,5,9.4,8,2.0,3,1.3,4,14.6,4,14.0,10,4.6,3,1.1,9,5.7,5,0.121,4,1.3,4,-0.1,6,1.2,4,1.8,4,6.6,9,0.615,1,0.107,6,0.034,10,0.115,9,14.299999999999999,1,69.19999999999999,1,0.129,7,0.2,2
34,34,109,2006,Speedy Claxton,5,PG,5,NOK,5,71.0,7,3.0,10,4.3,7,10.4,6,0.9,7,0.27,7,9.5,4,0.426,9,0.425,10,3.5,3,4.5,3,0.769,5,0.5,8,2.2,9,2.7,9,2.2,3,4.8,2,1.5,2,0.1,9,2.2,4,2.5,6,12.3,6,16.1,5,0.497,9,0.086,7,0.435,3,2.2,8,9.3,9,5.7,8,29.8,2,2.9,1,0.2,9,14.9,3,23.8,3,1.1,8,2.0,6,3.0,8,0.072,9,-0.1,7,0.3,4,0.1,6,1.1,6,10.9,7,0.307,5,0.171,3,0.122,5,0.314,3,0.5,8,27.0,4,0.08600000000000008,7,0.1,7
35,35,112,2006,Jason Collins,5,C,5,NJN,5,71.0,7,70.0,5,1.5,10,3.7,10,0.2,8,0.25,8,3.5,10,0.404,10,0.403,10,0.6,10,1.2,10,0.512,10,1.3,5,3.5,6,4.8,5,1.1,8,1.0,10,0.6,9,0.6,4,0.9,10,3.5,1,3.6,10,5.5,10,0.425,10,0.046,7,0.328,5,5.7,4,15.6,4,10.6,4,5.7,10,1.3,7,1.7,3,16.9,2,9.0,10,-0.9,10,2.9,4,2.0,10,0.051,9,-5.3,10,1.5,2,-3.8,10,-0.9,10,13.1,5,0.275,6,0.05,9,0.13,4,0.5,1,3.1,5,33.300000000000004,3,0.04499999999999993,8,0.2,2
