,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
11,11,38,2015,Harrison Barnes,5,SF,5,GSW,5,82.0,1,82.0,1,3.9,8,8.0,9,2.6,6,0.405,2,5.4,8,0.519,2,0.548,2,1.3,9,1.8,8,0.72,8,1.4,4,4.1,4,5.5,4,1.6,5,1.4,9,0.7,8,0.2,8,0.9,10,1.8,8,10.1,8,13.4,8,0.573,2,0.328,4,0.229,7,5.6,4,15.1,4,10.5,4,6.9,9,1.3,7,0.6,8,9.0,9,14.9,9,3.7,3,3.0,2,6.7,3,0.139,3,0.2,6,-0.1,6,0.1,6,1.2,5,12.9,6,0.309,4,0.122,7,0.081,6,0.16,6,10.4,2,52.6,1,0.32799999999999996,4,0.1,7
12,12,39,2015,Matt Barnes,5,SF,5,LAC,5,76.0,4,74.0,3,3.6,9,8.2,8,4.9,2,0.362,4,3.3,10,0.569,1,0.553,2,1.0,9,1.3,9,0.779,6,0.7,7,3.3,7,4.0,7,1.4,7,1.5,8,0.9,6,0.7,3,1.1,9,3.2,1,10.1,8,11.3,9,0.574,2,0.603,1,0.152,9,2.6,6,12.2,7,7.5,7,7.2,9,1.5,6,1.8,3,11.6,6,14.9,9,2.2,6,2.1,5,4.3,5,0.091,7,-0.5,8,0.2,4,-0.3,7,1.0,6,16.0,3,0.253,6,0.099,8,0.014,10,0.03,10,3.2,5,46.800000000000004,1,0.604,1,0.2,2
13,13,45,2015,Nicolas Batum,5,SF,5,POR,5,71.0,6,71.0,4,3.4,9,8.5,8,4.4,3,0.324,7,4.1,10,0.481,5,0.483,7,1.2,9,1.4,9,0.857,2,0.9,6,5.0,3,5.9,4,2.5,2,4.8,2,1.1,4,0.6,4,1.9,4,1.5,10,9.4,9,13.1,8,0.516,8,0.515,2,0.163,9,2.8,6,15.6,4,9.4,5,20.5,3,1.7,5,1.2,5,17.0,1,14.6,9,2.0,6,3.2,2,5.2,4,0.105,6,0.3,6,1.8,1,2.1,3,2.4,3,17.4,1,0.18,8,0.04,10,0.078,7,0.187,5,3.3000000000000003,5,20.7,5,0.515,2,0.2,2
14,14,50,2015,Bradley Beal,5,SG,5,WAS,5,63.0,8,59.0,6,5.8,4,13.5,3,4.1,4,0.409,1,9.4,4,0.434,9,0.489,6,2.1,6,2.6,6,0.783,5,0.9,6,2.9,7,3.8,7,1.6,5,3.1,4,1.2,3,0.3,6,2.0,4,2.2,5,15.3,4,14.0,7,0.521,7,0.304,5,0.195,8,3.1,6,9.6,8,6.4,8,15.0,5,1.8,4,0.7,7,11.7,6,22.5,4,1.3,8,2.4,4,3.7,6,0.085,7,-0.1,7,0.2,4,0.1,6,1.1,6,14.9,3,0.206,7,0.086,9,0.125,3,0.28,2,4.1000000000000005,4,25.900000000000002,4,0.30299999999999994,5,0.1,7
15,15,55,2015,Patrick Beverley,5,PG,5,HOU,5,56.0,9,55.0,6,3.6,9,9.5,7,5.8,1,0.356,4,3.7,10,0.426,10,0.492,6,0.8,10,1.1,10,0.75,7,1.2,4,3.0,7,4.2,6,2.3,2,3.4,4,1.1,4,0.4,5,1.5,6,3.3,1,10.1,8,11.3,9,0.509,8,0.607,1,0.113,10,4.3,5,10.8,8,7.6,6,17.2,4,1.7,5,1.0,5,12.9,5,16.1,9,1.7,7,1.8,6,3.5,7,0.096,6,-0.4,7,0.5,3,0.1,6,0.9,6,16.6,2,0.179,8,0.145,5,0.038,9,0.032,10,0.2,9,39.900000000000006,2,0.6060000000000001,1,0.2,2
16,16,63,2015,Eric Bledsoe,5,PG,5,PHO,5,81.0,2,81.0,1,5.8,4,12.9,3,3.4,5,0.324,7,9.6,4,0.491,4,0.489,6,4.4,1,5.4,2,0.8,5,0.9,6,4.3,4,5.2,5,1.8,4,6.1,2,1.6,2,0.6,4,3.4,1,2.3,4,17.0,2,18.4,3,0.555,4,0.26,5,0.422,2,2.8,6,13.9,5,8.3,6,27.9,2,2.3,2,1.2,5,18.1,1,23.7,4,4.1,3,2.9,3,7.0,3,0.119,5,1.6,4,0.5,3,2.1,3,2.9,2,12.2,6,0.348,3,0.12,7,0.071,7,0.203,4,2.0,6,17.299999999999997,6,0.258,6,0.1,7
17,17,70,2015,Chris Bosh*,5,C,5,MIA,5,44.0,10,44.0,7,7.8,1,16.9,1,3.8,4,0.375,3,13.1,1,0.485,5,0.503,5,4.1,2,5.3,2,0.772,6,1.0,5,6.0,2,7.0,3,1.0,9,2.2,6,0.9,6,0.6,4,2.2,3,1.6,9,21.1,1,19.8,3,0.548,5,0.226,6,0.311,4,3.6,5,20.0,3,12.0,3,12.0,6,1.4,7,1.4,4,10.1,8,28.4,1,2.1,6,1.5,7,3.6,7,0.111,5,2.5,3,-1.3,9,1.3,4,1.3,5,14.3,4,0.166,9,0.114,7,0.199,1,0.295,2,2.4,6,11.899999999999999,8,0.22599999999999998,6,0.1,7
18,18,71,2015,Avery Bradley,5,SG,5,BOS,5,77.0,4,77.0,2,5.6,4,13.1,3,4.6,3,0.352,5,8.6,5,0.47,6,0.49,6,1.0,9,1.3,9,0.79,5,0.6,7,2.5,9,3.1,8,1.3,7,1.8,7,1.1,4,0.2,8,1.4,7,2.3,4,13.9,5,11.5,9,0.507,8,0.348,4,0.099,10,2.0,8,8.9,9,5.4,9,8.9,8,1.7,5,0.5,8,9.4,9,21.0,6,0.4,9,2.1,5,2.5,8,0.049,9,-1.5,9,-0.6,7,-2.2,9,-0.1,9,16.8,2,0.168,9,0.05,10,0.044,9,0.389,1,1.6,7,35.8,2,0.349,4,0.2,2
19,19,74,2015,Corey Brewer,5,SF,5,TOT,5,80.0,2,17.0,10,4.3,7,10.1,6,2.9,6,0.268,8,7.1,7,0.491,4,0.465,8,2.1,6,2.8,6,0.743,7,1.0,5,2.7,8,3.7,7,1.4,7,2.2,6,1.4,2,0.2,8,1.6,5,2.2,5,11.5,7,13.9,8,0.507,8,0.292,5,0.281,5,4.2,5,11.7,7,7.9,6,13.8,5,2.7,1,0.7,7,12.7,5,21.6,5,1.0,8,2.1,5,3.1,7,0.071,8,-1.2,9,0.2,4,-1.0,8,0.5,8,11.2,7,0.381,3,0.163,5,0.056,8,0.108,8,6.5,3,62.6,1,0.2919999999999999,5,0.1,7
20,20,82,2015,Kobe Bryant*,5,SG,5,LAL,5,35.0,10,35.0,8,7.6,1,20.4,1,5.3,2,0.293,8,15.1,1,0.401,10,0.411,10,5.6,1,6.9,1,0.813,4,0.7,7,4.9,3,5.7,4,1.5,6,5.6,2,1.3,3,0.2,8,3.7,1,1.9,8,22.3,1,17.6,4,0.477,10,0.258,6,0.338,3,2.3,7,16.5,4,9.1,5,29.9,2,2.0,3,0.5,8,13.5,4,34.9,1,-0.4,10,0.6,10,0.2,10,0.006,10,2.0,3,-1.7,10,0.3,5,0.7,7,15.2,3,0.136,9,0.129,6,0.185,2,0.292,2,1.0,8,10.299999999999999,8,0.258,6,0.1,7
21,21,87,2015,Trey Burke,5,PG,5,UTA,5,76.0,4,43.0,7,4.9,5,13.2,3,5.1,2,0.318,7,8.1,5,0.4,10,0.43,10,1.4,8,1.9,8,0.752,7,0.4,9,2.3,9,2.7,9,2.7,1,4.3,3,0.9,6,0.2,8,1.6,5,1.6,9,12.8,5,12.6,8,0.455,10,0.388,3,0.144,10,1.6,9,8.7,9,5.2,9,25.0,3,1.5,6,0.5,8,10.4,7,23.9,3,0.8,9,1.6,7,2.4,9,0.05,9,-0.1,7,-1.3,9,-1.4,9,0.3,9,16.0,3,0.149,9,0.156,5,0.085,6,0.222,4,0.0,10,19.0,6,0.388,3,0.1,7
22,22,88,2015,Alec Burks,5,SG,5,UTA,5,27.0,10,27.0,9,4.5,6,11.1,5,2.5,6,0.382,2,8.6,5,0.409,10,0.447,10,3.9,2,4.8,2,0.822,3,0.7,7,3.5,6,4.2,6,1.6,5,3.0,5,0.6,9,0.2,8,1.9,4,2.4,4,13.9,5,13.0,8,0.524,7,0.227,6,0.43,1,2.5,7,12.1,7,7.3,7,15.2,5,1.0,9,0.4,9,12.7,5,20.8,6,1.1,8,0.6,10,1.7,9,0.089,7,-0.5,8,-1.2,9,-1.7,9,0.1,9,12.3,6,0.29,4,0.177,4,0.083,6,0.223,4,3.3000000000000003,5,25.0,4,0.2270000000000001,6,0.1,7
23,23,90,2015,Jimmy Butler,5,SG,5,CHI,5,65.0,8,65.0,5,6.5,2,14.0,2,3.0,6,0.378,3,11.1,3,0.484,5,0.502,5,5.9,1,7.1,1,0.834,3,1.8,3,4.1,4,5.8,4,2.4,2,3.3,4,1.8,1,0.6,4,1.4,7,1.7,9,20.0,2,21.3,2,0.583,2,0.212,6,0.508,1,5.1,4,11.2,7,8.2,6,14.4,5,2.3,2,1.0,5,7.7,10,21.6,5,8.2,1,3.0,2,11.2,1,0.214,1,3.4,2,1.2,2,4.6,1,4.2,1,11.8,7,0.336,3,0.121,7,0.121,4,0.212,4,5.800000000000001,3,24.4,4,0.20999999999999996,7,0.1,7
24,24,96,2015,José Calderón,5,PG,5,NYK,5,42.0,10,42.0,7,3.5,9,8.4,8,3.4,5,0.415,1,5.0,9,0.415,10,0.499,5,0.7,10,0.8,10,0.906,1,0.5,8,2.5,9,3.0,9,2.6,1,4.7,2,0.7,8,0.0,10,1.8,4,1.8,8,9.1,9,11.3,9,0.519,7,0.401,3,0.09,10,1.7,8,9.8,8,5.6,9,25.6,3,1.3,7,0.0,10,16.9,1,16.1,9,0.8,9,0.1,10,0.9,10,0.033,10,-1.1,8,-2.0,10,-3.0,10,-0.3,10,18.4,1,0.102,10,0.025,10,0.102,5,0.37,1,0.0,10,19.7,6,0.401,3,0.2,2
25,25,98,2015,Kentavious Caldwell-Pope,5,SG,5,DET,5,82.0,1,82.0,1,4.8,6,11.9,5,5.4,2,0.345,5,6.4,7,0.449,8,0.48,7,1.3,9,1.9,8,0.696,9,0.6,7,2.5,9,3.1,8,1.2,8,1.3,9,1.1,4,0.2,8,1.1,9,2.0,7,12.7,6,11.2,10,0.501,9,0.457,2,0.163,9,1.9,8,9.1,9,5.4,9,6.8,9,1.9,4,0.5,8,8.3,10,19.5,7,1.1,8,1.8,6,2.8,8,0.052,9,-1.3,9,-0.4,7,-1.7,9,0.2,9,15.8,3,0.226,7,0.099,8,0.08,6,0.138,7,3.5999999999999996,4,24.099999999999998,5,0.45699999999999996,2,0.1,7
26,26,103,2015,DeMarre Carroll,5,SF,5,ATL,5,70.0,6,69.0,4,4.5,6,9.3,7,4.3,3,0.395,2,5.0,9,0.567,1,0.579,1,1.8,7,2.6,6,0.702,8,1.4,4,3.9,5,5.3,5,1.5,6,1.7,7,1.3,3,0.2,8,1.1,9,2.2,5,12.6,6,15.9,5,0.603,1,0.466,2,0.277,5,5.3,4,13.8,5,9.7,4,8.3,8,2.2,3,0.7,7,9.3,9,16.9,8,4.3,3,2.8,3,7.0,3,0.154,2,1.2,4,0.4,4,1.7,3,2.0,3,13.8,4,0.308,4,0.121,7,0.043,9,0.063,9,1.7999999999999998,7,43.8,2,0.4650000000000001,2,0.2,2
27,27,105,2015,Michael Carter-Williams,5,PG,5,TOT,5,66.0,7,63.0,5,5.5,4,13.9,2,2.3,7,0.235,9,11.6,2,0.428,9,0.416,10,3.1,3,4.4,3,0.694,9,1.0,5,4.4,4,5.3,5,1.8,4,6.7,1,1.7,1,0.5,4,3.8,1,2.5,3,14.6,4,14.1,7,0.461,10,0.166,7,0.317,4,3.2,6,15.3,4,9.0,5,37.3,1,2.6,1,1.1,5,19.5,1,26.7,2,-2.1,10,2.9,3,0.8,10,0.017,10,-1.3,9,0.3,4,-1.1,8,0.5,8,10.1,8,0.333,3,0.229,2,0.096,5,0.176,5,3.2,5,12.4,8,0.16599999999999993,7,0.1,7
28,28,109,2015,Mario Chalmers,5,PG,5,MIA,5,80.0,2,37.0,8,3.3,9,8.3,8,3.1,5,0.294,8,5.2,9,0.467,7,0.458,9,2.6,4,3.3,4,0.774,6,0.3,10,2.3,9,2.6,9,1.7,4,3.8,3,1.5,2,0.1,10,2.2,3,3.1,1,10.2,8,11.7,9,0.521,7,0.374,4,0.401,2,1.2,10,9.0,9,5.2,9,21.0,3,2.7,1,0.4,9,18.2,1,18.9,7,0.8,9,2.0,6,2.8,8,0.056,9,-2.6,10,0.1,5,-2.5,10,-0.3,10,13.1,5,0.306,4,0.166,4,0.065,8,0.089,9,0.6,8,37.5,2,0.3740000000000001,4,0.1,7
29,29,110,2015,Tyson Chandler,5,C,5,DAL,5,75.0,5,75.0,3,3.9,8,5.9,10,0.0,10,,10,5.9,8,0.666,1,0.666,1,2.5,4,3.4,4,0.72,8,3.9,1,7.6,1,11.5,1,0.8,10,1.1,9,0.6,9,1.2,2,1.4,7,2.3,4,10.3,8,20.1,2,0.697,1,0.0,10,0.584,1,14.1,1,27.4,1,20.7,1,5.3,10,0.9,10,3.2,2,16.0,2,12.8,10,7.2,1,3.1,2,10.3,1,0.216,1,2.4,3,0.2,4,2.6,3,2.7,2,2.5,10,0.805,1,0.086,9,0.03,10,0.08,9,43.2,1,,10,-0.001000000000000112,10,0.3,1
30,30,111,2015,Wilson Chandler,5,SF,5,DEN,5,78.0,3,75.0,3,5.4,4,12.5,4,5.2,2,0.342,6,7.3,6,0.49,4,0.5,5,1.4,8,1.8,8,0.775,6,1.2,4,4.9,3,6.1,4,1.2,8,1.7,7,0.7,8,0.4,5,1.4,7,3.0,1,13.9,5,13.2,8,0.523,7,0.416,3,0.146,9,4.1,5,17.2,4,10.4,4,8.9,8,1.2,8,0.9,6,9.6,8,20.1,6,2.1,6,1.5,7,3.6,7,0.071,8,0.2,6,-0.7,8,-0.6,7,0.9,6,13.8,4,0.267,5,0.175,4,0.057,8,0.084,9,3.8,4,24.4,4,0.41700000000000004,3,0.1,7
31,31,118,2015,Jordan Clarkson,5,PG,5,LAL,5,59.0,9,38.0,8,4.5,6,10.1,6,2.1,7,0.314,7,8.1,5,0.482,5,0.48,7,2.2,5,2.7,6,0.829,3,0.9,6,2.3,9,3.2,8,2.2,3,3.5,4,0.9,6,0.2,8,1.6,5,1.8,8,11.9,7,16.9,4,0.528,6,0.203,7,0.265,6,4.0,5,10.5,8,7.1,7,23.8,3,1.8,4,0.7,7,12.6,5,23.0,4,2.0,6,0.4,10,2.4,9,0.078,7,1.2,4,-0.9,8,0.2,5,0.8,7,11.8,7,0.287,5,0.183,4,0.106,5,0.221,4,3.5000000000000004,5,9.9,8,0.20300000000000007,7,0.1,7
32,32,120,2015,Norris Cole,5,PG,5,TOT,5,75.0,5,25.0,9,3.1,10,7.4,9,2.3,7,0.313,7,5.1,9,0.458,8,0.461,9,0.8,10,1.1,10,0.716,8,0.2,10,1.9,10,2.1,10,2.6,1,3.4,4,0.8,7,0.2,8,1.3,8,1.7,9,7.6,10,10.9,10,0.483,10,0.315,4,0.145,10,0.9,10,9.3,9,5.1,9,22.2,3,1.6,5,0.7,7,14.3,3,17.5,8,0.4,9,1.0,9,1.4,9,0.036,10,-2.1,10,-0.7,8,-2.8,10,-0.4,10,14.4,4,0.244,6,0.102,8,0.093,5,0.246,3,0.4,9,29.5,3,0.31500000000000006,4,0.1,7
33,33,123,2015,Darren Collison,5,PG,5,SAC,5,45.0,9,45.0,7,5.8,4,12.2,4,3.6,4,0.373,3,8.6,5,0.514,3,0.527,3,3.2,3,4.1,3,0.788,5,0.4,9,2.8,8,3.2,8,2.2,3,5.6,2,1.5,2,0.3,6,2.5,2,2.1,6,16.1,3,17.5,4,0.575,2,0.293,5,0.335,3,1.4,9,8.7,9,5.2,9,27.2,2,2.2,3,0.7,7,15.1,3,20.9,6,3.0,4,0.8,9,3.8,6,0.116,5,2.3,3,-0.2,6,2.1,3,1.6,4,14.2,4,0.247,6,0.093,8,0.107,4,0.26,3,0.8999999999999999,8,30.4,3,0.29300000000000004,5,0.1,7
34,34,125,2015,Mike Conley,5,PG,5,MEM,5,70.0,6,70.0,4,5.6,4,12.6,4,4.0,4,0.386,2,8.6,5,0.473,6,0.506,5,3.1,3,3.6,4,0.859,2,0.4,9,2.6,8,3.0,9,2.5,2,5.4,2,1.3,3,0.2,8,2.2,3,2.0,7,15.8,4,18.6,3,0.558,4,0.314,4,0.282,5,1.5,9,9.2,9,5.4,9,28.0,2,2.1,3,0.5,8,13.6,4,23.7,4,4.2,3,2.7,3,6.8,3,0.147,3,2.6,2,0.2,4,2.8,2,2.7,2,13.1,5,0.277,5,0.17,4,0.098,5,0.142,7,0.0,10,15.9,7,0.31299999999999994,4,0.1,7
35,35,130,2015,DeMarcus Cousins,5,C,5,SAC,5,59.0,9,59.0,6,8.4,1,18.1,1,0.1,9,0.25,9,17.9,1,0.469,6,0.468,8,7.2,1,9.2,1,0.782,6,3.1,1,9.5,1,12.7,1,0.8,10,3.6,4,1.5,2,1.7,1,4.3,1,4.1,1,24.1,1,25.2,1,0.545,5,0.008,9,0.508,1,10.8,2,30.6,1,21.1,1,20.4,3,2.3,2,4.0,1,16.3,2,34.1,1,2.8,4,3.2,2,6.0,4,0.144,3,2.8,2,1.5,1,4.3,1,3.2,2,7.2,9,0.428,2,0.25,2,0.078,7,0.237,3,7.199999999999999,2,12.5,7,0.007000000000000117,9,0.2,2
