,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
10,10,33,2017,Matt Barnes,5,SF,5,TOT,5,74.0,6,18.0,10,2.5,10,6.4,10,3.6,6,0.331,8,2.8,10,0.467,8,0.483,8,0.9,9,1.2,9,0.787,6,0.9,5,4.2,4,5.2,5,1.9,5,2.6,5,0.6,9,0.4,6,1.4,7,2.5,3,7.1,10,10.3,10,0.514,9,0.556,2,0.188,8,4.6,4,19.7,2,12.3,3,15.7,5,1.3,7,1.3,5,17.3,1,15.6,8,0.3,10,1.7,7,2.0,9,0.053,9,-1.7,9,0.3,4,-1.4,9,0.3,9,16.8,3,0.22,7,0.114,7,0.032,10,0.08,8,1.9,6,25.5,4,0.554,2,0.2,2
11,11,36,2017,Will Barton,5,SG,5,DEN,5,60.0,9,19.0,9,4.9,5,11.1,5,3.9,5,0.37,4,7.2,6,0.483,7,0.508,6,2.4,4,3.2,4,0.753,8,1.0,5,3.4,6,4.3,6,2.1,4,3.4,4,0.8,7,0.5,4,1.6,6,1.8,8,13.7,5,15.5,5,0.547,6,0.353,5,0.285,4,3.8,5,12.9,6,8.4,5,17.7,4,1.4,7,1.3,5,11.5,6,21.1,5,2.5,5,0.8,10,3.3,7,0.093,6,1.2,4,-1.0,8,0.2,5,1.0,6,13.0,7,0.303,3,0.174,4,0.095,5,0.077,8,2.9000000000000004,5,13.600000000000001,7,0.3510000000000001,5,0.1,7
12,12,38,2017,Nicolas Batum,5,SG,5,CHO,5,77.0,4,77.0,2,5.1,5,12.7,4,5.3,2,0.333,7,7.4,6,0.453,9,0.472,9,3.2,3,3.7,4,0.856,3,0.6,7,5.6,2,6.2,4,2.4,2,5.9,2,1.1,4,0.4,6,2.5,2,1.4,10,15.1,4,15.8,5,0.529,8,0.415,4,0.291,4,1.9,8,18.4,3,10.1,4,27.7,2,1.6,5,1.0,6,15.0,3,22.3,4,1.7,7,2.8,3,4.6,5,0.084,7,0.6,5,0.2,5,0.8,4,1.9,3,17.3,2,0.117,10,0.102,7,0.182,1,0.185,4,1.3,7,8.9,9,0.4139999999999999,4,0.1,7
13,13,41,2017,Kent Bazemore,5,SF,5,ATL,5,73.0,6,64.0,5,4.0,8,9.9,6,3.6,6,0.346,7,6.2,7,0.446,9,0.473,9,1.6,7,2.3,7,0.708,9,0.6,7,2.5,8,3.2,8,1.4,7,2.4,6,1.2,3,0.7,3,1.7,5,2.3,4,11.0,7,11.6,9,0.504,10,0.369,5,0.233,6,2.6,6,10.3,8,6.5,7,14.2,5,2.3,2,2.3,3,13.6,3,20.5,6,-0.6,10,2.8,3,2.1,9,0.052,9,-2.1,10,1.1,2,-1.0,8,0.5,8,14.8,5,0.272,5,0.1,7,0.062,8,0.198,3,2.1,6,32.7,3,0.368,5,0.1,7
14,14,42,2017,Bradley Beal,5,SG,5,WAS,5,77.0,4,77.0,2,8.3,1,17.2,2,7.2,1,0.404,2,10.0,3,0.538,2,0.566,2,3.7,3,4.4,3,0.825,4,0.7,6,2.4,9,3.1,8,1.8,5,3.5,4,1.1,4,0.3,7,2.0,4,2.2,5,23.1,2,20.1,3,0.604,2,0.418,4,0.259,5,2.2,7,7.8,10,5.0,10,16.2,4,1.5,6,0.7,7,9.6,8,26.5,2,6.9,2,1.6,7,8.5,2,0.152,2,4.2,2,-1.0,8,3.3,2,3.5,2,15.9,3,0.238,6,0.101,7,0.085,6,0.157,5,3.8,4,15.4,7,0.41900000000000004,4,0.1,7
15,15,45,2017,Marco Belinelli,5,SG,5,CHO,5,74.0,6,0.0,10,3.6,8,8.3,8,3.8,5,0.36,5,4.5,9,0.488,6,0.512,6,2.0,6,2.3,7,0.893,1,0.2,10,2.2,9,2.4,10,2.2,3,2.0,7,0.6,9,0.1,10,0.9,9,1.2,10,10.5,7,13.3,7,0.566,4,0.46,3,0.273,4,0.9,10,10.2,8,5.5,9,13.1,6,1.2,8,0.4,9,9.2,8,19.2,7,2.0,6,1.2,8,3.2,7,0.087,7,-0.6,7,-0.5,7,-1.1,8,0.4,8,18.7,1,0.132,9,0.052,10,0.052,9,0.306,1,0.3,9,14.499999999999998,7,0.45799999999999996,3,0.2,2
16,16,52,2017,Patrick Beverley,5,SG,5,HOU,5,67.0,8,67.0,5,3.4,9,8.1,8,4.3,4,0.382,3,3.8,9,0.463,8,0.521,5,1.1,9,1.4,9,0.768,7,1.4,3,4.4,4,5.9,4,2.8,1,4.2,3,1.5,2,0.4,6,1.5,6,3.3,1,9.5,8,13.0,8,0.546,6,0.53,2,0.175,8,5.0,3,15.8,4,10.4,4,18.8,4,2.3,2,1.0,6,14.6,3,14.1,10,2.9,4,2.4,4,5.3,4,0.123,4,-0.2,7,1.4,2,1.1,4,1.6,4,15.9,3,0.21,7,0.173,4,0.055,8,0.033,10,0.4,9,32.300000000000004,3,0.529,2,0.2,2
17,17,56,2017,Eric Bledsoe,5,PG,5,PHO,5,66.0,8,66.0,5,6.8,3,15.7,2,4.7,3,0.335,7,11.0,2,0.477,7,0.485,8,5.9,1,6.9,1,0.847,3,0.8,6,4.1,5,4.8,5,1.9,5,6.3,1,1.4,2,0.5,4,3.4,1,2.5,3,21.1,2,20.5,2,0.563,4,0.3,7,0.443,1,2.5,6,13.8,5,8.0,6,31.1,2,2.0,3,1.2,5,15.3,2,28.1,2,4.0,3,1.4,8,5.3,4,0.118,4,3.7,2,-0.1,6,3.6,2,3.1,2,13.8,6,0.278,4,0.143,5,0.105,5,0.178,4,0.4,9,7.7,9,0.29600000000000004,7,0.1,7
18,18,57,2017,Bojan Bogdanović,5,SF,5,TOT,5,81.0,2,54.0,7,4.6,6,10.4,6,4.8,3,0.367,4,5.6,8,0.512,4,0.53,4,2.7,4,3.0,5,0.893,1,0.5,8,3.0,7,3.4,7,0.9,10,1.4,9,0.4,10,0.1,10,1.6,6,1.8,8,13.7,5,13.5,7,0.585,3,0.464,2,0.288,4,1.9,8,12.3,6,7.2,7,8.7,8,0.8,10,0.3,10,12.1,5,22.4,4,2.0,6,0.9,9,2.9,8,0.067,9,-0.1,6,-2.1,10,-2.2,10,-0.1,10,15.1,4,0.29,4,0.102,7,0.077,6,0.067,9,2.5,5,22.7,5,0.46399999999999997,2,0.2,2
19,19,64,2017,Devin Booker,5,SG,5,PHO,5,78.0,3,78.0,2,7.8,2,18.3,1,5.2,3,0.363,5,13.2,1,0.447,9,0.475,9,4.7,2,5.7,2,0.832,4,0.6,7,2.6,8,3.2,8,1.1,9,3.4,4,0.9,6,0.3,7,3.1,1,3.1,1,22.1,2,14.6,6,0.531,8,0.283,7,0.308,4,1.8,8,8.3,10,5.0,10,16.3,4,1.3,7,0.6,8,12.9,4,28.6,2,1.3,8,0.6,10,2.0,9,0.035,10,0.3,6,-2.3,10,-1.9,9,0.1,9,14.8,5,0.202,8,0.129,6,0.156,2,0.229,2,2.1,6,13.3,8,0.28400000000000003,7,0.0,10
20,20,65,2017,Trevor Booker,5,PF,5,BRK,5,71.0,7,43.0,7,4.3,7,8.3,8,1.1,9,0.321,8,7.2,6,0.546,2,0.537,3,1.0,9,1.5,9,0.673,9,2.0,2,6.0,2,8.0,2,1.1,9,1.9,7,1.1,4,0.4,6,1.8,5,2.1,6,10.0,8,15.7,5,0.554,5,0.132,9,0.186,8,8.7,2,25.5,2,17.2,1,12.9,6,2.0,3,1.2,5,16.6,1,18.7,7,1.0,8,2.2,5,3.1,8,0.086,7,-0.9,8,0.3,4,-0.6,7,0.6,7,7.8,10,0.45,1,0.281,1,0.058,8,0.08,8,6.6000000000000005,2,29.5,3,0.1309999999999999,9,0.2,2
21,21,66,2017,Avery Bradley,5,SG,5,BOS,5,55.0,10,55.0,6,6.5,3,14.1,3,5.0,3,0.39,3,9.1,4,0.504,4,0.533,4,1.2,8,1.7,8,0.731,8,1.2,4,4.9,3,6.1,4,1.4,7,2.2,6,1.2,3,0.2,8,1.6,6,2.6,3,16.3,3,14.4,6,0.548,6,0.357,5,0.12,10,4.0,4,16.2,4,10.1,4,11.0,7,1.8,4,0.5,9,9.7,7,21.9,5,1.1,8,2.0,6,3.1,8,0.081,7,0.0,6,-0.5,7,-0.6,7,0.7,7,15.1,4,0.27,5,0.076,9,0.066,7,0.231,2,3.1,5,29.599999999999998,3,0.357,5,0.1,7
22,22,70,2017,Malcolm Brogdon,5,SG,5,MIL,5,75.0,5,28.0,9,3.9,8,8.5,8,2.6,7,0.404,2,5.9,7,0.48,7,0.518,5,1.5,7,1.7,8,0.865,2,0.6,7,2.2,9,2.8,9,2.8,1,4.2,3,1.1,4,0.2,8,1.5,6,1.9,7,10.2,8,14.9,6,0.555,5,0.304,6,0.198,7,2.8,6,9.6,8,6.3,8,24.3,3,2.2,2,0.5,9,14.1,3,18.5,7,2.6,5,1.5,7,4.1,6,0.1,5,0.0,6,-0.4,7,-0.4,7,0.8,6,11.6,8,0.406,2,0.118,7,0.083,6,0.088,8,3.9,4,24.4,4,0.30500000000000005,6,0.1,7
23,23,82,2017,Jimmy Butler,5,SF,5,CHI,5,76.0,4,75.0,3,7.5,2,16.5,2,3.3,7,0.367,4,13.2,1,0.477,7,0.492,8,7.7,1,8.9,1,0.865,2,1.7,3,4.5,4,6.2,4,2.6,2,5.5,2,1.9,1,0.4,6,2.1,4,1.5,10,23.9,1,25.1,1,0.586,3,0.198,8,0.54,1,4.9,4,13.2,6,9.0,5,24.8,3,2.6,1,0.9,6,9.3,8,26.5,2,10.1,1,3.8,1,13.8,1,0.236,1,5.6,1,1.7,1,7.3,1,6.6,1,12.9,7,0.282,4,0.125,6,0.164,2,0.232,2,3.8,4,15.299999999999999,7,0.19700000000000006,8,0.0,10
24,24,87,2017,Kentavious Caldwell-Pope,5,SG,5,DET,5,76.0,4,75.0,3,4.9,5,12.2,4,5.8,2,0.35,6,6.5,7,0.442,10,0.481,9,2.0,6,2.4,6,0.832,4,0.7,6,2.5,8,3.3,8,2.3,3,2.5,6,1.2,3,0.2,8,1.1,8,1.6,9,13.8,5,12.8,8,0.519,9,0.471,2,0.199,7,2.3,7,8.7,9,5.3,9,11.2,6,1.8,4,0.4,9,7.9,10,19.2,7,2.0,6,2.5,4,4.5,5,0.086,7,-0.6,7,0.4,4,-0.2,6,1.1,5,17.8,2,0.152,9,0.079,9,0.113,4,0.185,4,2.0,6,17.2,6,0.4710000000000001,2,0.1,7
25,25,90,2017,DeMarre Carroll,5,SF,5,TOR,5,72.0,7,72.0,4,3.1,9,7.6,9,4.4,4,0.341,7,3.2,10,0.483,7,0.499,7,1.2,8,1.6,8,0.761,7,0.9,5,2.9,7,3.8,7,1.2,8,1.0,10,1.1,4,0.4,6,0.8,10,2.0,6,8.9,9,11.9,9,0.53,8,0.582,1,0.213,7,3.8,5,12.7,6,8.3,6,5.7,10,2.2,2,1.2,5,8.2,9,15.6,8,1.7,7,2.1,6,3.8,6,0.097,6,-0.4,7,0.4,4,0.0,6,1.0,6,17.5,2,0.169,9,0.133,6,0.044,9,0.073,8,1.0999999999999999,7,32.2,3,0.581,1,0.2,2
26,26,91,2017,Vince Carter,5,SF,5,MEM,5,73.0,6,15.0,10,2.6,10,6.7,9,4.1,5,0.378,3,2.7,10,0.418,10,0.508,6,1.2,8,1.6,8,0.765,7,0.5,8,2.6,8,3.1,8,2.6,2,1.8,7,0.8,7,0.5,4,0.7,10,2.2,5,8.0,9,11.7,9,0.542,7,0.604,1,0.235,6,2.2,7,12.5,6,7.2,7,11.5,6,1.7,4,1.9,3,8.5,9,14.9,9,1.9,6,2.1,6,4.0,6,0.106,5,-0.3,7,1.1,2,0.8,4,1.3,5,18.4,1,0.182,8,0.092,8,0.047,9,0.076,8,2.1999999999999997,6,19.3,6,0.603,1,0.2,2
27,27,98,2017,Tyson Chandler,5,C,5,PHO,5,47.0,10,46.0,7,3.3,9,4.9,10,0.0,10,,10,4.9,8,0.671,1,0.671,1,1.9,6,2.6,6,0.734,8,3.3,1,8.2,1,11.5,1,0.4,10,0.6,10,0.7,8,0.5,4,1.4,7,2.7,2,8.4,9,16.6,4,0.703,1,0.0,10,0.544,1,12.5,1,33.2,1,22.6,1,3.3,10,1.2,8,1.5,4,18.7,1,11.2,10,2.7,5,1.3,8,4.1,6,0.151,2,0.7,5,-0.3,6,0.3,5,0.8,6,1.4,10,0.895,1,0.096,8,0.004,10,0.004,10,36.8,1,,10,0.0010000000000000009,10,0.4,1
28,28,99,2017,Wilson Chandler,5,SF,5,DEN,5,71.0,7,33.0,8,6.1,3,13.2,4,4.6,4,0.337,7,8.6,4,0.527,3,0.52,5,2.0,6,2.7,5,0.727,8,1.5,3,5.0,3,6.5,3,1.2,8,2.0,7,0.7,8,0.4,6,1.6,6,2.4,4,15.7,4,14.9,6,0.545,6,0.347,5,0.207,7,5.2,3,17.8,3,11.6,3,9.8,7,1.1,9,1.1,6,10.0,7,22.0,5,2.4,5,1.1,9,3.5,7,0.077,8,0.5,5,-1.5,10,-1.0,8,0.5,8,13.5,6,0.266,5,0.19,3,0.093,5,0.104,7,5.1,3,24.8,4,0.347,5,0.1,7
29,29,105,2017,Jordan Clarkson,5,SG,5,LAL,5,82.0,1,19.0,9,5.8,4,13.1,4,4.3,4,0.329,8,8.7,4,0.503,4,0.5,7,1.6,7,2.0,7,0.798,6,0.6,7,2.4,9,3.0,9,1.3,8,2.6,5,1.1,4,0.1,10,2.0,4,1.8,8,14.7,4,13.2,8,0.526,8,0.332,5,0.157,9,2.2,7,9.3,9,5.6,9,14.4,5,1.8,4,0.3,10,12.5,4,23.3,4,0.5,9,0.7,10,1.2,10,0.024,10,-0.9,8,-1.6,10,-2.5,10,-0.3,10,13.5,6,0.246,6,0.205,2,0.109,4,0.106,7,2.0,6,16.0,6,0.3340000000000001,5,0.1,7
30,30,107,2017,Darren Collison,5,PG,5,SAC,5,68.0,7,64.0,5,5.0,5,10.5,6,2.6,7,0.417,1,7.9,5,0.495,5,0.527,4,2.2,5,2.5,6,0.86,2,0.3,10,1.9,10,2.2,10,2.7,1,4.6,3,1.0,5,0.1,10,1.7,5,1.8,8,13.2,6,15.3,5,0.57,4,0.245,7,0.239,5,1.3,9,7.1,10,4.3,10,24.5,3,1.6,5,0.4,9,12.6,4,19.8,6,3.1,4,0.8,10,3.9,6,0.091,6,0.3,6,-1.2,9,-0.9,8,0.6,7,14.0,6,0.223,6,0.15,5,0.112,4,0.272,1,0.1,9,28.000000000000004,4,0.243,7,0.1,7
31,31,109,2017,Mike Conley,5,PG,5,MEM,5,69.0,7,68.0,5,6.7,3,14.6,3,6.1,2,0.408,2,8.6,4,0.497,5,0.545,3,4.6,2,5.3,2,0.859,2,0.4,9,3.0,7,3.5,7,2.7,1,6.3,1,1.3,2,0.3,7,2.3,3,1.8,8,20.5,2,23.2,2,0.604,2,0.415,4,0.365,2,1.5,9,10.8,7,6.0,8,34.5,1,2.1,3,0.8,7,11.8,5,26.3,3,7.5,1,2.5,4,10.0,1,0.209,1,6.0,1,0.8,3,6.8,1,5.1,1,16.2,3,0.199,8,0.135,6,0.083,6,0.167,4,0.1,9,11.5,8,0.4159999999999999,4,0.1,7
32,32,114,2017,DeMarcus Cousins,5,C,5,TOT,5,72.0,7,72.0,4,9.0,1,19.9,1,5.0,3,0.361,5,14.8,1,0.483,7,0.498,7,7.2,1,9.3,1,0.772,7,2.1,2,8.9,1,11.0,1,1.2,8,4.6,3,1.4,2,1.3,1,3.7,1,3.9,1,27.0,1,25.8,1,0.562,5,0.253,7,0.468,1,7.0,2,29.2,1,18.2,1,25.8,2,2.0,3,3.4,1,13.5,4,36.5,1,3.9,3,3.8,1,7.6,2,0.149,3,5.0,1,1.8,1,6.8,1,5.5,1,11.6,8,0.339,3,0.214,2,0.054,8,0.139,6,5.6000000000000005,3,3.0,10,0.2539999999999999,7,0.1,7
33,33,117,2017,Robert Covington,5,SF,5,PHI,5,67.0,8,67.0,5,4.4,7,10.9,5,6.1,2,0.333,7,4.8,8,0.484,6,0.492,8,2.1,5,2.6,6,0.822,4,1.4,3,5.1,3,6.5,3,0.8,10,1.5,8,1.9,1,1.0,2,2.0,4,3.0,1,12.9,6,13.2,8,0.534,7,0.563,1,0.238,5,4.8,4,17.9,3,11.3,4,7.5,8,2.9,1,2.6,2,13.9,3,19.2,7,0.0,10,3.2,2,3.1,8,0.071,8,-1.2,9,1.4,2,0.2,5,1.1,5,16.2,3,0.288,4,0.101,7,0.016,10,0.031,10,2.7,5,8.0,9,0.564,1,0.2,2
34,34,118,2017,Allen Crabbe,5,SG,5,POR,5,79.0,3,7.0,10,3.8,8,8.2,8,3.8,5,0.444,1,4.4,9,0.49,6,0.572,2,1.3,8,1.6,8,0.847,3,0.2,10,2.6,8,2.9,9,1.5,7,1.2,9,0.7,8,0.3,7,0.8,10,2.2,5,10.7,7,11.6,9,0.602,2,0.467,2,0.192,8,0.9,10,10.2,8,5.6,9,6.1,9,1.2,8,0.7,7,8.1,9,14.9,9,3.1,4,1.0,9,4.2,5,0.089,6,-0.7,8,-0.6,7,-1.3,9,0.4,8,17.7,2,0.153,9,0.088,8,0.07,7,0.224,2,0.5,8,26.8,4,0.46499999999999997,2,0.1,7
35,35,119,2017,Jamal Crawford,5,SG,5,LAC,5,82.0,1,1.0,10,4.4,7,10.6,6,3.9,5,0.36,5,6.7,6,0.443,9,0.479,9,2.1,5,2.5,6,0.857,2,0.2,10,1.4,10,1.6,10,1.6,6,2.6,5,0.7,8,0.2,8,1.6,6,1.4,10,12.3,6,12.0,9,0.525,8,0.37,5,0.233,6,0.9,10,5.7,10,3.3,10,15.2,5,1.4,7,0.5,9,12.3,5,22.7,4,0.5,9,1.4,8,1.9,9,0.043,10,-0.8,8,-1.3,9,-2.1,9,0.0,9,17.7,2,0.093,10,0.125,6,0.122,3,0.292,1,0.2,9,17.1,6,0.3680000000000001,5,0.1,7
