,level_0,index,Season,Offensive Profile,Defensive Profile,Player,Pos,Team,G,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST/TOV,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA,%3PA,%FGA 3P,std_areas_FGA
13,13,42,2019,No significant offensive role,No significant defensive role,Will Barton,SF,DEN,43.0,38.0,4.3,10.7,4.6,0.342,6.1,0.447,0.475,1.3,1.7,0.77,0.7,3.9,4.6,1.9,2.9,0.4,0.5,1.5,1.9,11.5,11.0,0.501,0.426,0.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20.0,0.1,1.1,1.2,0.049,-1.1,-0.8,-1.8,0.0,15.1,0.215,0.187,0.093,0.078,1.5,12.2,0.42700000000000005,0.1
14,14,44,2019,Pure Shooter/Stretcher,Perimeter Defender,Nicolas Batum,SF,CHO,75.0,72.0,3.4,7.5,4.0,0.389,3.5,0.519,0.553,1.0,1.2,0.865,0.9,4.3,5.2,2.1,3.3,0.9,0.6,1.6,1.9,9.3,11.9,0.581,0.53,0.158,3.2,14.9,8.9,14.5,1.5,1.6,16.3,13.2,2.0,1.7,3.7,0.076,-0.7,0.4,-0.3,1.0,17.1,0.21,0.077,0.084,0.1,4.3999999999999995,30.9,0.529,0.2
15,15,47,2019,No significant offensive role,No significant defensive role,Kent Bazemore,SG,ATL,67.0,35.0,4.1,10.3,4.5,0.32,5.8,0.465,0.472,1.9,2.6,0.726,0.6,3.3,3.9,1.3,2.3,1.3,0.6,1.8,2.5,11.6,11.9,0.507,0.434,0.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22.0,-0.7,1.4,0.7,0.021,-2.5,0.2,-2.3,-0.1,15.0,0.279,0.109,0.078,0.1,2.3,35.3,0.43399999999999994,0.1
16,16,48,2019,Versatile Scorer,No significant defensive role,Bradley Beal,SG,WAS,82.0,82.0,9.3,19.6,7.3,0.351,12.4,0.548,0.54,4.4,5.5,0.808,1.1,3.9,5.0,2.0,5.5,1.5,0.7,2.7,2.8,25.6,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11.0,28.4,5.9,1.7,7.6,0.12,3.8,-0.8,2.9,3.7,14.7,0.281,0.1,0.103,0.145,4.2,14.099999999999998,0.371,0.1
17,17,58,2019,No significant offensive role,Perimeter Defender,Patrick Beverley,PG,LAC,78.0,49.0,2.5,6.1,3.6,0.397,2.5,0.421,0.524,1.2,1.6,0.78,1.0,4.0,5.0,3.5,3.8,0.9,0.6,1.1,3.4,7.6,11.8,0.561,0.591,0.258,3.9,15.0,9.6,18.4,1.5,1.6,13.8,12.2,2.8,2.0,4.8,0.108,-0.3,1.2,0.9,1.5,16.9,0.187,0.182,0.029,0.01,0.4,19.5,0.592,0.2
18,18,63,2019,Creator/Facilitator,Perimeter Defender,Eric Bledsoe,PG,MIL,78.0,78.0,6.0,12.4,4.8,0.329,7.6,0.582,0.548,2.3,3.0,0.75,1.1,3.6,4.6,2.6,5.5,1.5,0.4,2.1,2.0,15.9,19.3,0.577,0.388,0.243,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,4.4,3.7,8.2,0.173,1.9,1.2,3.1,2.9,12.9,0.383,0.124,0.065,0.04,1.5,14.299999999999999,0.3879999999999999,0.2
19,19,65,2019,No significant offensive role,No significant defensive role,Bogdan Bogdanović,SG,SAC,70.0,17.0,5.2,12.3,5.3,0.36,7.0,0.462,0.496,1.9,2.3,0.827,0.6,2.9,3.5,2.2,3.8,1.0,0.2,1.7,2.0,14.1,14.1,0.53,0.431,0.188,2.1,11.0,6.4,19.3,1.7,0.7,11.1,22.3,1.3,1.4,2.7,0.067,-0.1,-0.6,-0.6,0.7,16.2,0.168,0.18,0.1,0.122,0.5,10.5,0.43000000000000005,0.1
20,20,66,2019,Slasher,No significant defensive role,Bojan Bogdanović,SF,IND,81.0,81.0,6.4,13.0,4.8,0.425,8.2,0.538,0.575,3.0,3.8,0.807,0.4,3.7,4.1,1.2,2.0,0.9,0.0,1.7,1.7,18.0,16.1,0.613,0.367,0.29,1.5,12.7,7.2,9.5,1.3,0.0,10.2,22.4,3.9,2.8,6.8,0.126,1.3,-0.6,0.7,1.7,13.5,0.303,0.144,0.119,0.068,2.9000000000000004,28.799999999999997,0.3660000000000001,0.1
21,21,71,2019,Creator/Facilitator,No significant defensive role,Devin Booker,SG,PHO,64.0,64.0,9.2,19.6,6.5,0.326,13.1,0.536,0.521,6.1,7.1,0.866,0.6,3.5,4.1,1.7,6.8,0.9,0.2,4.1,3.1,26.6,20.2,0.584,0.33,0.362,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,3.3,0.3,3.5,0.076,3.3,-2.3,1.0,1.7,14.6,0.229,0.135,0.19,0.116,1.5,7.000000000000001,0.32999999999999996,0.1
22,22,73,2019,No significant offensive role,No significant defensive role,Avery Bradley,SG,TOT,63.0,63.0,3.9,9.7,3.9,0.351,5.8,0.446,0.479,0.7,0.8,0.86,0.7,2.1,2.8,1.7,2.4,0.7,0.3,1.4,2.7,9.9,7.6,0.496,0.403,0.082,2.5,7.3,4.9,11.8,1.0,0.7,12.4,16.2,-0.6,1.0,0.3,0.009,-2.8,-0.9,-3.7,-0.8,17.0,0.161,0.1,0.074,0.262,0.3,35.9,0.403,0.1
23,23,80,2019,No significant offensive role,Perimeter Defender,Mikal Bridges,SF,PHO,82.0,56.0,3.0,6.9,3.8,0.335,3.0,0.548,0.523,1.2,1.4,0.805,0.7,2.5,3.2,2.3,2.1,1.6,0.5,0.9,2.5,8.3,10.8,0.556,0.556,0.21,2.5,9.7,6.0,9.8,2.5,1.3,10.2,12.2,1.7,1.2,2.9,0.058,-2.0,0.4,-1.6,0.3,15.6,0.277,0.101,0.041,0.025,4.8,41.5,0.556,0.2
24,24,84,2019,No significant offensive role,No significant defensive role,Malcolm Brogdon,SG,MIL,64.0,64.0,5.9,11.7,3.8,0.426,7.9,0.544,0.575,2.2,2.4,0.928,1.0,3.5,4.5,2.3,3.2,0.7,0.2,1.4,1.6,15.6,17.8,0.614,0.326,0.203,3.8,11.7,8.0,16.2,1.2,0.6,10.0,20.7,4.2,2.3,6.5,0.171,2.0,0.1,2.2,1.9,10.8,0.493,0.111,0.036,0.033,0.8999999999999999,19.7,0.32699999999999996,0.2
25,25,88,2019,Slasher,No significant defensive role,Jaylen Brown,SG,BOS,74.0,25.0,5.0,10.7,3.7,0.344,7.0,0.529,0.525,1.8,2.7,0.658,0.9,3.4,4.2,1.1,1.4,0.9,0.4,1.3,2.5,13.0,13.5,0.547,0.348,0.255,3.6,13.9,8.7,7.7,1.7,1.5,10.1,22.1,0.7,2.4,3.0,0.076,-1.6,-0.4,-2.1,0.0,12.8,0.314,0.17,0.119,0.048,6.1,24.6,0.349,0.1
26,26,94,2019,Pure Shooter/Stretcher,No significant defensive role,Reggie Bullock,SG,TOT,63.0,60.0,3.9,9.4,6.2,0.377,3.2,0.483,0.537,1.2,1.3,0.859,0.3,2.4,2.7,2.0,2.0,0.6,0.2,1.0,1.7,11.3,10.5,0.563,0.662,0.143,1.2,8.8,4.9,10.1,1.0,0.5,9.3,15.8,1.6,1.4,3.1,0.078,-0.7,-0.4,-1.1,0.4,20.0,0.111,0.067,0.071,0.089,0.3,26.0,0.662,0.2
27,27,106,2019,Versatile Scorer,Perimeter Defender,Jimmy Butler,SF-SG,TOT,65.0,65.0,6.4,13.9,3.0,0.347,10.9,0.494,0.499,4.8,5.6,0.855,1.9,3.4,5.3,2.7,4.0,1.9,0.6,1.5,1.7,18.7,20.2,0.571,0.213,0.404,6.0,10.5,8.3,18.0,2.7,1.4,8.2,22.3,5.4,2.5,7.9,0.173,2.8,0.9,3.7,3.2,11.7,0.315,0.167,0.156,0.148,7.9,23.799999999999997,0.21399999999999997,0.1
28,28,111,2019,No significant offensive role,No significant defensive role,Kentavious Caldwell-Pope,SG,LAL,82.0,23.0,4.0,9.2,5.3,0.347,3.9,0.542,0.53,1.7,1.9,0.867,0.6,2.3,2.9,1.6,1.3,0.9,0.2,0.8,1.7,11.4,12.9,0.568,0.575,0.209,2.5,9.4,6.0,7.5,1.7,0.5,7.3,18.1,2.3,1.8,4.0,0.095,-0.3,-0.1,-0.5,0.8,18.3,0.18,0.06,0.071,0.114,2.9000000000000004,25.7,0.575,0.2
29,29,116,2019,Paint Threat,Rebounding Specialist,Clint Capela,C,HOU,67.0,67.0,7.1,10.9,0.0,,10.9,0.648,0.648,2.5,3.9,0.636,4.4,8.2,12.7,1.0,1.4,0.7,1.5,1.4,2.5,16.6,23.8,0.658,0.0,0.357,14.4,27.6,20.8,7.1,1.0,3.9,10.0,18.2,7.8,3.0,10.8,0.23,3.3,-0.3,3.0,2.8,2.4,0.75,0.24,0.01,0.0,35.099999999999994,,0.0,0.3
30,30,117,2019,No significant offensive role,No significant defensive role,DeMarre Carroll,PF,BRK,67.0,8.0,3.4,8.6,4.6,0.342,4.0,0.457,0.487,2.7,3.6,0.76,1.0,4.2,5.2,1.2,1.3,0.5,0.1,1.1,1.7,11.1,12.1,0.546,0.539,0.421,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,1.5,1.6,3.1,0.088,-0.9,-0.6,-1.5,0.2,16.3,0.203,0.141,0.071,0.045,0.5,30.3,0.54,0.2
31,31,120,2019,Slasher,Rebounding Specialist,Wendell Carter Jr.,C,CHI,44.0,44.0,4.1,8.4,0.7,0.188,7.7,0.513,0.493,2.0,2.5,0.795,2.0,5.0,7.0,1.2,1.8,0.6,1.3,1.5,3.5,10.3,15.2,0.541,0.086,0.302,8.4,21.8,15.0,10.7,1.1,4.5,13.4,19.1,0.7,1.2,1.9,0.08,-2.2,0.6,-1.6,0.1,8.4,0.404,0.218,0.186,0.105,12.4,40.6,0.08699999999999997,0.1
32,32,126,2019,Paint Threat,Perimeter Defender,Willie Cauley-Stein,C,SAC,81.0,81.0,5.1,9.1,0.0,0.5,9.1,0.556,0.557,1.7,3.1,0.551,2.2,6.1,8.4,2.4,2.4,1.2,0.6,1.0,2.8,11.9,18.0,0.566,0.003,0.343,8.2,23.7,15.8,12.3,2.0,2.0,9.0,17.5,3.8,2.9,6.7,0.146,0.2,1.1,1.2,1.8,4.5,0.594,0.27,0.065,0.069,27.900000000000002,0.0,0.0020000000000000018,0.2
33,33,143,2019,Versatile Scorer,No significant defensive role,Jordan Clarkson,SG,CLE,81.0,0.0,6.5,14.6,5.5,0.324,9.1,0.524,0.509,2.0,2.4,0.844,1.0,2.3,3.3,1.4,2.4,0.7,0.2,1.7,1.4,16.8,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,2.1,-2.6,-0.5,0.8,14.7,0.203,0.177,0.155,0.087,1.5,19.6,0.378,0.1
34,34,144,2019,Paint Threat,Rebounding Specialist,John Collins,PF,ATL,61.0,59.0,7.6,13.6,2.6,0.348,11.0,0.609,0.593,3.3,4.4,0.763,3.6,6.2,9.8,1.0,2.0,0.4,0.6,2.0,3.3,19.5,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11.0,0.6,1.8,11.2,23.7,5.0,1.0,6.0,0.158,2.8,-1.9,0.9,1.3,7.6,0.543,0.189,0.06,0.018,21.5,31.0,0.18999999999999995,0.2
35,35,146,2019,No significant offensive role,Perimeter Defender,Darren Collison,PG,IND,76.0,76.0,4.1,8.7,2.6,0.407,6.1,0.492,0.527,2.1,2.5,0.832,0.5,2.6,3.1,3.8,6.0,1.4,0.1,1.6,1.8,11.2,16.7,0.574,0.294,0.288,1.9,9.9,6.0,29.9,2.5,0.4,14.4,17.7,3.9,2.9,6.8,0.153,0.8,1.0,1.8,2.1,15.2,0.25,0.064,0.085,0.307,0.2,32.5,0.29400000000000004,0.1
36,36,148,2019,Creator/Facilitator,No significant defensive role,Mike Conley,PG,MEM,70.0,70.0,7.0,16.0,6.1,0.364,9.9,0.483,0.507,4.9,5.8,0.845,0.6,2.8,3.4,3.4,6.4,1.3,0.3,1.9,1.8,21.1,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2.0,0.9,9.1,27.3,5.7,2.3,8.0,0.164,4.6,0.1,4.7,3.9,15.3,0.19,0.157,0.15,0.122,0.0,11.5,0.381,0.1
37,37,151,2019,Slasher,Paint Protector,DeMarcus Cousins,C,GSW,30.0,30.0,5.9,12.4,3.2,0.274,9.2,0.551,0.515,3.5,4.8,0.736,1.4,6.8,8.2,1.5,3.6,1.3,1.5,2.4,3.6,16.3,21.4,0.562,0.256,0.388,6.2,27.0,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.4,2.6,3.0,1.0,10.1,0.415,0.251,0.035,0.043,6.7,4.2,0.256,0.1
38,38,152,2019,Pure Shooter/Stretcher,Perimeter Defender,Robert Covington,SF,TOT,35.0,35.0,4.5,10.3,6.4,0.378,3.9,0.518,0.548,1.9,2.5,0.764,0.8,4.7,5.5,1.0,1.3,2.1,1.3,1.3,3.6,13.3,13.3,0.58,0.622,0.246,2.5,14.6,8.5,5.2,2.9,3.2,10.5,15.6,0.9,1.6,2.5,0.1,-0.5,2.1,1.6,1.1,18.6,0.171,0.094,0.041,0.072,3.9,12.0,0.622,0.2
39,39,155,2019,No significant offensive role,No significant defensive role,Allen Crabbe,SG,BRK,43.0,20.0,3.2,8.7,6.0,0.378,2.7,0.342,0.499,1.0,1.3,0.732,0.4,3.1,3.4,1.0,1.1,0.5,0.3,1.1,2.4,9.6,7.7,0.519,0.694,0.15,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.4,-0.2,1.0,0.8,0.035,-2.4,-0.4,-2.8,-0.2,21.0,0.08,0.059,0.059,0.107,0.0,20.1,0.6950000000000001,0.2
40,40,162,2019,No significant offensive role,No significant defensive role,Jae Crowder,SF,UTA,80.0,11.0,4.0,10.0,6.5,0.331,3.4,0.527,0.508,1.8,2.5,0.721,0.8,4.1,4.8,1.5,1.7,0.8,0.4,1.1,2.1,11.9,12.1,0.538,0.655,0.247,3.1,15.9,9.6,8.9,1.4,1.1,8.8,19.1,1.3,3.1,4.4,0.097,-0.3,0.6,0.3,1.2,18.7,0.202,0.056,0.023,0.064,3.1,23.9,0.655,0.2
41,41,165,2019,No significant offensive role,No significant defensive role,Stephen Curry,PG,GSW,69.0,69.0,9.2,19.4,11.7,0.437,7.7,0.525,0.604,3.8,4.2,0.916,0.7,4.7,5.3,1.9,5.2,1.3,0.4,2.8,2.4,27.3,24.4,0.641,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,7.2,2.5,9.7,0.199,7.1,-0.5,6.6,5.1,19.7,0.143,0.096,0.046,0.11,0.2,14.799999999999999,0.605,0.2
42,42,167,2019,Slasher,Paint Protector,Anthony Davis,C,NOP,56.0,56.0,9.5,18.3,2.6,0.331,15.7,0.547,0.54,6.1,7.7,0.794,3.1,8.9,12.0,2.0,3.9,1.6,2.4,2.0,2.4,25.9,30.3,0.597,0.141,0.422,9.9,27.5,18.8,19.0,2.2,6.0,8.4,29.5,6.4,3.1,9.5,0.247,7.1,2.3,9.4,5.3,9.8,0.368,0.217,0.153,0.12,16.0,6.2,0.14200000000000002,0.1
43,43,171,2019,No significant offensive role,Paint Protector,Dewayne Dedmon,C,ATL,64.0,52.0,4.0,8.2,3.4,0.382,4.8,0.57,0.571,1.4,1.8,0.814,1.6,5.9,7.5,1.1,1.4,1.1,1.1,1.3,3.3,10.8,16.0,0.602,0.413,0.215,6.7,25.0,15.7,8.1,2.0,3.8,12.7,16.7,2.1,1.9,4.0,0.119,-0.3,0.8,0.5,1.0,13.3,0.35,0.133,0.061,0.044,12.7,30.0,0.4119999999999999,0.2
44,44,180,2019,Creator/Facilitator,No significant defensive role,DeMar DeRozan,SG,SAS,77.0,77.0,8.2,17.1,0.6,0.156,16.5,0.492,0.483,4.8,5.7,0.83,0.7,5.3,6.0,2.4,6.2,1.1,0.5,2.6,2.3,21.2,19.6,0.542,0.034,0.336,2.2,16.4,9.4,27.6,1.6,1.1,11.7,27.9,3.6,2.6,6.3,0.112,1.0,0.1,1.1,2.2,10.8,0.216,0.236,0.272,0.241,1.5,48.9,0.03500000000000003,0.1
45,45,185,2019,Creator/Facilitator,No significant defensive role,Spencer Dinwiddie,PG,BRK,68.0,4.0,5.4,12.2,5.4,0.335,6.7,0.528,0.517,4.2,5.2,0.806,0.4,2.1,2.4,2.1,4.6,0.6,0.3,2.2,2.8,16.8,16.3,0.58,0.447,0.43,1.4,7.6,4.6,25.6,1.0,0.7,13.4,24.9,3.5,1.4,4.8,0.121,1.4,-0.8,0.6,1.3,14.4,0.281,0.185,0.064,0.023,2.1,16.8,0.44699999999999995,0.2
46,46,188,2019,Creator/Facilitator,Perimeter Defender,Luka Dončić,SG,DAL,72.0,72.0,7.0,16.5,7.1,0.327,9.3,0.503,0.497,4.8,6.7,0.713,1.2,6.6,7.8,1.8,6.0,1.1,0.3,3.4,1.9,21.2,19.6,0.545,0.433,0.409,4.0,21.9,13.0,31.6,1.6,0.9,15.0,30.5,2.1,2.8,4.9,0.101,3.6,0.3,3.9,3.4,15.5,0.209,0.212,0.103,0.042,2.1999999999999997,5.800000000000001,0.43399999999999994,0.1
47,47,192,2019,No significant offensive role,No significant defensive role,Damyean Dotson,SG,NYK,73.0,40.0,4.0,9.6,4.7,0.368,4.9,0.461,0.506,1.0,1.3,0.745,0.5,3.1,3.6,1.8,1.8,0.8,0.1,1.0,1.8,10.7,10.8,0.526,0.49,0.14,1.7,12.2,6.8,10.4,1.4,0.4,8.7,17.3,0.7,0.9,1.5,0.037,-1.7,-0.8,-2.6,-0.3,18.2,0.165,0.062,0.08,0.203,1.0,15.2,0.49,0.2
48,48,194,2019,Creator/Facilitator,No significant defensive role,Goran Dragić,PG,MIA,36.0,22.0,5.0,12.0,4.6,0.348,7.5,0.454,0.479,2.2,2.8,0.782,0.6,2.5,3.1,2.4,4.8,0.8,0.1,2.0,2.3,13.7,13.9,0.517,0.379,0.233,2.1,9.8,6.0,27.3,1.5,0.5,12.9,23.7,0.6,1.0,1.6,0.079,-0.5,-0.6,-1.1,0.2,13.8,0.277,0.145,0.134,0.065,0.0,17.7,0.379,0.1
49,49,195,2019,Slasher,Paint Protector,Andre Drummond,C,DET,79.0,79.0,7.1,13.3,0.5,0.132,12.8,0.548,0.536,3.1,5.2,0.59,5.4,10.2,15.6,0.6,1.4,1.7,1.7,2.2,3.4,17.3,23.4,0.555,0.036,0.392,16.8,34.7,25.4,7.2,2.5,4.4,12.4,22.9,4.1,5.9,10.0,0.181,1.3,0.8,2.1,2.7,4.1,0.624,0.299,0.034,0.007,18.4,13.200000000000001,0.03599999999999992,0.2
50,50,197,2019,Creator/Facilitator,No significant defensive role,Kris Dunn,PG,CHI,46.0,44.0,4.7,11.0,2.1,0.354,8.9,0.441,0.458,1.2,1.5,0.797,0.4,3.7,4.1,2.6,6.0,1.5,0.5,2.3,3.6,11.3,12.4,0.484,0.19,0.136,1.5,13.3,7.3,30.0,2.4,1.3,16.2,20.1,-0.5,1.2,0.6,0.022,-2.8,0.2,-2.7,-0.2,11.6,0.257,0.227,0.19,0.136,2.8000000000000003,17.7,0.19000000000000006,0.0
51,51,198,2019,Creator/Facilitator,No significant defensive role,Kevin Durant,SF,GSW,78.0,78.0,9.2,17.7,5.0,0.353,12.8,0.587,0.571,5.7,6.5,0.885,0.4,5.9,6.4,2.0,5.9,0.7,1.1,2.9,2.0,26.0,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1.0,2.6,12.3,29.0,8.6,2.9,11.5,0.204,5.4,0.1,5.5,5.1,14.9,0.189,0.106,0.238,0.187,8.7,7.7,0.28,0.1
52,52,204,2019,Pure Shooter/Stretcher,Perimeter Defender,Wayne Ellington,SG,TOT,53.0,38.0,3.5,8.6,7.0,0.371,1.6,0.541,0.554,0.7,0.9,0.796,0.3,1.8,2.0,1.7,1.4,1.0,0.1,0.8,1.7,10.3,11.8,0.569,0.814,0.107,1.1,7.9,4.5,8.3,2.0,0.4,7.7,17.2,1.3,1.4,2.6,0.097,-0.3,0.3,0.0,0.7,21.8,0.072,0.068,0.015,0.031,0.2,26.3,0.814,0.3
